Epoch	SMILES	Valid	Desired	RDKit_Aggregate_5refs_TanimotoCombo	SA
1	Cc1cc2cccc(NC(=O)N(C(C)C)C3CCN(CC4CC4)CC3)c2n1Cc1ccccc1	1.0	0	0.0	0.938
1	CS(=O)(=O)C1CCc2sc(-c3[nH]nc4cnc(-c5cccnc5)cc34)nc2C1	1.0	0	0.731	0.667
1	O=C(Nc1nnc(C2CC2)s1)c1ccc(F)cc1	1.0	0	0.762	0.985
1	Cc1nc(C)c(C(=O)NC2CCCCCC2)s1	1.0	0	0.789	0.982
1	CCN1C(=CC=C2SC(=S)N(CC3CCCO3)C2=O)Sc2ccccc21	1.0	0	0.717	0.827
1	CCCCC(C(=O)COc1ccccc1)N(C)C(=O)CCSCCC(=O)O	1.0	0	0.731	0.894
1	Cc1ccc2cc(CN(Cc3ccco3)C(c3nnnn3C3CCCC3)C(C)C)c(O)nc2c1	1.0	0	0.0	0.772
1	CCCCCCCCCCNc1cc(-c2ccc3nccc(C4=NCCCN4)c3c2)cc(C#N)c1Cl	1.0	0	0.0	0.894
1	Cn1c(SCC(=O)NCC(=O)Nc2cccc3ccccc23)nnc1C(F)(F)F	1.0	0	0.655	0.97
1	CONC(=O)c1cc(Oc2ccc(Cl)cc2)c(C(=O)O)cn1	1.0	0	0.97	0.97
1	CC(C)c1cc(C(=O)NN=Cc2ccccc2O)nn1C	1.0	0	0.889	0.95
1	CCCNS(=O)(=O)c1csc(C(=O)O)c1	1.0	0	0.802	0.968
1	Cc1ccc(NC(=S)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)cc1	1.0	0	0.706	0.982
1	COc1cccc(-c2nn3c(C)nnc3c2C)c1-n1ccnc1	0.0	0	0.0	0.0
1	CC(=O)N1CCN(c2cccc(S(=O)(=O)Oc3ccc(Cl)cc3)c2)CC1	1.0	0	0.826	0.98
1	COc1ccc(F)cc1Nc1nc2cc(C(=O)O)ccc2cc1-c1cc(C)ccc1C	1.0	0	0.0	0.969
1	CC(=O)c1cc(C(=O)CCl)ccc1O	1.0	0	0.723	0.977
1	COc1cc(C(C)C)c2c(c1)SC1(O)C3CCCC(C)(CO3)C1=O2	0.0	0	0.0	0.0
1	CCOc1cc2ncc(C(=O)OCC)c(Nc3ccc(OC)cc3C)c2cc1OCC	1.0	0	0.0	0.97
1	CCCCc1ccc(S(=O)(=O)c2nnn(CC)n2)cc1	1.0	0	0.891	0.95
1	Cc1cc(C)c(S(=O)(=O)NC(Cc2ccc(C(=N)NN)cc2)C(=O)N2CCCCC2)c(C)c1	1.0	0	0.0	0.861
1	COc1ccc(C(CC(=O)O)n2c(C)c(C)c3ccccc32)cc1	1.0	0	0.918	0.945
1	O=C(O)CC(c1ccc(Cl)cc1)N1CC2CCCCC2C1C(c1ccccc1)c1ccccc1	1.0	0	0.0	0.695
1	O=C(c1cc(-c2ccc3c(c2)OCO3)on1)N1CCc2ccccc2C1C	1.0	0	0.855	0.913
1	O=C(Nc1nc(-c2cccc(Br)c2)cs1)C1CCCCC1	1.0	0	0.828	0.984
1	S=C(NCCc1ccccc1)N1CCCN(Cc2ccc(F)cc2)CC1	1.0	0	0.652	0.985
1	COc1cc2c(N)nc(N3CCN(C(=O)CC4CCCCC4C)C(C)C3)nc2cc1OC	1.0	0	0.0	0.723
1	Cc1cccc(C(=O)NC2CC3CCC(C2)N3N=Cc2ccc(O)c(O)c2)n1	1.0	0	0.716	0.398
1	NC(=O)c1cccc2cccc(Nc3cc(-c4ccc(F)cc4)ncn3)c12	1.0	0	0.799	0.972
1	O=C(O)CNC(=O)CSc1nc2ccccc2o1	1.0	0	0.809	0.98
1	Cc1cc2c(C)cc(C)cc2nc1SCC(=O)Nc1ccc(C(=O)O)cc1	1.0	0	0.723	0.977
1	O=C(COc1ccc(Cl)cc1Cl)NN=Cc1ccc(O)cc1	1.0	0	0.866	0.984
1	Cc1nc(NC(=O)c2ccc(OCC(C)C)cc2)cs1	1.0	0	0.692	0.98
1	O=S(=O)(c1cccc(C(F)(F)F)c1)n1ccc2ccc(OCc3ccc4ccccc4n3)cc21	1.0	0	0.0	0.957
1	COC(O)=C(CC=NC(=O)C(C)C)C(Cl)=C(Cl)Cl	1.0	0	0.848	0.518
1	O=C(Nc1ccc(F)c(C(F)(F)F)c1)C1CC(=O)N(C2CCCCCCC2)C1	1.0	0	0.722	0.929
1	COc1ccc(N2CCN(CC3COCCO3)CC2)cc1	1.0	0	0.883	0.953
1	CC(=O)N1c2ccc(S(=O)(=O)NCc3ccco3)cc2CC1C	1.0	0	0.879	0.926
1	COc1ccc(NC(=O)Nc2ccc(OC(CCNCc3cocc3C)C(=O)c3ccc(C)cc3)cc2)cc1	1.0	0	0.0	0.866
1	COc1ccc(OC)c(NC(=O)CSc2ncc(C(=O)C(C)C)c3ccccc23)c1	1.0	0	0.667	0.97
1	Cc1ccc(S(=O)(=O)Nc2c(C(=O)O)[nH]c3ccccc23)cc1C	1.0	0	0.892	0.976
1	CCOCc1c(-c2cc3cc(C)cc(OC)c3oc2=O)n(-c2ccccc2)c2cc(NC)ccc12	1.0	0	0.0	0.923
1	CCOc1ccc2nc(O)c(CN(CCOc3ccccc3)C(=S)NC3CCCCC3)cc2c1	1.0	0	0.0	0.945
1	CN1CCc2nc(NC(=O)NCc3cccc(C(F)(F)F)c3)sc2C1	1.0	0	0.783	0.964
1	Cc1ccc(C(=O)c2cc(Cl)cc(Cl)c2)o1	1.0	0	0.813	0.979
1	COC(=O)COc1ccc(S(=O)(=O)NCC(C)C)cc1	1.0	0	0.777	0.986
1	O=C(Cc1cccc(F)c1)NCCc1ccc(Cl)c(Cl)c1	1.0	0	0.799	0.989
1	COC(=O)C1CCCN1C(=O)C(C)(O)C(F)(F)Cl	1.0	0	0.822	0.771
1	Cc1cc(C(=O)COC(O)c2ccc(O)[nH]2)c2ccccc2n1	1.0	0	0.896	0.773
1	COc1ncc2cc1NC(=O)C(C)(C)NC(=O)C2=O	1.0	0	0.0	0.426
1	Cc1nonc1CC(F)=C(Cl)Cl	1.0	0	0.747	0.722
1	Cc1ccc2cc(C(=O)NN3C(CC4CCCCCC4)C3C(=O)O)ccc2n1	1.0	0	0.732	0.713
1	CC(C)n1cc(-c2cc(Cl)c3c(c2)C2(CCCC2)O(CCS(=O)(=O)O)C3)cn1	0.0	0	0.0	0.0
1	Cn1c(-c2cccc(Cl)c2Cl)nnc1-c1nc(C(=O)NCCc2ccccc2)cs1	1.0	0	0.697	0.959
1	Cc1cc(C)cc(Cn2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc3ccccc32)c1	1.0	0	0.0	0.975
1	Cc1ccc(CS(=O)(=O)c2ncc(Cl)c([N+](=O)[O-])n2)cc1	1.0	0	0.823	0.945
1	CC(=O)N1C2CCC1CC(OC(=O)CCN1CCC(c3cc(C)nn3C)CC1)C2	1.0	0	0.0	0.4
1	Cc1[nH]ncc1[N+](=O)[O-]	1.0	0	0.499	0.919
1	CC(C)COc1ncnc2[nH]cnc12	1.0	0	0.824	0.924
1	COCC(C)NC1CCC(Nc2cc(-c3ccccc3Cl)nc(C)n2)CC1	1.0	0	0.771	0.903
1	CCn1cc(Br)c2c1CN(C(=O)NS(=O)(=O)c1ccc(C(=O)O)c(C)c1)CC2	1.0	0	0.711	0.904
1	CC(=O)Oc1ccc(C=Cc2cccc(Cl)c2)cc1Cl	1.0	0	0.885	0.983
1	COc1ccc(N2C(=O)Cc3ccccc3C2N2CCCC(C)C2)c([N+](=O)[O-])c1	1.0	0	0.845	0.781
1	CC(F)(F)c1[nH]c2cnccc2n1	1.0	0	0.698	0.917
1	COc1cc(CN2C(=N)N(Cc3ccc(Cl)c(Cl)c3)C(=O)C2C)cc(OC)c1	1.0	0	0.839	0.881
1	COC(=O)COc1ccc(S(=O)(=O)Oc2cccc(C=NNC(N)=S)c2)cc1	1.0	0	0.721	0.964
1	CCCCOC(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	1.0	0	0.782	0.885
1	N#Cc1ccc(S(=O)(=O)N2CCCC2)cc1C(=O)O	1.0	0	0.853	0.98
1	OC1(c2ccccn2)CCN(Cc2ccncc2)CC1	1.0	0	0.941	0.97
1	O=C(CSc1nnc(-c2ccccc2)o1)Nc1cccc(Cl)c1	1.0	0	0.737	0.986
1	COCCNC(=O)CN(C(=O)c1ccc(OC(F)F)cc1)C1CCCCC1N1CCCCC1	1.0	0	0.0	0.81
1	COc1ccc2c(c1)OC1(CCC(C)C(=O)N1C)CC2	1.0	0	0.924	0.501
1	Cc1ccc(C(=O)c2ccc(C)cc2)cc1S(N)(=O)=O	1.0	0	0.833	0.989
1	CCN(CC)C(=O)c1sc2nc(-c3cccnc3)cc(C(F)(F)F)c2c1C	1.0	0	0.786	0.949
1	CCCCn1nnnc1CCNc1nc(C)c2cc(C)ccc2n1	1.0	0	0.837	0.957
1	COC(C(=O)Nc1ccnn1C)c1cccc(Cl)c1	1.0	0	0.967	0.926
1	O=C(O)C=C1CN(Cc2ccc(Cc3ccc(Cl)cc3)cc2)c2ccccc21	1.0	0	0.764	0.966
1	CCn1c(SCC(=O)Nc2nnc(CNc3cc(Cl)ccc3C)n2)nnc1-c1ccccc1	0.0	0	0.0	0.0
1	Cc1ccc(OCCOc2ccc(Cl)cc2Cl)cc1NC(=O)c1cccnc1	1.0	0	0.681	0.983
1	Cc1nn(-c2ccccc2)c(C)c1CC(=O)NC(CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F	1.0	0	0.0	0.857
1	COC(=O)c1ccc(NC(=O)C(=O)Nc2ccc(C(C)C)cc2)cc1	1.0	0	0.634	0.989
1	O=C(NCc1ccccc1)NON=Cc1ccccc1Cl	1.0	0	0.784	0.963
1	CCN1C(=O)C(Cc2ccccc2)C(=O)c2cc(-c3cccc(Cl)c3)ccc21	1.0	0	0.801	0.935
1	CCn1c(SCC(=O)c2[nH]c(C)c(C(=O)OC)c2C)nnc1-c1cccc(Cl)c1	1.0	0	0.783	0.961
1	CCCCOc1c(Br)cc(CNCCCC(=O)Cl)cc1OC	1.0	0	0.736	0.97
1	COC(=O)N1CCCC2(C1)C(C)=NC1(C2)C(=O)Nc2ccc(F)cc21	1.0	0	0.874	0.237
1	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccco1	1.0	0	0.979	0.825
1	Cc1c(NC(=O)COC(=O)c2cnc(Cl)c(Cl)c2)c(=O)n(-c2ccccc2)n1C	1.0	0	0.767	0.966
1	NCC(c1ccc2c(c1)OCO2)N1CCC(O)(c2ccccc2)CC1	1.0	0	0.899	0.914
1	Oc1ncnc2c(-n3cc(Br)cn3)cccc12	1.0	0	0.832	0.932
1	O=C(NS(=O)(=O)c1ccc(Oc2cc(F)cc(F)c2)cc1)N1CCOCC1	1.0	0	0.728	0.971
1	O=C(c1ccc(NS(=O)(=O)c2cccs2)cc1)N1CCCCC1	1.0	0	0.757	0.985
1	O=C(CSc1cccc(F)c1)NCCSc1ccccn1	1.0	0	0.71	0.976
1	Cc1cc(Oc2ccc(S(C)(=O)=O)cc2F)cc(O)c1C#N	1.0	0	0.92	0.962
1	CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1ccc(Cl)cc1Cl	1.0	0	0.887	0.769
1	CCOc1cnc(-c2cccc(C)c2)n1-c1cc(OC)cc(OC)c1	1.0	0	0.956	0.959
1	CC(C(=N)NCc1ccccc1)c1ccc(Cl)cc1	1.0	0	0.8	0.95
1	O=C(C1CCC1)N1CC2Cn3c(ccc3Cc3ccccc3)CC2C1	1.0	0	0.87	0.774
1	CC(C)(C)c1cc(NC(=O)c2cccnc2)nn(-c2ccc(F)cc2)c1=O	1.0	0	0.789	0.965
1	O=C(CN1C(=O)NC2(CCc3ccccc32)C1=O)NC1=NC(CO)CO1	1.0	0	0.814	0.464
1	COc1cc(NC(C)=O)c(C)cc1NC(=O)CN1CCCCC1	1.0	0	0.793	0.986
1	O=C(NCc1ccccc1F)c1ccc(Cl)cc1	1.0	0	0.833	0.994
1	NC(=O)CCC(N)CSSCCO	1.0	0	0.754	0.738
1	CCN(CC)c1ccc(N=Cc2ccc([N+](=O)[O-])o2)cc1	1.0	0	0.81	0.95
1	NS(=O)(=O)c1ccc(-n2cc(C=CS(=O)(=O)O)c3ccccc32)cc1	1.0	0	0.841	0.951
1	CN(Cc1ccccc1)C(=O)C(Cc1cccc2ccccc12)NC(=O)C(CCCN=C(N)N)NS(=O)(=O)Cc1ccccc1	1.0	0	0.0	0.783
1	COc1ccc(C(=O)NN=C(C)Cc2ccco2)cc1OC	1.0	0	0.8	0.974
1	CC12CCC3C(CC=C4CC(O)CC43CC(=O)CCl)C1CCC2=O	1.0	0	0.872	0.243
1	COC1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2OCC(C)N(C(=O)NC(C)C)CC1C	1.0	0	0.0	0.476
1	Nc1nc(O)c2[nH]c(SCC(=O)c3ccc(F)cc3)nc2n1	1.0	0	0.956	0.942
1	O=C(c1oc(=O)c2ccccc2c1-c1ccc(Cl)cc1)N1CCOCC1	1.0	0	0.968	0.975
1	CN(C)C(=O)OCC1COc2ccccc2O1	1.0	0	0.923	0.932
1	CCCCN1C(=O)c2ccccc2C(C)C1C(=O)NCCC	1.0	0	0.838	0.862
1	CC(N1CCN(C)CC1)C1=C(c2cn(C)cc2O)C(=O)Nc2nncn21	1.0	0	0.988	0.518
1	CCOc1nn(-c2ccc(Cl)cc2)c(N)c1S(C)(=O)=O	1.0	0	0.898	0.961
1	O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2c1	1.0	0	0.755	0.992
1	Cc1cc2cc(C)c(SCC(=O)NNC(=O)c3ccco3)nc2s1	1.0	0	0.741	0.937
1	CC(=O)c1ccc(NC(=O)c2ccco2)cc1	1.0	0	0.814	0.992
1	COCCCNc1nc(Nc2ccccn2)c2cnn(C)c2n1	1.0	0	0.88	0.958
1	COc1cc(C(F)(F)F)ccc1OCC(C)C(=O)O	1.0	0	0.821	0.957
1	CC(C)(C)n1nc2c(c1C(=O)NCc1ccc(Cl)cc1Cl)CNC(C(=O)O)C2	1.0	0	0.949	0.762
1	CCCNC(=O)C1CCCN(Cc2ccc(Cl)c(Cl)c2)C1	1.0	0	0.886	0.967
1	CC(C)N=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N(CCC(Cl)(Cl)Cl)C1CCCCC1	1.0	0	0.0	0.849
1	Cc1c(COc2cnccc2Cl)cccc1S(=O)(=O)NCCO	1.0	0	0.804	0.959
1	CC(OC(=O)c1ccc(NC(=O)c2ccco2)cc1)C(=O)c1ccc(Cl)cc1Cl	1.0	0	0.693	0.952
1	CC(C)c1cccc(-n2cc(CNCCCNc3ccccn3)c3ccccc3c2=O)c1	1.0	0	0.0	0.96
1	CN1CCN(C(=O)C2=CC(C)(C)CCC2=O)CC1	1.0	0	0.788	0.925
1	CCCCCCCCN1CCC(CO)C1=O	1.0	0	0.819	0.929
1	O=C(O)c1ccc(CCCN2C(=O)CCC2=O)cc1	1.0	0	0.833	0.986
1	O=C(C=CN(c1ccccc1)c1cccc(C(F)(F)F)c1)Nc1ccc(Cl)cc1Cl	1.0	0	0.758	0.955
1	CN(C)C(=N)c1ccc(COc2cc(F)cc(F)c2)cc1	1.0	0	0.785	0.975
1	CCOc1ccc(NC(=O)Cc2ccc(OC)c(OC)c2)c([N+](=O)[O-])c1	1.0	0	0.751	0.985
1	O=S(=O)(NCCc1cccc(C(F)(F)F)c1)c1cc(Cl)cc(Cl)c1	1.0	0	0.719	0.978
1	NCc1cc(C(=O)Nc2nnc(CSCCc3ccc(Cl)cc3)s2)nc2c(Cl)cccc12	1.0	0	0.0	0.936
1	O=C(O)c1cc(Cl)ccc1OCc1ccccc1	1.0	0	0.84	0.993
1	O=C(c1ccc(CNS(=O)(=O)c2ccccc2)cc1)N1CCCC1C(O)Nc1cnc2ccccc2c1	1.0	0	0.0	0.821
1	CNc1c(Cl)cc(N=Cc2cc(Br)cc([N+](=O)[O-])c2O)cc1Cl	1.0	0	0.813	0.91
1	COc1ccc2nc(SCC(=O)OCC#N)c(C)cc2c1	1.0	0	0.886	0.96
1	CC(C)c1nc(C(=O)Nc2ccc(Cl)cc2)c2ccccc2n1	1.0	0	0.812	0.983
1	COc1ccc(C(=O)c2ccc(Br)cc2)cc1OC	1.0	0	0.861	0.992
1	COCCCS(=O)(=O)N(Cc1ccc(F)c(Cl)c1)c1cccc(-c2nc3ccccc3n3c(C(=O)OC)ncc23)c1	1.0	0	0.0	0.886
1	COC(=O)c1ccc2c(c1)C(=O)c1cccc3cccc1c23	1.0	0	0.0	0.699
1	CC(=O)Nc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(O)oc2c1	1.0	0	0.0	0.964
1	CCOC(=O)c1cc2cc(N3CCN(C(=O)c4cccc(F)c4)CC3)ccc2[nH]1	1.0	0	0.758	0.975
1	CC(C)Sc1nnc(NC(=O)C2=COCCO2)s1	1.0	0	0.787	0.911
1	CC(=O)c1nc(NC(=O)c2ccccc2)sc1-c1ccc(Nc2ccc(F)cc2)cc1	1.0	0	0.0	0.976
1	O=C(NN=Cc1cccc(O)c1O)c1cncc(Br)c1	1.0	0	0.869	0.962
1	CC1(C2CC2)NC(=O)N(CC(=O)Nc2cc(Cl)ccc2Cl)C1=O	1.0	0	0.854	0.94
1	Nc1ncc(-c2ccc3ncc(-c4ccc(CO)cc4)n3n2)cc1C(F)(F)F	1.0	0	0.745	0.944
1	N#CC1=C(N)CC2C(C1)C21CNC1	1.0	0	0.784	0.072
1	COc1nc(C)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.866	0.977
1	Cc1ccc(O)c(Cn2c(-c3ccc(Cl)cc3)nc3nc4ccccc4nc32)c1	1.0	0	0.896	0.966
1	O=C(c1ccco1)N1CCN(Cc2cccc(F)c2)CC1	1.0	0	0.91	0.987
1	N#Cc1ccc(CN2CCN(C(=O)c3cccc(F)c3)CC2)cc1	1.0	0	0.883	0.987
1	COc1ccnc(-c2cnc(N)c(C(=O)NC3CCN(C)CC3)c2)c1	1.0	0	0.706	0.965
1	COc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(=O)NCc2ccco2)CCC3)c(OC)c1	1.0	0	0.0	0.956
1	Cc1ccc(NC(=O)c2ccco2)cc1-n1c(C)cc(C)c1	1.0	0	0.891	0.968
1	O=C(C=Cc1cccc(Cl)c1)OC12CCC(=O)C3(CCCCC3)CC1OC(c1ccc(O)cc1)C(O)C2O	1.0	0	0.0	0.149
1	CC(C)c1cc(-c2nnn(CC#N)n2)ccn1	1.0	0	0.772	0.926
1	CCC(=O)N1C(C(=O)NC)C(C(=O)O)c2ccccc21	1.0	0	0.83	0.786
1	C=C1N=C2SC=C(C)N2C(=O)C1=S(O)(O)=CC(C)C	1.0	0	0.733	0.339
1	Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1	1.0	0	0.97	0.943
1	CCCCn1cc2c(nc(NC(=O)Cc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1	1.0	0	0.0	0.922
1	Cc1nc2cccc(F)c2cc1Cn1nnc2c(N)nc(N)nc21	1.0	0	0.926	0.936
1	NC(CS)Cn1cccc1	1.0	0	0.653	0.686
1	Cc1nn(Cc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1C(C)C	1.0	0	0.774	0.972
1	Cn1nc(S(=O)(=O)CC(=O)NCc2ccc3c(c2)OCO3)c2ccccc2c1=O	1.0	0	0.761	0.952
1	CC(C)OCCCNS(=O)(=O)c1ccc(C#N)cc1Cl	1.0	0	0.817	0.969
1	CCCCOc1ccc(C2CN=C(N)S2)cc1Cl	1.0	0	0.84	0.862
1	Cc1cc(NS(=O)(=O)c2ccc(NC(=O)N3CC(C)OC(C)C3)cc2)c(C)o1	1.0	0	0.656	0.842
1	CCCC(CCC)C(=O)OCC1(CO)CC(=Cc2cc(C)c(OC)c(C(=O)O)c2)C(=O)O1	1.0	0	0.0	0.719
1	CCNC(=O)OC1CCC(C)(COc2nccn(-c3ccc(C#N)c4cc(C)[nH]c4c3)c2F)CC1	0.0	0	0.0	0.0
1	CCn1ccnc1CNC(=O)C1CCC(Cn2cc(C)cn2)=NC1	1.0	0	0.721	0.722
1	COc1ccc(Oc2ncc3ncc(=O)n(CCc4ccccc4)c3n2)cc1	1.0	0	0.859	0.97
1	COc1ccc(C(=O)NS(=O)(=O)N2CCC2)cc1	1.0	0	0.807	0.986
1	CC(C)(C)OC(=O)NC(Cc1cn(C(=O)OC(=O)OCC(=O)NCCc2ccccc2)c(Br)c1)C(=O)C(F)(F)F	1.0	0	0.0	0.704
1	CCCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(C(=O)NC)cc(-c3ccc(F)cc3)n2)CC1	1.0	0	0.0	0.862
1	CC(=O)c1ccc(CN(C)C)cc1	1.0	0	0.728	0.993
1	Cc1nn(C)c2c(C(F)(F)F)nnc2c1NC(=O)O	1.0	0	0.802	0.876
1	COc1cncc(-c2cccc3c2c(C=CCCN2CCN(C)CC2)c2cc(N)ccc23)c1	0.0	0	0.0	0.0
1	Cc1ccc(NC(=O)c2cc3c(C)nn(C4CCCCC4)c3n2C)cc1Cl	1.0	0	0.766	0.949
1	COc1ccccc1-c1cn2c(-c3ccc(F)c(OC(F)(F)F)c3)c(CN)c(C)nc2n1	1.0	0	0.0	0.924
1	CC(C)CCOc1nccc(Oc2cc(F)c(S(=O)(=O)Nc3nncs3)cc2F)c1C#N	1.0	0	0.0	0.879
1	CC(=O)OC1COC(c2ccc(O)nn2)CC1C	1.0	0	0.966	0.477
1	O=C(NCC(=O)N1CCCC1)c1cc(Br)cc2c(=O)cc(-c3ccccc3)oc12	1.0	0	0.72	0.966
1	COc1ccc(Oc2ccc(C(=O)N3CCC(N4C(=O)OCC(C)(C)C4=O)CC3)cc2)cc1	1.0	0	0.0	0.961
1	COCCCn1c(O)c(O)c(C(=O)c2ccc(C)cc2)c1-c1cccnc1	1.0	0	0.875	0.948
1	Cc1cc(C)n(CC2(C3CC3C2c2nc3ccccc3o2)C(F)(F)F)n1	1.0	0	0.872	0.395
1	NNC(=O)Nc1cccc(C(=O)Nc2ccc3c(c2)OCO3)c1	1.0	0	0.72	0.983
1	NC(=O)OCCn1cc(C=C2Oc3ccc(Cl)cc3C2=O)nn1	1.0	0	0.871	0.915
1	Cc1cc(OC(=O)c2cccn2C)ccc1Br	1.0	0	0.85	0.975
1	CCCCS(=O)(=O)NC(C)=O	1.0	0	0.596	0.971
1	Cc1cnc(C(=O)N2CCNc3ccc(C(F)(F)F)c(C4CC4)c32)cn1	1.0	0	0.835	0.895
