Epoch	SMILES	Valid	Desired	CDPKit_ROCS_TanimotoCombo	SA
1	Oc1cc(CSc2cccc(F)c2F)nc2nc(Cc3ccccc3)nn12	1.0	1	0.417	0.937
1	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ncccc2)cc1	1.0	1	0.708	0.982
1	CC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1F	1.0	1	0.858	0.918
1	COc1nc(C)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.775	0.964
1	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2)C1C1CCCCC1	1.0	1	0.997	0.919
1	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1F	1.0	1	0.817	0.952
1	Cc1ccc(N2C(=O)C(O)=C(C(=O)C3CC3)C2C2CCCCC2)cc1	1.0	1	0.905	0.914
1	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc(Cc3ccccc3)c2)cc1	1.0	1	0.5	0.987
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	1	0.852	0.973
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1	0.893	0.966
1	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1	1.0	1	0.995	0.963
1	Cc1cc(NC(=O)c2cccc(F)c2)n2ncc(O)c2n1	1.0	1	0.657	0.965
1	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	1	0.514	0.939
1	Cc1ccc(N2C(=O)C(O)=C(C(=O)C3CCCC3)C2C2CCCCC2)cc1	1.0	1	0.985	0.912
1	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1cccc(C(F)(F)F)c1	1.0	1	0.627	0.976
1	CC(C)Oc1c(Cl)cc(Cl)cc1S(=O)(=O)NC1(CO)CCCCC1	1.0	1	0.663	0.934
1	O=S1(=O)NC(Nc2c(Cl)cccc2)=Nc2c1cc(Cl)cc2O	1.0	1	0.605	0.878
1	COc1cc2nncc(Sc3cccc(C(C)C)c3)c2cc1C(N)=O	1.0	1	0.741	0.949
1	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	1	0.986	0.922
1	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3c2cnn3-c2ccc(F)cc2)cc1	1.0	1	0.507	0.975
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	1	0.371	0.958
1	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	1	0.986	0.922
1	Nc1nn2c(O)c(Cc3ccc(Cl)c(Cl)c3)c(C3CC3)nc2n1	1.0	1	0.878	0.915
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(I)cc1	1.0	1	0.705	0.977
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cc(Cl)ccc1Cl	1.0	1	0.907	0.96
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)N(C)C)CC3)c3c2cccc3)cccc1	1.0	1	0.385	0.965
1	O=P(O)(O)CCCn1cnc2c(O)ncnc21	1.0	1	0.855	0.871
1	COc1ccc(NS(=O)(=O)c2ccc(N(C)C(=O)c3ccccc3)c3c2cccc3)cc1	1.0	1	0.504	0.979
1	CC1(c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccc[n+]([O-])c3)cc2)OCCO1	1.0	1	0.522	0.911
1	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	1	0.992	0.958
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc2c(cccc2)cc1	1.0	1	0.628	0.969
1	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	1	0.559	0.973
1	COc1ncc(CN2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.353	0.945
1	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.988	0.935
1	O=C(c1cc[n+]([O-])cc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(N2CCOCC2)cc1	1.0	1	0.558	0.942
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1	0.893	0.966
1	COc1ncc(F)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.688	0.945
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(CO)ncn2)cc1	1.0	1	0.652	0.941
1	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(C(F)(F)F)c1Cl	1.0	1	0.739	0.934
1	O=[N+]([O-])c1cc(O)c2N=C(Nc3c(Cl)cccc3)NS(=O)(=O)c2c1	1.0	1	0.664	0.865
1	COc1nn(C(C)C)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ncn2	1.0	1	0.72	0.927
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1-c1ccccc1	1.0	1	0.437	0.969
1	Oc1cc(CSc2cccc(F)c2F)nc2nc(-c3ccccc3)nn12	1.0	1	0.656	0.945
1	CCC(=O)CCc1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1	0.558	0.961
1	CCCCOc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.593	0.949
1	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	1	0.474	0.978
1	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccccc1	1.0	1	0.834	0.963
1	O=C(O)c1ccccc1Oc1c(F)cc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.8	0.965
1	COc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(OC)cccc32)ccc1N	1.0	1	0.532	0.945
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)N4CCC4)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.964
1	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.988	0.935
1	CC(C)c1c(S(=O)(=O)Nc2ccc(C(C)(C)C)cc2)cc[n+]1[O-]	0.0	0	0.0	0.0
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCCC2)cc1	1.0	1	0.609	0.977
1	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnco3)cc2)cc1	1.0	1	0.61	0.96
1	COc1ccncc1N1C(=O)c2c(C1=O)c(NS(=O)(=O)c1ccc(C(C)(C)C)cc1)ccc2Cl	1.0	1	0.506	0.94
1	CC(C)Oc1c(Cl)cc(Cl)cc1S(=O)(=O)NC1(CO)CCCCC1	1.0	1	0.663	0.934
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)OCCCN(C)C)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.955
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	1	0.655	0.973
1	O=C(CN1C(=O)c2ccccc2C1=O)c1ccc(O)cn1	1.0	1	0.769	0.975
1	CCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCC)CC3)c3c2cccc3)cc1	1.0	0	0.005	0.965
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(S(C)(=O)=O)cc2)cc1	1.0	1	0.476	0.975
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	1	0.683	0.976
1	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(CNC(C)=O)n3)c2ccc1	1.0	1	0.473	0.925
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccs1	1.0	1	0.593	0.963
1	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)CC(C)(C)C)c3c2cccc3)CC1	1.0	1	0.449	0.96
1	Cc1nc(C)c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.528	0.937
1	COc1ccc2c(NS(=O)(=O)c3ccc(C)cc3)c3c(nc2c1)CCO3	1.0	1	0.724	0.961
1	Cc1nn2c(O)csc2c1	1.0	1	0.365	0.731
1	Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1	1.0	0	0.226	0.955
1	Oc1cc(CSc2cccc(F)c2F)nc2nc(-c3ccccc3)nn12	1.0	1	0.656	0.945
1	C=CC(=O)NCCNC(=O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0	0.005	0.962
1	O=C(c1ccncc1)c1cc(Br)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	1	0.651	0.971
1	Nc1nn2c(O)c(Cc3cccc(F)c3)c(C3CC3)nc2n1	1.0	1	0.909	0.921
1	COc1nc(F)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.74	0.948
1	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.802	0.968
1	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)[nH]2	1.0	1	0.891	0.947
2	Cc1c(C(=O)NC(=O)c2ccccc2)cncc1FSc1ccccc1[O-]	0.0	0	0.0	0.0
2	Cc1cccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	1	0.538	0.98
2	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	1	0.684	0.973
2	O=C(O)c1ccc(NC(=O)c2ccccc2)cc1	1.0	1	0.675	0.996
2	O=C(c1cccnc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cocc2)cc1	1.0	1	0.627	0.968
2	Cc1cc(Nc2nccc(C(C)(C)C(F)(F)F)n2)ccc1	1.0	1	0.766	0.962
2	O=[N+]([O-])c1cc(O)c2N=C(Nc3c(Cl)cccc3)NS(=O)(=O)c2c1	1.0	1	0.664	0.865
2	CCOc1cc(N2C(=O)c3ccccc3C2=O)ccc1C(=OS)N1CCN(C)CC1	0.0	0	0.0	0.0
2	COc1ccc(Cn2cc(C(=O)c3ccncc3)c(O)c2C)cc1	1.0	1	0.69	0.971
2	Cc1nc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.623	0.972
2	COc1c(NS(=O)(=O)c2ccc(Cl)s2)ncc(Br)n1	1.0	1	0.776	0.934
2	COc1ncc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.49	0.942
2	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.743	0.984
2	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)s2)cccn1	1.0	1	0.733	0.966
2	CCc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.784	0.925
2	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.743	0.984
2	O=S1(=O)NC(Nc2c(Cl)cccc2)=Nc2c1cc(Cl)cc2O	1.0	1	0.605	0.878
2	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc3cc(NC(=O)c4ccc(F)cc4)ccc3c2)CC1	1.0	0	0.259	0.972
2	Nc1nn2c(O)c(Cc3ccccc3Cl)c(C3CC3)nc2n1	1.0	1	0.995	0.921
2	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	1	0.986	0.922
2	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	1	0.774	0.911
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ncccn2)cc1	1.0	1	0.696	0.975
2	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.65	0.986
2	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2)cc1	1.0	1	0.736	0.962
2	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	1	0.658	0.981
2	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.875	0.98
2	COC(=O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1	1.0	1	0.712	0.979
2	Nc1nn2c(O)c(Cc3cccc(C(F)(F)F)c3)c(-c3ccc(Cl)cc3)nc2n1	1.0	1	0.982	0.942
2	COc1nc2c(cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1)CCCC2	1.0	1	0.838	0.966
2	CC(C)(c1ncco1)c1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1C(=O)c1cnccn1	1.0	1	0.62	0.9
2	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnc(C)o3)cc2)ccc1	1.0	1	0.605	0.968
2	O=S1(=O)NC(NCc2ccccc2)=Nc2c1cc(Cl)cc2O	1.0	1	0.771	0.899
2	COc1ccc(S2=C(C)NC(=O)NC2c2ccccc2)cc1	1.0	1	0.899	0.596
2	Cc1ccc(F)c(NS(=O)(=O)c2ccc(NC(C)=O)cc2)c1	1.0	1	0.647	0.989
2	CC(C)(c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ncccc2)cc1)c1ncco1	1.0	1	0.522	0.933
2	O=S(=O)(NCCc1c(Cl)cc(Cl)cc1Cl)C1CCCCCN1	1.0	1	0.671	0.808
2	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccs1	1.0	1	0.593	0.963
2	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(-c3ccccc3)nc2n1	1.0	1	0.996	0.957
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Br)cc1	1.0	1	0.992	0.953
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(F)cccc2)cc1	1.0	1	0.769	0.981
2	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(F)c1	1.0	1	0.513	0.956
2	Cc1cc(NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)c(-n2cc(C)c(N)n2)cc1	1.0	1	0.928	0.951
2	COc1nc(CSc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.445	0.962
2	C=Cc1ccccc1Oc1nc(Cl)ncc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.81	0.922
2	COc1nc(Br)cnc1NS(=O)(=O)c1c(Cl)cccc1Cl	1.0	1	0.911	0.949
2	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccco1	1.0	1	0.471	0.949
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Br)cc1	1.0	1	0.702	0.981
2	Cc1nn2c(O)cc(CSc3cccc(F)c3F)nc2n1	1.0	1	0.8	0.917
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCCC1	1.0	1	0.983	0.928
2	Nc1nn2c(O)c(Cc3ccc(F)cc3)c(C3CC3)nc2n1	1.0	1	0.953	0.929
2	Cc1ccncc1CN1C(=O)c2c(C1=O)c(NS(=O)(=O)c1ccc(C(C)(C)C)cc1)ccc2Cl	1.0	1	0.388	0.942
2	CC1(c2ccc(NS(=O)(=O)c3ccccc3)cc2)OCCO1	1.0	1	0.638	0.975
2	O=C(O)c1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(-c3ccccc3)cc2)ccc1	1.0	1	0.48	0.982
2	COc1nc(Br)cnc1NS(=O)(=O)c1c(Cl)cccc1Cl	1.0	1	0.911	0.949
2	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	1	0.852	0.973
2	O=S(=O)(Nc1cc(Cl)c(Cl)cc1C(=O)c1ccc(Cl)cc1)c1cc(F)cc(F)c1	1.0	1	0.782	0.973
2	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1C1CCCCC1	1.0	1	0.983	0.92
2	CCCc1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)cc1	1.0	1	0.998	0.941
2	COc1nn(C)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nc(Cl)c2	1.0	1	0.624	0.921
2	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.831	0.955
2	O=C(O)c1ccc(C(F)(F)F)cc1C(=O)c1cc(Cl)ccc1O	1.0	1	0.871	0.978
2	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1	0.726	0.956
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCCC1	1.0	1	0.983	0.928
2	Cc1cccc(Cl)c1S(=O)(=O)NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1	1.0	1	0.638	0.96
2	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)ccc1	1.0	1	0.646	0.97
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CN)CC3)c3c2cccc3)cccc1	1.0	1	0.393	0.967
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCC1	1.0	1	0.974	0.929
2	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.538	0.98
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1	1.0	1	0.995	0.963
2	COc1nc(Cl)cnc1NS(=O)(=O)c1c(Cl)c(Cl)cs1	1.0	1	0.855	0.866
2	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.802	0.968
2	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2)C1C1CCCCC1	1.0	1	0.997	0.919
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CO)CC3)c3c2cccc3)cccc1	1.0	1	0.426	0.968
2	O=C(O)c1cc(=O)c2c(c1N)CCCC2OC(=O)c1cc(Cl)c(Cl)[nH]1	0.0	0	0.0	0.0
2	Cc1nn(Cc2ccc(C(F)(F)F)cc2NS(=O)(=O)c2ccc(Cl)cc2)c(C)c1	1.0	1	0.824	0.969
2	COc1nc(C)c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.494	0.93
2	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2cc(F)c(F)cc2)cc1	1.0	1	0.773	0.974
2	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3cc(C(C)(C)C)nn3C)c3c2cccc3)CC1	1.0	0	0.005	0.937
2	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)ccc1	1.0	1	0.646	0.97
2	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.65	0.986
2	CCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCC)CC3)c3ccccc23)cc1	1.0	0	0.005	0.965
2	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cc1	1.0	1	0.735	0.982
2	O=C(c1cccnc1)c1cc(F)c(Cl)cc1OCc1ccccc1	1.0	1	0.688	0.983
2	CC(C)(C)COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.612	0.934
2	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(F)cc2F)C1c1cc(Br)ccc1	1.0	1	0.968	0.902
2	CCOC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.977	0.929
2	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)s1	1.0	1	0.834	0.947
2	C(=Cc1ccccc1)C=C1Nc2ccccc2C1=O	1.0	1	0.583	0.968
2	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.757	0.976
2	CNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	1	0.436	0.967
2	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2CCCl)N	0.0	0	0.0	0.0
2	CCc1ncnc(N2CCC(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)C2)c1	1.0	1	0.679	0.912
2	COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.751	0.935
2	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1Cl	1.0	1	0.876	0.963
2	O=C(c1csc(Cc2ccc(Cl)cc2)c1)C1CC1=O	1.0	1	0.949	0.894
2	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)ccc1	1.0	1	0.518	0.98
2	O=C(O)c1ccccc1Oc1c(F)cc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.8	0.965
2	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.782	0.986
2	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc([BH3-]ncc[n+]1	0.0	0	0.0	0.0
2	Nc1nn2c(O)c(Cc3ccccc3)c(C3CC3)nc2n1	1.0	1	0.919	0.937
3	Cc1noc(C)c1-c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.576	0.964
3	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1	1.0	1	0.785	0.969
3	O=C(O)c1c(F)cccc1Oc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.708	0.969
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.678	0.977
3	Cc1[n+]([O-])c(C)c(CCCn2cccc2)c1I	0.0	0	0.0	0.0
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2c3c(cccc3)CCN2CC(F)(F)F)cc1	0.0	0	0.0	0.0
3	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.798	0.963
3	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cccc1O	1.0	1	0.587	0.961
3	O=C(NC1CCN(Cc2ccc3cc(F)ccc3c2)CC1)N1CCC(N2C(=O)NCC2)CC1	1.0	0	0.183	0.953
3	Cc1ccc(N2C(=O)N(Cc3ccc(C(C)(C)C)cc3)CCC2C)cc1	1.0	1	0.767	0.939
