Epoch	SMILES	Valid
1	CN(C)CCOc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(NS(C)(=O)=O)cc5)CC5)CSCC43)c(F)c2)cc1	0.0
1	CCN(c1ccc(OC)cc1)S(=O)(=O)c1nnc(NC(=O)C2CC(=O)OC3C=CCCC32)s1	1.0
1	CC(=O)Nc1ccc(C=CC(=O)c2ccc(NC(C)=O)s2)c(Cl)c1Cl	1.0
1	Cc1cccc(S(=O)(=O)NC(C)(C)CC(F)(F)F)c1	1.0
1	OCCNc1nc(Nc2ccccc2)nc2ccccc12	1.0
1	CCC(C)C(NC(=O)C(S)C(N)CS)C(=O)NC(=O)CN(C=O)NC(C)=O	1.0
1	O=C(COc1ccc(Cl)cc1)NCc1nn[nH]n1	1.0
1	COc1cc(NC(=O)Cn2ncn3c(cnc4ccccc43)c2=O)cc(OC)c1OC	0.0
1	CC(C(=O)N1CCCCCCC1)C1=CS(O)=CC(=NS(C)(=O)O)C1	1.0
1	COc1ccc(S(=O)(=O)c2ccc(O)c(C#N)c2)cc1	1.0
1	Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(Br)cc1Cl	1.0
1	COc1cc(NC(=O)C(=Cc2ccc(C)o2)NC(=O)c2ccco2)cc(OC)c1	1.0
1	CC(=O)N1CC=CC12CCC1C3=CCC(C(=O)N(C)C)C(C)(C1)C3(O)C2	1.0
1	CCOC(=O)c1cn(Cc2ccc(Cl)cc2Cl)c2ccccc12	1.0
1	COc1ccc(C=NNC(=O)Nc2c(Cl)cccc2Cl)cc1	1.0
1	CC(=O)NCCSc1cc(C)oc1C	1.0
1	COc1ccc(C(=O)Nc2c(Cl)cnn2Cc2nnn(O)c2-c2ccccc2)cc1	1.0
1	O=C(O)CC(O)(CSCCCCCC(=O)O)C(=O)O	1.0
1	CC1=C(SCC2CS(=O)(=O)CC2NC(=O)CSSCC(N)=O)NS(=O)(=O)C1	1.0
1	COc1[nH]nc2cc(NC(=O)NC(c3ccccc3)C(O)C3OC3(C)CC(O)C3O)ncc12	0.0
1	CC(C)(O)C(F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)(F)F	1.0
1	O=C(c1nn(-c2ccccc2)c2c1CS(=O)(=O)c1nncn1)-c1ccccc1C2	0.0
1	O=S(=O)(Nc1oncc1Br)c1ccc2ccccc2c1	1.0
1	CCCCN(CCCNC(=O)c1c(-c2ccccc2Cl)noc1C)c1ccccc1	1.0
1	Brc1ccc(-n2nnnc2SCC(=S)N2CCCC2)cc1	1.0
1	COc1ccc(N2CCN(C(=O)c3cc(C(C)C)[nH]n3)CC2)cc1	1.0
1	NN1C(=O)n2cc3ncc(=O)c(-c4cccs4)c3cc21	1.0
1	CCN(CC)c1ccc(N=NS(=O)(=O)c2ccc(NC(=S)NC(=O)c3cc4cc(Cl)ccc4o3)cc2)cc1	1.0
1	N=C1N(C(=O)OCc2ccccc2)SCc2ccccc21	1.0
1	O=S(=O)(NCCS(=O)(=O)c1ccc2ccccc2c1)N1CCCOC1	1.0
1	O=C(O)c1cc(Cl)cc(C(=O)c2ccc(Cl)c(Cl)c2N2CC3(CCNC3)S2)c1	1.0
1	O=[N+]([O-])c1cccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3cc[nH]c3)CC2)c1	1.0
1	CCCc1c(Sc2ccc(Cl)cc2)[nH]c2nc(N)nc(N)c12	1.0
1	CN(C)C(=O)c1cc2ccc(Nc3cnccc3Nc3nc(N=C(N)CO)c4ccccc4n3)cc2n1	0.0
1	CC(C)(O)c1cccc(-n2nc(NS(=O)(=O)c3cccc4nonc34)c3nc(-c4cn[nH]c4)nc32)c1	0.0
1	COc1ccc(OC2C(=O)N=C(SC)N2C(C)=O)c1	0.0
1	CC(C)CNNC(=O)N1C(=O)COc2ccccc21	1.0
1	Cc1nnc2n1CC1(CCN(CC(=O)N(C(C)C)C3CC3)CC1)O2	1.0
1	CCN(CC(=O)Nc1ccc(N2CCOCC2)cc1Cl)S(=O)(=O)c1ccc(Cl)cc1	1.0
1	O=C1OC(O)(c2ccccc2)C(C(F)(F)F)C1Cn1cc(-c2ccc(F)cc2)nn1	1.0
1	CCOC(=O)CSc1sc(Cl)c(Cl)c1Cl	1.0
1	COc1ccc(Nc2ncnc(N3CC(Oc4ccc(C(C)C)cc4)C3)n2)c2ccccc12	1.0
1	O=C(O)CC1Nc2cc(C#CC3CCCCC3)ccc2S(=O)(=O)N1	1.0
1	CCOC(=O)C(O)(C(=O)CON=C(Cl)Br)C1OC(C=CCO)OC21C=CCC2=O	1.0
1	CC(C)(O)c1ccc(-c2cn(C(=O)Nc3cc(Cl)cc(Cl)c3)n[n+]2)cc1	1.0
1	O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)c(Br)c1)c1ccc(Cl)cc1	1.0
1	NS(=O)(=O)c1ccc(-n2cc(Cl)c[n+](Cl)c2=[N-])cc1	1.0
1	COC(=O)P(=O)(O)OP(C)(=O)OI	1.0
1	CCOC(=O)NC(=O)Cn1nc(-c2ccccc2)c2cc(Cl)c(Cl)cc21=O	0.0
1	FC(F)(F)c1ccccc1-n1cnc2ccccc21	1.0
1	CCN(CC)C(=O)C=C(C)c1ccc(Oc2c(C3CCC3)nc([S+](C)[O-])n2)nn1	0.0
1	CCn1cc(C2(c3ccc(Cl)cc3Cl)NC(=O)N(CC(=O)O)C2=O)c(Cl)n1	1.0
1	COC(=O)c1ccc(Nc2ncc3c(n2)-c2ccsc2OC3)cc1	1.0
1	CC(=O)Nc1ccc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)c1	1.0
1	CCn1nc(Cn2cc(C(=O)N3CCN(C)CC3)nn2)c2ccc(C#Cc3cnn(C)c3)cc21	1.0
1	O=C(CC1C(CO)C2CN(C3CCCC3)C(=O)C21)N1c2ccccc2CCc2ccccc21	1.0
1	NC(=S)c1c(O)[nH]c2ccc(Br)cc12	1.0
1	Cc1ccc(Cc2nc(-c3ccncc3)no2)cc1	1.0
1	CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(Cl)c(Cl)c4)c4ccccc4c3=O)CC2)c1	1.0
1	O=C(N1CCN(c2cccnn2)CC1)C(Cl)(Cl)Cl	1.0
1	S=C1N2C(=C3C4C5CC6C4C5C5C35)CC2O1	0.0
1	O=C(NN=Cc1ccco1)Nc1nnc(S)s1	1.0
1	COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cc(Br)ccc23)cc(OC)c1O	1.0
1	CC(=O)c1ccc(NC(=O)Cc2cccs2)cc1	1.0
1	COc1ccccc1NC(=O)c1cnc(SCC(=O)c2ccc(Br)cc2)nc1	1.0
1	CC(C)(C)C(=O)OC12CCCC(=CC=CC3C=CC(=O)C(F)=C3)C1(C)S2	1.0
1	O=C(c1nc2cc(N3CCS(=O)(=O)CC3)ccc2n1CC1CCCCC1)c1cscn1	1.0
1	N#Cc1c2n(c3ccc(C#N)cc13)CCC(F)C2	1.0
1	CC=C(C)C(=O)OC(C(=O)C(F)(F)F)C1C	0.0
1	Cc1ccc(NC(O)c2cc(O)n(Cc3ccccc3)c2)cc1[N+](=O)[O-]	1.0
1	CC=S(O)(O)=NS(=O)(=O)C=Cc1cc(Oc2ccc(S(=O)(=O)C(F)(F)F)cc2Cl)ccc1Cl	1.0
1	NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c[nH]nc3c2)cc1F	1.0
1	COc1ccc(Cl)cc1NC(=O)C1CCCO1	1.0
1	CCCC(C)n1nnc2c1c(=O)n(C)c(=O)n2C	1.0
1	CCN1CC2CC1CC2N1CC2(CC1C(=O)NCC(=O)OC)c1ccc(Cl)cc12	1.0
1	COc1cc2ncccc2cc1OC	1.0
1	O=C(CSc1nnc(CNC(=O)c2ccc(F)cc2Cl)o1)Nc1ccccc1	1.0
1	COc1cccc(CC(=O)N2CCN(CC(=O)N3CCOCC3)C(=O)C2CC(=O)OCCc2ccccn2)c1	1.0
1	COc1cc(OC)c2c(=O)n(-c3ccccc3)cnc2c1	1.0
1	O=C(CSc1nc2cc(Br)ccc2[nH]1)N1CCCC1	1.0
1	NC(=O)N1CCC(NS(=O)(=O)c2ccc(SC3CCOC3=O)cc2)C1	1.0
1	Cc1nnc(SCC(=O)N2CC(=O)Nc3ccccc32)n1N	1.0
1	COc1ccc(NC(=O)CSc2nnc(C(N)=O)c(O)n2)cc1F	1.0
1	CCC(CC)(Cc1nc2ccc(OCc3ccc(C)cn3)cc2c(=O)n1C)P(=O)(O)O	1.0
1	CCOc1ccccc1C1Cn2c(nc3ccccc32)NN1	1.0
1	Cn1cncc1CC1CO1	1.0
1	O=C(CSc1nnnn1-c1ccccc1)c1cccnc1Cl	1.0
1	COc1ccc(NC(=O)CSc2nnc(NC3CC3)s2)cc1	1.0
1	CC(C)N(C(=O)CSc1nnc(-c2cc3cc(Cl)ccc3o2)n1)c1ccccc1	0.0
1	C1OC(=O)NC23C(OC(=O)C3O)C2C12C(=O)c1ccccc1O2	1.0
1	COC(=O)Nc1nc2cc(C(=O)c3ccccc3C(=O)Nc3ccccc3Cl)ccc2[nH]1	1.0
1	Clc1nc(Nc2cccc(Cl)c2Cl)nc(N2CCOCC2)n1	1.0
1	O=S(=O)(NCCc1cc(Cl)sc1Cl)c1cccc(I)c1	1.0
1	N=C(N)SCCc1ccc(Cl)cc1Cl	1.0
1	O=C(NCCc1ccccc1)Nc1ccc(Cl)cc1	1.0
1	CCOc1ccc(C=C2CCn3c2nc(=O)c2ccccc23)cc1	1.0
1	COc1ccc(N(C(C)C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2C)S(C)(=O)=O)cc1C	1.0
1	O=C(c1cc(-c2ccc(O)cc2)n(-c2ccccc2)n1)P(=O)(O)O	1.0
1	CCc1nonc1SC1CC(O)C(=O)C1C	1.0
1	O=C(c1noc2c1CC(F)(F)CC2)N1CCOCC1	1.0
1	CC(C)n1nc(NC(=O)C(Cl)Cl)c2ccc(-c3ccc(C4CC4)c(OCC4CCOCC4)n3)cc21	1.0
1	OB1OC2C(O)C(O)C(O)C12	1.0
1	CC(=O)NC(CCC(=O)O)C(=O)O	1.0
1	O=C(C=Cc1ccc(Cl)c([N+](=O)[O-])c1)C=C1OC2(CCCCC2)CC1=O	1.0
1	CCOC(=O)c1cc2cc(N)cc(O)c2o1	1.0
1	COC(=O)C12CC(CC(=O)N3CCN(C(=O)c4ccco4)CC3)C(=O)N(Cc3ccc4c(c3)OCO4)C1=CC(C(C)C)OC2C1CC1	1.0
1	CC(Cl)=C(F)C(=O)c1c(O)nc2nc(NS(=O)(=O)c3ccccc3)nn12	0.0
1	COCCOC(=O)C1=C(C)N=C2C3(CCCCC3)[N+]([O-])=C12c1ccccc1	0.0
1	CCN(C)C(=O)c1cccc(C(=O)N2CCC(F)(F)C(=O)N2)c1	1.0
1	O=C(Nc1c2c(nn1-c1ccc([N+](=O)[O-])cc1)CS2)c1cc(Cl)c(Cl)cc1Cl	1.0
1	O=C(NNc1nc(-c2ccccc2)c2cc(F)cc(Br)c2n1)NC12CC3CC(CC(C3)C1)C2	1.0
1	OC(COc1ccc(CNCc2cc(Cl)cc(Cl)c2)cc1)CN1CCOCC1	1.0
1	CCCCNc1ncc(O)c(I)c1Cl	1.0
1	COC1CC2C(N(C)C)CCCC2(C)C1OC(N)=O	1.0
1	COc1ccc(OCC2(c3ccccc3)CC2C(=O)Nc2ccccn2)c(OC)c1	1.0
1	COc1ccc(S(=O)(=O)n2nnc3ccccc32)cc1[N+](=O)[O-]	1.0
1	O=C(CC1Oc2ccccc2NC1=O)NNC(=S)NCc1ccccc1	1.0
1	C=CC(O)CN1CCC(O)C1=O	1.0
1	C=C1N=C2SC=CN2C(=O)C1=S(O)(O)=Nc1cccc(Cl)c1Cl	1.0
1	O=C(N=S(O)(O)=CCN1CCC(O)C1)c1cc2cc(I)ccc2[nH]1	1.0
1	Oc1c(C(Nc2ccc(F)cn2)c2cccc(F)c2F)cc(Cl)c2cccnc12	1.0
1	O=c1cc(-c2nnc3n2CCC3)c2ccccc2n1-c1c(Cl)cccc1Cl	1.0
1	O=C(O)c1cc(N2CCOCC2)nc2c1[nH]c1ncc(Br)cc12	1.0
1	CC(C)(C)OC(=O)C(Cl)Cl	1.0
1	COc1ccc(-c2ccc(CC(=O)NCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)cc2F)cn1	1.0
1	CONc1nc(Nc2ccc(S(C)(=O)=O)cc2)nc2[nH]nc(Cl)c12	1.0
1	COc1c(O)ccc(C=NNc2ccccn2)c1O	1.0
1	O=C(NNS(=O)(=O)c1ccccc1Cl)c1ccc(F)cc1	1.0
1	CCn1nc2c(c1CC)CN(S(=O)(=O)c1ccc(C(C)(C)C)cc1)CC2	1.0
1	Cn1nc(Cl)c(Cl)c1Cl	1.0
1	COCCNC(=O)C1CCCN(c2nsc(C)c2[N+](=O)[O-])C1	1.0
1	COc1ccc(OC)c(S(=O)(=O)NC2CCSc3ccccc32)c1	1.0
1	Cc1nnc(-c2ccc(N(C)C)nc2)c(N)n1	1.0
1	CCOC(=O)C(=NO)C1(C)CCC(c2cc3ccccc3c(=O)n2S(=O)(=O)c2ccc(OC)cc2)C=C1	1.0
1	COc1cc(OC2CCN(Cc3cccnc3)CC2)cc([N+](=O)[O-])c1	1.0
1	Oc1nc2cccc(Cl)c2cc1-c1nnn(-c2ccccc2F)n1	1.0
1	CCc1nn(CC(=O)OCC(=O)NCC2CCCO2)c(O)c1N=Nc1cc(Cl)cc(Cl)c1	1.0
1	CCN(CC)S(=O)(=O)c1cc(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)c(O)c2ccccc12	1.0
1	CC(=O)N1CCC(NC(=S)Nc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)CC1	1.0
1	Cc1ccc(S(=O)(=O)N2CCCC2)cc1C#N	1.0
1	COc1cccc(-c2nc(SCC(=O)NC3CC3)c3c(N)nccn23)c1	1.0
1	CC(C)=[SH](O)(O)N=CC1CCC(NC(=O)CN2CC(C)OC(C)C2)CC1	1.0
1	S=C(Cc1ccc(Cl)cc1)Sc1cccc[n+]1[O-]	1.0
1	CCn1cc(C(=O)N2CCC(N3CCC(Cc4ccc(S(C)(=O)=O)cc4)CC3)CC2)c2nonc21	1.0
1	Cc1cccc(C(=O)NC2CCN(CC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)c1	1.0
1	O=S(=O)(NCCCn1ccnc1)c1cc2ccccc2o1	1.0
1	Fc1ccc(OCCn2ccnc2)c(Br)c1	1.0
1	O=C(O)c1ccc(-n2nnc3ccc(NC(=S)NCCc4ccccc4)cc32)cc1	1.0
1	COc1ccccc1-c1cc(O)c2ccc3ccccc3n2c1=O	1.0
1	COc1ccc(C=NNC(=O)c2ccc(-n3cnnn3)cc2)cc1Cl	1.0
1	COc1cc(C=C2SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c([N+](=O)[O-])cc1OC	1.0
1	Cc1ccc2c(Cl)c(Cl)c(C(=O)O)cc2n1	1.0
1	CC1CC=C2CC3C(=O)CC(=O)C3C=CC21S	1.0
1	c1cc(-c2nc3nc(N4CCCC4)cc(N4CCOCC4)n3n2)ccn1	1.0
1	S=c1oc(-c2ccc(Cl)cc2)nn1Cc1ccccc1	1.0
1	CCOc1ncccc1C(=O)Nc1ccc(C#N)cc1	1.0
1	CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C1c1ccccc1	1.0
1	CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(Cl)cc3)CC2C)c2ccccc2)CC1	1.0
1	O=C(CSc1nnnn1C1CC1)Nc1ccc(Cl)cc1Cl	1.0
1	Clc1ccc(OC2CC(C3C=CC=CC3)N(CC3CC3)CC2)c(N2CCC(O)C2)c1	1.0
1	COCCn1nc2cc(C(=O)NCc3ccc(OC)cc3)ccc2c1OC	1.0
1	CC(=O)C(=NNc1ccc([N+](=O)[O-])cc1)SC	1.0
1	Cc1cc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)ccc1Br	1.0
1	CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36OC3N(O)(O)(O)C23C14	0.0
1	Cc1ccc2oc(-c3ccc(Cl)cc3)c3c(Cl)ccc3c2n1	1.0
1	Nc1ncc(F)n2c1CSC2(C[N+](=O)[O-])S(=O)(=O)c1cc2ccccc2[nH]1	0.0
1	O=C(NCc1ccccc1)C1=COC23CCC1C2C31CC23CC4C(C13)C2=O	0.0
1	O=C(Nc1cc2ccnc(O)c2cc1Cl)c1ccc2ccccc2n1	1.0
1	CCN(CC)C(=O)C1CCCCN1S(=O)(=O)c1ccc(S(N)(=O)=O)cc1	1.0
1	COc1ccc(NC(=O)c2nc(SCc3ccc(C(C)(C)C)cc3)ncc2Cl)c(OC)c1	1.0
1	CCCCOC(=O)C1Sc2cc(C)ccc2N=C1S	1.0
1	CN(C)CCC(NC(=O)c1ccc(C(N)=O)cc1)c1ccc(F)cc1	1.0
1	O=C(O)c1ccc(O)c2c1C(=O)c1ccccc1C2=O	1.0
1	COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3CCOCC3)cc2)cc1OC	1.0
1	COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NS(=O)(=O)c2ccccc2)c1	1.0
1	O=C(O)c1ccc(F)c(S(=O)(=O)NC2C=NCCC2)c1	1.0
1	COC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccccc1[N+](=O)[O-]	1.0
1	O=c1c2nn(-c3ccc(Cl)cc3)c(O)[n+]2c2ccc([N+](=O)[O-])cc21	1.0
1	N#CC(=Cc1cccn1-c1ccc(Cl)c(Cl)c1)C(=O)O	1.0
1	O=C1c2cccnc2C(=O)N1Cc1ccc(Cl)cc1Cl	1.0
1	COC(=O)c1ccc(C=C2SC(=S)N(Cn3nc(C(=O)O)c(C)n3C)C2=O)o1	0.0
1	CC1=C(C(=O)Nc2ccc(C)cc2)C2(CCCCC2)O1	1.0
1	O=C(CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCOCC1	1.0
1	CCN(CCCn1sc2cc(OC)c(OC)cc2[n+]1[O-])CC	0.0
1	CC(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccc(Cl)c(Cl)c1)C(=O)N1Cc2ccc(OCC(=O)NS(=O)(=O)c3cccs3)cc2C1	1.0
1	COc1nc(Br)cnc1NS(=O)(O)C(=O)OC(C)C	1.0
1	CCCCNC(=S)N1CCN(C)CC1	1.0
1	O=S(=O)(C1CC2CCC(C1)N2c1cnc(Cl)cn1)C(F)(F)F	1.0
1	N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)n1	0.0
1	Cc1ccc(S(=O)(=O)n2ccc3c(-c4ccc(N)nc4)cnc(N)c32)cc1	1.0
1	COc1ccc(C(C#N)=C2CC(=O)NC(=O)C2)cc1	1.0
1	CCCOc1ccc(C=NNC(=O)CSc2cc(C)nc3ccccc23)cc1I	1.0
1	O=C(O)c1cc(Cl)c(Cl)cc1Cl	1.0
1	O=C(Nc1nc2ccc(Cl)cc2s1)C1=CC=CN2CCS1(=O)=C2S	1.0
1	O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1nnc(S)s1	1.0
1	Cc1noc(O)c1N=Nc1ccc(Cl)cc1Cl	1.0
1	c1ccc(C[n+]2ccc3ccccc3c2)cc1	1.0
1	CCNC(=O)C1OC(n2cnc3c(NNC(=O)CNc4ccccn4)nc(Cl)nc32)C(O)C1O	1.0
1	Cc1ccc(N2C(=O)N(CC(=O)N3CCCC3)c3ccccc3S2(=O)=O)cc1	1.0
1	Clc1nc(Nc2ccc(C3CNCCO3)cc2)c2n[nH]cc2n1	1.0
1	O=C(NC(=S)Nc1cc(Cl)ccc1Cl)c1ccco1	1.0
1	NS(=O)(=O)c1cc(Br)c(N=S(=O)(O)O)c(F)c1F	1.0
1	CCN(CC)C(=O)C1CC(SCC2OC(O[N+](=O)[O-])=NO2)C(O)C(O)C1O	1.0
1	CC(=O)NCCC(=O)NC(C)c1ccc(CC(C)C)cc1	1.0
1	C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c2c1	1.0
