Epoch	SMILES	Valid	Desired	CDPKit_ROCS_Supermol_TanimotoCombo	SA
1	CC(C)(c1ccc(S(=O)(=O)Nc2cc(F)c(F)cc2C(=O)c2ncccc2)cc1)c1ncco1	1.0	0	0.133	0.915
1	CSc1ccc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.126	0.95
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.158	0.983
1	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3c2cccc3)CC1	1.0	0	0.136	0.97
1	COC(=O)C(CC(=O)c1ccccc1)Cc1ccc(Cl)cc1	1.0	0	0.115	0.97
1	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2F)C1C1CCCCC1	1.0	1	0.291	0.902
1	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3nccnc3)c3c2cccc3)CC1	1.0	0	0.135	0.957
1	CCCCCSCc1nc2nc(Cc3ccccc3)nn2c(O)c1	1.0	0	0.081	0.945
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(C(=O)O)cc(F)c2)cc1	1.0	0	0.156	0.963
1	O=C(O)COc1ccc(F)cc1Cl	1.0	0	0.046	0.991
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.145	0.981
1	COc1nc(Cl)cnc1NS(=O)(=O)c1ccnc(Cl)c1Cl	1.0	0	0.1	0.913
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCCN)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.964
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1nccn1)c1cccc(C(F)(F)F)c1	1.0	0	0.167	0.952
1	Cc1ccc(S(=O)(=O)NC(C)CCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1	1.0	0	0.05	0.958
1	COc1nc(Cl)cnc1NS(=O)(=O)c1ccnc(Cl)c1Cl	1.0	0	0.1	0.913
1	CCCCCc1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.496	0.918
1	COc1c(NS(=O)(=O)c2c(Cl)c(Cl)ccc2)nccc1C	1.0	0	0.128	0.969
1	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.219	0.908
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	0	0.144	0.973
1	CNC(=O)Cn1nc(OC)c2c1ncnc2NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.147	0.927
1	O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	0	0.005	0.944
1	COc1ccccc1Cc1c(O)n2nc(N)nc2nc1C1CC1	1.0	1	0.328	0.927
1	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccccc1	1.0	0	0.166	0.963
1	CCCC(=O)N1CCC(NS(=O)(=O)c2cc(C(N)=O)ccc2C)CC1	1.0	0	0.056	0.976
1	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.318	0.913
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)Nc4ccccc4)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.968
1	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2F)C1C1CCCCC1	1.0	1	0.395	0.9
1	COc1ccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)cc1	1.0	1	0.289	0.931
1	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.138	0.984
1	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	0	0.101	0.976
1	CC(=O)CCc1cc(CSc2nc(-c3ccc(F)cc3)c(-c3ccccc3)[nH]2)ccc1	1.0	0	0.068	0.971
1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.125	0.977
1	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.305	0.929
1	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(C#N)c1	1.0	0	0.151	0.946
1	O=C(NCCN1CCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(S(=O)(=O)c3ccccc3)cc2)cc1	0.0	0	0.0	0.0
1	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1)c1ccccc1	1.0	1	0.422	0.904
1	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	0	0.183	0.973
1	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)c(Cl)cc2)C1C1CCCCC1	1.0	1	0.389	0.91
1	Cc1nn2c(O)cc(CSc3cccc(F)c3F)nc2n1	1.0	0	0.1	0.917
1	COc1nc2c(cc1Cl)SC(C)C(=O)N2CCCC(N)(C(=O)O)C(=O)O	1.0	0	0.091	0.651
1	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3c2[nH]ncc3c2ccccc2)cc1	0.0	0	0.0	0.0
1	COc1cc(Oc2ccc(C(=O)NCCN3CCCCC3)cc2)c(NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)cc1Cl	1.0	0	0.005	0.945
1	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1C1CCCCC1	1.0	1	0.227	0.92
1	CCc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	0	0.147	0.925
1	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCN(C)CC3)c3c2cccc3)CC1	1.0	0	0.116	0.96
1	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Br)ccc1	1.0	1	0.441	0.918
1	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2F)C1C1CCCCC1	1.0	1	0.291	0.902
1	Cc1nc(C)c(-c2ccc(S(=O)(=O)Nc3c(C(=O)O)cccc3)cc2)cc1	1.0	0	0.106	0.982
1	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.19	0.968
1	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccn1	1.0	1	0.209	0.972
1	CC(C)CN1C(=O)SC(=O)C1=Cc1c(OS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	0.0	0	0.0	0.0
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1C(C)(C)C	1.0	0	0.113	0.958
1	O=S(=O)(Nc1cc(F)ccc1Cn1ccnn1)c1cccc(Br)c1	1.0	0	0.164	0.962
1	C=CCOc1c(Br)cc(C=NNc2cc(Cl)ccc2Cl)cc1	1.0	0	0.075	0.969
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1	1.0	0	0.141	0.976
1	COc1nc(Br)c(F)n1C	1.0	0	0.036	0.778
1	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.271	0.97
1	CC1CCN(C(=O)C(CCn2cccn2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	0	0.161	0.858
1	O=C(O)c1ccc(F)cc1C(=O)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.136	0.972
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)Nc4ccccc4)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.968
1	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OC)cc2)CC1	1.0	0	0.057	0.985
1	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	1	0.306	0.908
1	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.138	0.984
1	N#Cc1cccn1CCC(NS(=O)(=O)c1cccc2c1cc[nH]2)C(=O)N1CCC(C(F)(F)F)CC1	1.0	0	0.134	0.752
1	C=CCN(C(=O)CCc1ccc(C#N)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC)c(F)cc3Cl)CC2)CC1	1.0	0	0.005	0.8
1	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	0	0.183	0.973
1	O=C(NC1CCN(Cc2c(F)cccc2F)CC1)c1ccccc1-c1ccsc1Cl	1.0	0	0.081	0.96
1	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCC1	1.0	1	0.329	0.929
1	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(F)c1Cl	1.0	0	0.178	0.945
1	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	0	0.118	0.973
1	C=CCOc1c(CO)cccc1CC=C(C)CCCNC(=O)c1ccccc1OB(C)	1.0	0	0.005	0.857
1	O=C(NCCN=Cc1ccccc1)c1ccc(Oc2ccc(F)cc2)cc1	1.0	0	0.068	0.982
1	CC(C)Oc1cc(F)c(NS(=O)(=O)c2ccc(Cl)cc2)c(O)c1	1.0	0	0.164	0.973
1	CCCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCC)CC3)cc2)cc1	1.0	0	0.052	0.975
1	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.135	0.963
1	O=C(Cc1ccc(F)cc1)c1cc(C(=O)c2cccc(Cl)c2)ccc1	1.0	0	0.08	0.987
1	Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.103	0.937
1	CC1CCN(C(=O)C(CCn2cccc2C#N)NS(=O)(=O)c2ccc3[nH]ccc3c2)CC1	1.0	0	0.126	0.817
1	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	0	0.136	0.937
1	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(C(F)(F)F)cc1	1.0	0	0.111	0.964
1	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)OCCCN(C)C)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.955
2	COCCOc1nn(C)c2c1c(NS(=O)(=O)c1c(Cl)c(Cl)ccc1)ncn2	1.0	0	0.162	0.933
2	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.129	0.98
2	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(=O)Nc3ccccc3)cc2)CC1	1.0	0	0.074	0.983
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(Cc2ncccc2F)C3=O)cc1	1.0	0	0.124	0.939
2	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Cl)ccc1	1.0	1	0.439	0.925
2	Cc1ncccc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	0	0.113	0.973
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1c	0.0	0	0.0	0.0
2	CC(C)(C)COc1ncnc2c1c(NS(=O)(=O)c1cccc(Cl)c1)nn2Cc1cccc(CNC(=O)c2ccccc2)c1	1.0	0	0.005	0.919
2	Cc1cccc(Cl)c1S(=O)(=O)NC(=O)N1CCC(N2CC(CCOc3cc(Cl)cc(Cl)c3)CC2)CC1	1.0	0	0.005	0.84
2	CCC(=O)C1C(=O)N2C(=O)C(O)(C(=O)OC)CCC2C1=O	1.0	0	0.079	0.383
2	CNS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.054	0.992
2	CCOC(=O)C(CC)(CC)C(=O)c1ccc(Cl)cc1Cl	1.0	0	0.084	0.958
2	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	0	0.153	0.961
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCC2)cc1	1.0	0	0.104	0.978
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Br)cc1	1.0	1	0.338	0.953
2	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCC1	1.0	1	0.337	0.909
2	O=C(O)c1c(Oc2ccc(F)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.138	0.983
2	O=C(c1ncccn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCCCC2)cc1	1.0	0	0.152	0.966
2	NS(=O)(=O)c1ccc(C(=O)c2c(O)c(Cl)ccc2N2C=CC(CN3CCC(Cc4ccccc4)CC3)CC2=O)cc1	1.0	0	0.005	0.721
2	O=C(O)c1c(F)cccc1Oc1ncc(Br)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.15	0.957
2	O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	0	0.005	0.944
2	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(=O)Nc3ccccc3C)c3ccccc23)CC1	1.0	0	0.177	0.97
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2ncc(F)cc2)C3=O)cc1	1.0	0	0.137	0.943
2	COc1nn(CC(N)=O)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ncn2C	0.0	0	0.0	0.0
2	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CCCC3)nc2n1	1.0	1	0.267	0.924
2	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1C	1.0	0	0.082	0.977
2	CC(C)n1ncc2c1C(=O)N(CCN1CCCC1)CC2c1ccc(Br)cc1	1.0	1	0.215	0.847
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(C)cc1	1.0	1	0.345	0.959
2	CNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.139	0.967
2	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(F)(F)F)cccc32)ccc1	1.0	0	0.113	0.926
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)cc1	1.0	0	0.146	0.982
2	CC(=O)C1=C(O)C(=O)N(c2cc(C(F)(F)F)ccc2)C1C1CCCCC1	1.0	1	0.223	0.902
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1	1.0	1	0.347	0.963
2	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3c2cnn3-c2ccc(F)cc2)cc1	1.0	0	0.092	0.975
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	0	0.118	0.973
2	O=C(O)c1c(Oc2cccc(F)c2)cccc1C	1.0	0	0.124	0.987
2	Oc1cc(CSc2cccc(F)c2F)nc2nc(Cc3ccccc3)nn12	1.0	0	0.084	0.937
2	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.116	0.975
2	COc1nc(F)c(F)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.108	0.93
2	COc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(OC)cccc32)ccc1	1.0	0	0.146	0.958
2	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.19	0.968
2	Cc1ccncc1CN1C(=O)c2c(C1=O)c(NS(=O)(=O)c1ccc(C(C)(C)C)cc1)ccc2Cl	1.0	0	0.089	0.942
2	COc1c(NS(=O)(=O)c2ccc(Cl)s2)ncc(Br)c1	1.0	0	0.143	0.957
2	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	0	0.172	0.911
2	COc1ccc(SCc2nc3nc(Cc4ccccc4)nn3c(O)c2)c(OC)c1	1.0	0	0.129	0.946
2	COc1c(C(=O)c2ccccc2)ncc2c1ccc(=O)n2CCCNS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.005	0.942
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CO)cccc2)cc1	1.0	0	0.152	0.977
2	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.318	0.913
2	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.106	0.981
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)cc1	1.0	0	0.146	0.982
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(Cc2ncccc2F)C3=O)cc1	1.0	0	0.124	0.939
2	CC(=O)OCC(C)(C)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.087	0.977
2	O=S(=O)(Nc1cc(Cl)cnc1Oc1ccc(Cl)cc1)C(F)(F)F	1.0	0	0.187	0.965
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CN)CC3)c3c2cccc3)cccc1	1.0	0	0.122	0.967
2	CC(C)c1nc2nc(C)c(NS(=O)(=O)c3cccc(Cl)c3Cl)c(O)n2c2ccccc12	0.0	0	0.0	0.0
2	CC(=O)C1=C(O)C(=O)N(c2cc(C(F)(F)F)ccc2)C1C1CCCCC1	1.0	1	0.223	0.902
2	O=C(CN1CCCC1)c1ccc(Cl)cc1ClCCN1CCC(N2C(=O)NC(Cc3ccccc3)C2=O)CC1	0.0	0	0.0	0.0
2	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	0	0.136	0.937
2	CC1(c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)cc2)OCCO1	1.0	0	0.128	0.949
2	Cc1ncc(CO)c(C)c1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.086	0.947
2	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1)c1ccccc1	1.0	1	0.422	0.904
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.145	0.981
2	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCCCC3)c3ccccc23)CC1	1.0	0	0.147	0.965
2	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)cc1	1.0	1	0.227	0.937
2	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	0	0.171	0.973
2	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)cc3)c3c2cccc3)CC1	1.0	0	0.135	0.971
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)C4CC4)CC3)c3c2cccc3)cccc1	1.0	0	0.111	0.97
2	CCCC(=O)c1ccc(N2C(=O)c3c(C2=O)c(NS(==)(=O)c2cccc(C(C)(C)C)c2)cccc3)cc1	0.0	0	0.0	0.0
2	O=[N+]([O-])c1cc(O)c2N=C(Nc3c(Cl)cccc3)NS(=O)(=O)c2c1	1.0	0	0.097	0.865
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(CO)ccn2)cc1	1.0	0	0.156	0.952
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCCNCC3)cc2)cccc1	1.0	0	0.072	0.958
2	N#Cc1cccn1CCC(NS(=O)(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCCC1	1.0	0	0.164	0.821
2	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)OCCO2	1.0	0	0.161	0.973
2	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(F)c1Cl	1.0	0	0.178	0.945
2	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2cc(Cl)c(Cl)cc2)ccc1	1.0	0	0.106	0.971
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(F)c1	1.0	0	0.123	0.98
2	O=C(O)c1c(Oc2cnccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.145	0.978
2	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)C(C)C)CC3)c3c2cccc3)cccc1	1.0	0	0.128	0.968
2	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	0	0.144	0.973
2	Cc1cc(COc2c(Cl)cccc2-c2c(Cl)cccc2F)c(O)c2CCCN2CCCCCCCCC(=O)NCCC(=O)N1	0.0	0	0.0	0.0
2	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)cc1	1.0	0	0.148	0.958
2	Cc1nc(C)c(C(=O)NC2(c3ccc(Cl)cc3)CCN(C(=O)C3CCCCC3)CC2)c1C()	0.0	0	0.0	0.0
2	CS(=O)(=O)Nc1cc(CCc2ccc(Cl)cc2)ccc1	1.0	0	0.073	0.99
2	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1Cl	1.0	0	0.189	0.963
2	O=C(O)c1c(Oc2cccc(F)c2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.213	0.979
2	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(C(F)(F)F)c1Cl	1.0	0	0.168	0.934
2	CCCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2C)C1C1CCCCC1	1.0	1	0.312	0.89
2	Cn1nncc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	0	0.107	0.953
2	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.305	0.929
2	CC(=O)c1ccc(S(=O)(=O)Nc2cccc(C(=O)Nc3ccccc3C(=O)c3ccccc3)c2)cc1	1.0	0	0.005	0.981
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(Cc2cnccc2)C3=O)cc1	1.0	0	0.121	0.967
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)ccc[n+]2[O-])cc1	1.0	0	0.145	0.938
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)ccnn2)cc1	1.0	0	0.159	0.955
2	Cc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1C	1.0	1	0.495	0.931
2	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.177	0.955
2	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.145	0.982
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(Cl)c2)cc1	1.0	0	0.138	0.971
2	COc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1N[O]	1.0	0	0.005	0.97
2	Cc1c2C(=O)N(Cc3cnccc3)C(=O)c2c(N)ncc1	0.0	0	0.0	0.0
2	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(-c3ccccc3)nc2n1	1.0	1	0.596	0.957
3	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	0	0.172	0.911
3	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccn1	1.0	0	0.184	0.972
3	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	0	0.139	0.939
3	CNc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cccn1	1.0	0	0.158	0.967
3	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cccc1	1.0	0	0.105	0.98
