Epoch	SMILES	Valid	Desired	ROCS_CCR2	SA
1	COC(=O)C(Sc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1	1.0	1	0.964	0.924
1	COc1ccccc1NC(=O)Cc1nc(O)cc(N2CCOCC2)n1	1.0	1	0.918	0.962
1	COc1cccc(CCc2ccccc2N2CCNCC2)c1	1.0	1	1.001	0.984
1	Cc1oncc1C(=O)N1CCCC(Nc2ccc(F)c(F)c2)C1	1.0	1	0.975	0.916
1	CC(=NNC(=O)c1cccc(Br)c1)c1ccccc1F	1.0	1	0.909	0.985
1	CCOC(=O)CSc1nnc(-c2ccc(Br)cc2)o1	1.0	1	0.94	0.98
1	COC(=O)CSc1cc(O)n(-c2ccc(NC(Cc3ccccc3)C(=O)O)cc2)c1O	1.0	0	0.0	0.881
1	C1=Nc2ccccc2C1=CN=c1sc2ccccc2n1C	1.0	1	1.124	0.912
1	CC(C)c1ccc2cc(C#N)c(N)nc2c1	1.0	0	0.762	0.971
1	CC(C)Cc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)o1	1.0	0	0.885	0.966
1	CN(C(=O)c1ccccc1Cl)C12CC3CC(CC(C3)C1)C2	1.0	1	0.921	0.697
1	O=C(NCCCN1CCCC1=O)c1nc(I)cnc1NS(=O)(=O)c1ccccc1	1.0	0	0.775	0.938
1	COc1ccc(NC(=O)CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1	1.0	0	0.887	0.978
1	COc1cc(C=CC(=O)Oc2ccc(C=NN=C(N)N)cc2)ccc1O	1.0	0	0.754	0.957
1	O=C(c1cccc(F)c1)N(Cc1ccco1)C1CCS(=O)(=O)C1	1.0	1	1.024	0.929
1	NCCN1CCC(Cc2nc3ccccc3c3ccccc23)CC1	1.0	1	0.959	0.976
1	CCC1Oc2ccc(Cl)cc2N(CC(=O)OCC(C)C)c2ccccc21	1.0	0	0.863	0.904
1	COc1ccccc1CNC(=O)Nc1cccc(SC)c1	1.0	0	0.863	0.988
1	O=C(C(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)cc1	1.0	0	0.872	0.988
1	Clc1c(-c2cnn(-c3ccccc3)c2)c2ccccc2n1-c1cn[nH]c1	1.0	0	0.893	0.931
1	O=C(Cc1ccccc1)N(c1ccccc1)c1ccccc1	1.0	1	1.116	0.991
1	COc1ccc2cc(NC(=O)Cc3ccc(O)c(O)c3)c(O)cc2c1	1.0	0	0.813	0.977
1	O=C(CSc1nnc(COc2ccc(Cl)cc2Cl)o1)NCc1ccco1	1.0	0	0.819	0.968
1	Cc1cc(C(=O)NCCCNc2nc3c(C)cccc3s2)ccc1[N+](=O)[O-]	1.0	0	0.745	0.97
1	CC1(c2ccccc2F)CCC(C(=O)NC2CCCc3c2cccc3C2CCOC2)(C(=O)N2CCCC2)(c2ccc(F)cc2)C1	0.0	0	0.0	0.0
1	NC(=O)N(O)Cc1ccccc1	1.0	0	0.877	0.985
1	COC(=O)c1[nH]cnc1C(=O)Nc1ccccc1	1.0	1	0.968	0.982
1	Brc1ccc(-c2[nH]ncc2-c2cccc3nccnc23)cc1	1.0	1	0.992	0.965
1	O=C1C(=O)N(C2CCCCC2)C(=O)N1Cc1ccccc1	1.0	1	1.156	0.983
1	COc1ccccc1N1CCN(S(=O)(=O)c2ccc(NC(C)=O)cc2)CC1	1.0	0	0.803	0.987
1	Cc1cccc(C)c1N1C(=O)CC(=O)N(c2ccccc2)C1=O	1.0	1	0.976	0.972
1	CCCCCc1ccc(C(=O)N(CCN(CCCCN=[N+]=[N-])Cc2cccc([N+](=O)[O-])c2)C2CCCCC2)cc1	1.0	0	0.0	0.916
1	C#CCN(C(C=CC)c1cccs1)C1CCCc2cccnc21	1.0	1	0.961	0.508
1	CCC(C)c1ccc(S(=O)(=O)NCc2cccs2)cc1	1.0	1	0.942	0.96
1	CCN(CC)CCNc1nc(-c2ccc(N3CCN(C)CC3)c(S(C)(=O)=O)c2)nc2ccccc12	1.0	0	0.0	0.948
1	CN(C)c1cccc(-c2cc(O)n3ncc(-c4ccccn4)c3n2)c1	1.0	0	0.819	0.951
1	CCOc1ccc(NC(=S)NN(c2ccc(C)cc2)C(C)=O)cc1	1.0	1	1.077	0.973
1	COc1ccc(OC)c(NN=C(C)CC(=O)c2ccco2)c1	1.0	0	0.877	0.964
1	COC1(c2ccccc2)CCN(Cc2ccc(OC(C)C)cc2)CC1	1.0	0	0.894	0.975
1	COc1cccc(-c2nc(NCc3cccnc3)c3cccnc3n2)c1	1.0	0	0.836	0.974
1	CC(=O)c1cn(CC(=O)C2CCCCC2)c2ccccc12	1.0	1	0.929	0.976
1	COc1cc(OC)cc(C(=O)OCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3C)CC2)c1	1.0	0	0.0	0.972
1	COc1ccc(CNC(=O)c2cnc(C)nc2C)c(OC)c1	1.0	1	1.017	0.981
1	O=C(Nc1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ccccc2)cc1	1.0	0	0.752	0.989
1	CCC(=NNC(=O)c1cccc(S(=O)(=O)N(C)C)c1)c1cc(C)ccc1C	1.0	0	0.762	0.967
1	COc1ccc(-n2c(=O)c3cc4c(cc3n(CC(=O)Nc3cc(C)n(C)c3C)c2=O)OCO4)cc1	1.0	0	0.0	0.933
1	S=C(c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCNCC1	1.0	1	0.968	0.959
1	Cn1cc(Cl)c(C(=O)NN=C2CCCC2)c1Cl	1.0	0	0.867	0.871
1	COc1cccc2cc(-c3nnc(SCC(=O)NCc4ccccc4)n3C)oc12	1.0	0	0.887	0.971
1	O=Cc1cc(Cl)c2nonc(Nc3cccc(Br)c3)c2c1	0.0	0	0.0	0.0
1	CCOc1ccc(NC(=O)C2CCC(C)(C)CC2C(=O)NO)cc1	1.0	0	0.876	0.877
1	CC1(C)Cc2c(sc3c2c(=NC(=O)c2c(F)cccc2Cl)nn3-c2ccc(F)cc2)CC1	0.0	0	0.0	0.0
1	O=C(NC1CCCNC1=O)c1ccc2ccccc2c1	1.0	1	0.969	0.964
1	Cc1ccc(S(=O)(=O)Nc2sc(C)cc2C(C)C)cc1	1.0	1	1.031	0.972
1	O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccc2ccccc2c1	1.0	0	0.767	0.987
1	Cc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1	1.0	1	0.904	0.988
1	COc1ccc(-n2nc(C)cc2-c2cc(OC)c(OC)c(OC)c2)cc1N	1.0	1	0.935	0.97
1	Cc1onc(-c2ccc(F)cc2)c1C(=O)N=C(N)N	1.0	1	1.014	0.964
1	COC(=O)C1=C2N(C)c3ccccc32)c2cccnc21	0.0	0	0.0	0.0
1	CCOc1nc2ccccc2n2cnnc12	1.0	0	0.878	0.965
1	Cc1cccc(NC(=O)COC(=O)CSc2nnc(-c3ccc(C)cc3)n2-c2ccccc2)c1	1.0	0	0.0	0.977
1	O=C1NC(=S)NC(=O)C1=CNc1ccc(C(=O)O)cc1	1.0	1	0.929	0.964
1	NCCN(C(=O)Cn1ccc(F)c(=O)n1	0.0	0	0.0	0.0
1	COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(C)(C)NC2=O	1.0	0	0.0	0.888
1	CC(C)CCn1nnnc1CNC(=O)CN=CN(C)C	1.0	1	0.992	0.876
1	O=C(CN1CCN(c2nc3sccc3n3cccc23)CC1)NC1CCCC1	1.0	0	0.766	0.946
1	Oc1cccc(Nc2nc(Cl)nc(NCc3cccs3)n2)c1	1.0	0	0.855	0.965
1	CC(Nc1cc(NC(C)=O)nc(-n2cnc3ccc(Cl)cc32)n1)C1CC1	1.0	0	0.801	0.853
1	O=C(CCCc1ccccc1)Nc1cccc2cccnc12	1.0	0	0.814	0.99
1	Cn1c(COc2ccc(Cl)cc2)nnc1SCC(=O)Nc1ccccc1F	1.0	0	0.777	0.982
1	NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cc3[nH]ncc23)cc1	1.0	0	0.862	0.967
1	Cc1noc(C)c1NC(=O)N(C)CC1Oc2ccc(NC(=O)C3CCCCC3)cc2CC(=O)N(C(C)CO)CC1C	1.0	0	0.0	0.39
1	COc1cccc(C2c3c(ncn(-c4ccccc4F)c3=N)Oc3ccc4ccccc4c32)c1	1.0	0	0.0	0.855
1	COc1cc2c(cc1OC)C1(CCCC1)C(NC(=O)OC(C)(C)C)OC2=O	1.0	0	0.849	0.633
1	O=C(Nc1ccccc1-c1ccc(C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)c3ccccc3)c2)cc1)c1ccccc1	1.0	0	0.0	0.976
1	NC(Cc1ccccc1)C(=O)N1CCCC1B(O)O	1.0	1	0.908	0.854
1	Cc1ccc(-n2nc(N3CCC4(CC3)OCCO4)c3c4cccc(C)c4[nH]c32)cn1	1.0	0	0.829	0.718
1	CCCNC(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	1.0	0	0.684	0.992
1	CCCCNC(=O)C(OC(C)=O)c1ccncc1	1.0	0	0.888	0.947
1	CC(=O)N1CCN(c2ccc(C(=O)COC(=O)CCCN3C(=O)c4ccccc4C3=O)cc2)CC1	1.0	0	0.0	0.97
1	O=C(O)c1cc(-c2ccc(Cl)cc2Cl)nc(N2CCNCC2)c1	1.0	0	0.821	0.97
1	O=C1CN2C(=N1)N(C(=O)OCc1ccccc1)C(c1cccc(Br)c1)=NC2(CC[N+](C)(C)C)CCC(F)(F)F	1.0	0	0.0	0.469
1	O=S1(=O)c2c(cccc2N2CCN(Cc3ccccc3)CC2)OC2CCCCC12	1.0	0	0.826	0.788
1	O=C(NCC1CCN(Cc2ccccc2F)CC1)c1cnn(-c2ccccc2)c1C(F)(F)F	1.0	0	0.0	0.966
1	COc1ccc(C(=O)NCCSc2ccccc2C(F)(F)F)cc1	1.0	1	0.979	0.983
1	COc1ccc(F)cc1-c1ccc(C2C(C#N)N(S(C)(=O)=O)C2CO)cc1	1.0	0	0.895	0.752
1	CN(Cc1cnc2nc(N)nc(N)c2c1)c1cc(O)cc(O)c1	1.0	1	1.152	0.919
1	CCN(CC)c1ccc(C)c2nc(Nc3c(C)c(C)c(C)cc3C)c(C)cc12	1.0	0	0.893	0.937
1	Cc1c(C(N)Cc2ccccc2)oc(SC(C)(C)C)c1Br	1.0	0	0.887	0.773
1	COc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)CCCN2CC3CCCCC3C2)c1	1.0	0	0.0	0.758
1	CCOC(=O)c1ccc(NC(=O)c2ccccc2F)cc1	1.0	0	0.825	0.993
1	CCOc1ccc(CC(=O)O)cc1Cc1c(-n2cccc2)oc2ccc(O)c(CN3CCCCC3)c2c1=O	1.0	0	0.0	0.889
1	O=C(O)c1cc(S(=O)(=O)NCc2ccccc2Cl)cn1Cc1cnccn1	1.0	0	0.817	0.954
1	Cc1ccc(NC(=O)c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1	1.0	0	0.853	0.984
1	O=C(O)CC(CSCCCl)c1ccc(Cl)cc1	1.0	0	0.875	0.895
1	CC(NC(=O)c1cc(C(=O)NC(CO)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(C)C	1.0	0	0.0	0.852
1	CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CNC(C)C)cc12	1.0	0	0.0	0.93
1	CCNC(=O)c1ccc(-n2cnc3c(Nc4ccc(F)c(F)c4)ccc(C)c32)cc1	1.0	0	0.815	0.962
1	Fc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1	1.0	1	1.03	0.983
1	COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ncccc2[nH]1)C1CCCCC1	1.0	0	0.0	0.805
1	COc1ccc(-c2cnnn2-c2cc(OC)c(OC)c(OC)c2)cc1N	1.0	1	0.933	0.96
1	Clc1ccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)o2)cc1	1.0	1	0.912	0.987
1	Cc1ccccc1S(=O)(=O)NCCCc1[nH]nc(-c2ccc(F)cc2)c1-c1ccncc1	1.0	0	0.0	0.957
1	COc1ccc(-c2ccnc3cc(-c4ccccc4)nn23)cn1	1.0	0	0.826	0.973
1	COc1cc2nc(CSc3nc4c(O)cc(F)cc4[nH]3)[nH]c2cc1OC	1.0	0	0.828	0.934
1	O=C1c2ccccc2SC(c2ccccc2F)N1Cc1cccs1	1.0	1	1.192	0.909
1	CC[N+](C)(CC)CCCNC(=O)CCO	1.0	0	0.807	0.926
1	COc1cccc(C(C)NCc2ccc(F)c(C(=O)Nc3nc(-c4cccc(F)c4)cs3)c2)c1	1.0	0	0.0	0.932
1	C=CCSc1nc2ccc(C)cc2c(=O)n1CCc1ccc(SC)cc1	1.0	1	1.0	0.965
1	N#Cc1cn(-c2cccc(C(=O)NCCc3c[nH]c4ccccc34)c2)c2ncccc12	1.0	0	0.0	0.959
1	CCNc1nc2cc(Cl)c(C#CCO)cc2nc1NC	1.0	0	0.83	0.909
1	CC(Cc1ccc(OCc2cccnc2)cc1)N(S)C	1.0	0	0.862	0.932
1	COc1ccccc1N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.908	0.989
1	CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(N)N(C(C)CF)C3C)N(C(=O)CN3CCN(C)CC3)c3ccccc32)c1	1.0	0	0.0	0.137
1	CN(CC(O)COc1cccnc1C(F)(F)F)C1=NS(=O)(=O)c2ccccc2N1	1.0	0	0.846	0.734
1	NC(Cc1ccc(O)cc1)C(=O)O	1.0	0	0.777	0.976
1	COc1ccc(N2CCN(Cc3cc(=O)oc4cc(OC)c(OC)cc34)CC2)cn1	1.0	0	0.771	0.966
1	Cc1ccc(Cn2ncc3c(Nc4ccc(F)cc4)ncnc32)cc1	1.0	1	1.016	0.981
1	Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(C(=O)NC3CCCCC3)cn2)CC1	1.0	0	0.0	0.975
1	COc1ccc(C(=O)Nc2sc(C(=O)Nc3cccc(Cl)c3)c(C)c2C#N)cc1OC	1.0	0	0.0	0.975
1	Cc1cc(C(=O)OCC(=O)Nc2sccc2C(N)=O)ccc1F	1.0	0	0.862	0.979
1	Cc1ccc2oc3c(c(=O)c2c1)C(CCCCCCCO)C(=O)O3	1.0	1	0.936	0.795
1	Cc1cc(SC2=C(O)OC(CCc3ncccc3C)(c3ccccc3)CC2=O)c(C(C)(C)C)cc1C(O)(CC(=O)O)C(=O)O	1.0	0	0.0	0.34
2	CCCN1C(=O)c2ccccc2Oc2ccccc2c1=O	1.0	1	1.005	0.984
2	CC(=C(c1ccc(N(C)C)cc1)c1c(C)c(O)c(O)oc1Br)c1oc2ccccc2c1=O	0.0	0	0.0	0.0
2	CC(C)OCCNc1nc(Cl)nc2c1ncn2CC1CC1(F)F	1.0	0	0.886	0.754
2	Clc1sccc1Cn1cnc2ccccc21	1.0	1	1.082	0.964
2	COc1ccc(C(=O)c2cocc2C=Cc2cc(OC)c(OC)c(OC)c2)cc1	1.0	0	0.85	0.955
2	COc1cc(OC)cc(C(=O)NCCCc2n[nH]c(-c3ccccc3)c2-c2ccncc2)c1	1.0	0	0.0	0.957
2	Oc1ccc(Cl)c(Nc2ccnc(O)c2Br)c1	1.0	1	0.966	0.944
2	COC(=O)Cc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1	1.0	0	0.743	0.783
2	Brc1ccc(C2=NN3C(C2)c2cccc(OCCCc4ccccc4)c2S3)cc1	1.0	0	0.719	0.847
2	COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Oc3ccccc3)cc2)cc1	1.0	0	0.0	0.985
2	CCn1c(SCC(=O)Nc2ccccc2F)nc(C)c1C	1.0	0	0.884	0.98
2	O=C(CCc1ccc(Cl)cc1Cl)NCc1ccc(O)c(O)c1	1.0	0	0.844	0.984
2	O=C(O)CCC=C(c1ccccc1)C12CCCC1CC(c1ccc(F)cc1)C2	1.0	0	0.898	0.665
2	Cc1nn(-c2ccccc2)c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N	1.0	1	1.124	0.844
2	Cc1nn(C)cc1C=O	1.0	0	0.832	0.94
2	COc1ccc(N2C(=O)NC(=O)C(=Cc3ccc(Cl)c([N+](=O)[O-])c3)C2=O)cc1Cl	1.0	0	0.826	0.963
2	CC(=O)c1c(S)nc(N2CCN(C)CC2)nc1Nc1ccc(Cl)cc1	1.0	1	0.91	0.95
2	Oc1nc2ccc(Br)cc2c(-c2cccs2)c1NC1OC(CO)C(O)C(O)C1O	1.0	1	0.936	0.448
2	Cc1noc([N+](=O)[O-])c1CN(C)c1ccccc1	1.0	1	0.998	0.945
2	NNC(=O)c1ccc(C(=O)NO)cc1	1.0	0	0.8	0.988
2	Cc1cc(N2CCCCO2)nc(SCc2ccccc2)n1	1.0	1	1.043	0.949
2	O=C(O)CC1c2ccccc2CCN1S(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.986	0.951
2	Cc1ccc(S(=O)(=O)Nc2cc(C(=O)O)nn2-c2ccccc2)cc1	1.0	1	1.038	0.98
2	O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CCF)c3n2)cc1)Nc1ccc(N2CCOCC2=O)cc1	1.0	0	0.0	0.293
2	CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c(C#N)c1=O	0.0	0	0.0	0.0
2	Cc1ccc(S(=O)(=O)N(CCC#N)CCCN)cc1	1.0	1	0.969	0.975
2	O=C1NCCn2c(-c3ccccc3Cl)nc3cc(Cl)ccc3c21	0.0	0	0.0	0.0
2	O=C(c1ccc(F)cc1)C1CCCN(Cc2ccccc2)C1	1.0	1	1.113	0.977
2	COCCNC(=S)Nc1ccc2nccnc2c1	1.0	1	0.962	0.978
2	COc1ncc2ncnc(Oc3ccc(NC(=O)c4cc(C)no4)cc3)c2n1	1.0	0	0.784	0.942
2	O=C(CCNCC(O)COc1ccccc1)Oc1ccccc1	1.0	0	0.806	0.968
2	CC(=O)c1ccc(Oc2ccc(C(=O)c3cccc(Nc4ccccc4)c3)cc2)cc1	1.0	0	0.0	0.986
2	COc1ccc(CNC(=O)NC2CCCCC2C)cc1OC	1.0	0	0.839	0.946
2	Fc1cccc(C(Nc2ccccn2)c2cccnc2)c1	1.0	1	1.09	0.951
2	Clc1ccccc1C1CCCN(Cc2nnnn2CC2CCCCC2)C1	1.0	0	0.89	0.914
2	COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1OC	1.0	1	0.911	0.991
2	CCONc1oc(-c2ccco2)nc1S(=O)(=O)c1ccc(F)cc1	1.0	1	1.001	0.93
2	Cc1ccc(NC(=O)c2cn(Cc3ccc(F)cc3)c(=S)[nH]c2=O)c([N+](=O)[O-])c1	1.0	0	0.816	0.963
2	O=S(=O)(c1ccccn1)c1ccc2c(c1)Cc1cc(O)ccc1O2	1.0	1	0.962	0.956
