Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	Active
ZINC03640529_95	Trypsin_3.sq	95	0.561	0.438	0.123	0
ZINC02130616_18	Trypsin_3.sq	96	0.561	0.385	0.176	0
ZINC02401823_38	Trypsin_3.sq	97	0.561	0.450	0.111	0
ZINC00581841_66	Trypsin_3.sq	98	0.561	0.424	0.137	0
ZINC03867942_134	Trypsin_3.sq	99	0.561	0.380	0.181	0
ZINC03405782_16	Trypsin_3.sq	100	0.559	0.406	0.154	0
ZINC02130840_100	Trypsin_3.sq	101	0.559	0.411	0.148	0
ZINC01535967_186	Trypsin_3.sq	102	0.559	0.371	0.187	0
ZINC03960308_79	Trypsin_3.sq	103	0.558	0.385	0.173	0
ZINC03819987_47	Trypsin_3.sq	104	0.558	0.406	0.152	0
ZINC01491246_126	Trypsin_3.sq	105	0.558	0.399	0.158	0
ZINC02160908_61	Trypsin_3.sq	106	0.557	0.426	0.131	0
ZINC03977105_99	Trypsin_3.sq	107	0.557	0.415	0.142	0
ZINC03839227_196	Trypsin_3.sq	108	0.557	0.386	0.171	0
ZINC03775827_12	Trypsin_3.sq	109	0.557	0.377	0.180	0
ZINC03775827_12	Trypsin_3.sq	110	0.556	0.376	0.180	0
ZINC03959458_87	Trypsin_3.sq	111	0.556	0.373	0.183	0
ZINC00837459_33	Trypsin_3.sq	112	0.556	0.419	0.137	0
ZINC04221337_151	Trypsin_3.sq	113	0.556	0.382	0.173	0
ZINC02952070_145	Trypsin_3.sq	114	0.556	0.408	0.147	0
ZINC04222514_195	Trypsin_3.sq	115	0.555	0.416	0.139	0
ZINC03393907_185	Trypsin_3.sq	116	0.555	0.394	0.161	0
ZINC03528794_115	Trypsin_3.sq	117	0.555	0.397	0.158	0
ZINC04355704_15	Trypsin_3.sq	118	0.555	0.395	0.160	0
ZINC03791571_54	Trypsin_3.sq	119	0.554	0.341	0.213	0
ZINC03819987_89	Trypsin_3.sq	120	0.554	0.402	0.152	0
ZINC03959072_66	Trypsin_3.sq	121	0.554	0.418	0.136	0
ZINC03842084_0	Trypsin_3.sq	122	0.554	0.385	0.169	0
ZINC03919155_14	Trypsin_3.sq	123	0.554	0.375	0.179	0
ZINC03834126_96	Trypsin_3.sq	124	0.553	0.354	0.198	1
ZINC03914911_40	Trypsin_3.sq	125	0.553	0.433	0.120	0
ZINC03818898_104	Trypsin_3.sq	126	0.553	0.386	0.167	0
ZINC01631479_171	Trypsin_3.sq	127	0.553	0.441	0.112	0
ZINC03832369_183	Trypsin_3.sq	128	0.552	0.387	0.166	1
ZINC03834121_188	Trypsin_3.sq	129	0.552	0.375	0.176	1
ZINC02224425_13	Trypsin_3.sq	130	0.552	0.374	0.178	0
ZINC02128211_8	Trypsin_3.sq	131	0.552	0.426	0.126	0
ZINC02712629_128	Trypsin_3.sq	132	0.552	0.393	0.160	0
ZINC03387210_162	Trypsin_3.sq	133	0.552	0.424	0.129	0
ZINC04222240_146	Trypsin_3.sq	134	0.552	0.430	0.122	0
ZINC03572380_39	Trypsin_3.sq	135	0.552	0.403	0.149	0
ZINC02138807_161	Trypsin_3.sq	136	0.552	0.397	0.155	0
ZINC03974221_97	Trypsin_3.sq	137	0.552	0.403	0.149	0
ZINC03950795_61	Trypsin_3.sq	138	0.552	0.375	0.177	0
ZINC01909079_145	Trypsin_3.sq	139	0.552	0.406	0.146	0
ZINC02127290_127	Trypsin_3.sq	140	0.552	0.410	0.142	0
ZINC03977123_121	Trypsin_3.sq	141	0.552	0.433	0.118	0
ZINC02128808_44	Trypsin_3.sq	142	0.551	0.373	0.179	0
ZINC03406204_139	Trypsin_3.sq	143	0.551	0.390	0.162	0
ZINC03819224_191	Trypsin_3.sq	144	0.551	0.388	0.163	0
ZINC03765981_72	Trypsin_3.sq	145	0.551	0.410	0.141	0
ZINC03948981_94	Trypsin_3.sq	146	0.551	0.340	0.210	0
ZINC03834122_128	Trypsin_3.sq	147	0.550	0.374	0.176	1
ZINC04222194_98	Trypsin_3.sq	148	0.550	0.413	0.137	0
ZINC03297449_84	Trypsin_3.sq	149	0.550	0.396	0.154	0
ZINC04222242_152	Trypsin_3.sq	150	0.550	0.421	0.129	0
ZINC01536002_168	Trypsin_3.sq	151	0.550	0.430	0.119	0
ZINC03928467_93	Trypsin_3.sq	152	0.550	0.369	0.180	0
ZINC03834119_146	Trypsin_3.sq	153	0.549	0.382	0.168	1
ZINC00906587_125	Trypsin_3.sq	154	0.549	0.415	0.134	0
ZINC02866540_165	Trypsin_3.sq	155	0.549	0.371	0.178	0
ZINC03817194_159	Trypsin_3.sq	156	0.549	0.409	0.139	0
ZINC03933542_0	Trypsin_3.sq	157	0.549	0.425	0.124	0
ZINC02135333_161	Trypsin_3.sq	158	0.548	0.395	0.154	0
ZINC03344411_56	Trypsin_3.sq	159	0.548	0.417	0.132	0
ZINC02712483_94	Trypsin_3.sq	160	0.548	0.408	0.140	0
ZINC03330151_124	Trypsin_3.sq	161	0.548	0.405	0.143	0
ZINC03344389_89	Trypsin_3.sq	162	0.548	0.424	0.124	0
ZINC03345168_182	Trypsin_3.sq	163	0.548	0.440	0.107	0
ZINC02129008_69	Trypsin_3.sq	164	0.547	0.409	0.138	0
ZINC03819389_134	Trypsin_3.sq	165	0.547	0.431	0.116	0
ZINC04383601_141	Trypsin_3.sq	166	0.547	0.405	0.142	0
ZINC04248899_85	Trypsin_3.sq	167	0.547	0.387	0.159	0
ZINC04260539_24	Trypsin_3.sq	168	0.547	0.389	0.158	0
ZINC03841013_93	Trypsin_3.sq	169	0.547	0.430	0.117	0
ZINC02131330_60	Trypsin_3.sq	170	0.546	0.397	0.149	0
ZINC02133048_180	Trypsin_3.sq	171	0.546	0.404	0.142	0
ZINC02138804_52	Trypsin_3.sq	172	0.546	0.397	0.149	0
ZINC03819381_12	Trypsin_3.sq	173	0.546	0.378	0.168	0
ZINC02637101_16	Trypsin_3.sq	174	0.546	0.393	0.153	0
ZINC03852887_148	Trypsin_3.sq	175	0.546	0.380	0.166	0
ZINC03818733_171	Trypsin_3.sq	176	0.546	0.434	0.111	0
ZINC01549763_160	Trypsin_3.sq	177	0.546	0.349	0.196	0
ZINC02130842_100	Trypsin_3.sq	178	0.545	0.408	0.137	0
ZINC02656478_109	Trypsin_3.sq	179	0.545	0.418	0.126	0
ZINC00593049_185	Trypsin_3.sq	180	0.545	0.390	0.154	0
ZINC03980301_199	Trypsin_3.sq	181	0.544	0.383	0.162	0
ZINC02138942_9	Trypsin_3.sq	182	0.544	0.393	0.151	0
ZINC02161467_90	Trypsin_3.sq	183	0.544	0.412	0.131	0
ZINC02129327_154	Trypsin_3.sq	184	0.544	0.435	0.108	0
ZINC03791681_199	Trypsin_3.sq	185	0.544	0.367	0.177	0
ZINC03834116_111	Trypsin_3.sq	186	0.543	0.415	0.128	1
ZINC00769609_175	Trypsin_3.sq	187	0.543	0.416	0.128	0
ZINC02408724_193	Trypsin_3.sq	188	0.543	0.390	0.154	0
ZINC01834069_62	Trypsin_3.sq	189	0.543	0.416	0.127	0
ZINC02203105_193	Trypsin_3.sq	190	0.543	0.390	0.153	0
ZINC04260555_6	Trypsin_3.sq	191	0.543	0.385	0.157	0
ZINC02450633_21	Trypsin_3.sq	192	0.542	0.397	0.146	0
ZINC03987853_50	Trypsin_3.sq	193	0.542	0.395	0.147	0
ZINC03345168_131	Trypsin_3.sq	194	0.542	0.442	0.100	0
ZINC03924300_83	Trypsin_3.sq	195	0.542	0.342	0.200	0
ZINC02952670_87	Trypsin_3.sq	196	0.542	0.360	0.182	0
ZINC01491246_154	Trypsin_3.sq	197	0.542	0.411	0.131	0
ZINC03834129_165	Trypsin_3.sq	198	0.541	0.381	0.161	1
ZINC03834143_110	Trypsin_3.sq	199	0.541	0.362	0.178	1
ZINC03977132_81	Trypsin_3.sq	200	0.541	0.400	0.141	0
ZINC04185377_194	Trypsin_3.sq	201	0.541	0.372	0.170	0
ZINC03670346_124	Trypsin_3.sq	202	0.541	0.394	0.147	0
ZINC03946130_172	Trypsin_3.sq	203	0.541	0.377	0.164	0
ZINC01545941_171	Trypsin_3.sq	204	0.541	0.335	0.206	0
ZINC01882070_65	Trypsin_3.sq	205	0.541	0.406	0.135	0
ZINC03834152_162	Trypsin_3.sq	206	0.540	0.395	0.145	1
ZINC03571166_29	Trypsin_3.sq	207	0.540	0.422	0.119	0
ZINC02131327_168	Trypsin_3.sq	208	0.540	0.387	0.153	0
ZINC04621232_177	Trypsin_3.sq	209	0.540	0.366	0.174	0
ZINC03963792_64	Trypsin_3.sq	210	0.540	0.404	0.136	0
ZINC00576565_165	Trypsin_3.sq	211	0.540	0.402	0.137	0
ZINC03834156_74	Trypsin_3.sq	212	0.539	0.353	0.186	1
ZINC03867649_24	Trypsin_3.sq	213	0.539	0.372	0.167	0
ZINC02193238_79	Trypsin_3.sq	214	0.539	0.433	0.106	0
ZINC02005805_117	Trypsin_3.sq	215	0.539	0.346	0.193	0
ZINC03818733_143	Trypsin_3.sq	216	0.539	0.411	0.128	0
ZINC03818733_143	Trypsin_3.sq	217	0.539	0.411	0.128	0
ZINC04222439_38	Trypsin_3.sq	218	0.539	0.438	0.101	0
ZINC02138251_119	Trypsin_3.sq	219	0.539	0.403	0.136	0
ZINC03841624_150	Trypsin_3.sq	220	0.539	0.377	0.162	0
ZINC03917353_191	Trypsin_3.sq	221	0.539	0.362	0.177	0
ZINC03834149_126	Trypsin_3.sq	222	0.538	0.408	0.130	1
ZINC02043468_139	Trypsin_3.sq	223	0.538	0.366	0.172	1
ZINC00906589_194	Trypsin_3.sq	224	0.538	0.405	0.133	0
ZINC03890017_129	Trypsin_3.sq	225	0.538	0.378	0.160	0
ZINC01902817_172	Trypsin_3.sq	226	0.538	0.399	0.139	0
ZINC03524553_28	Trypsin_3.sq	227	0.538	0.468	0.071	0
ZINC02135326_52	Trypsin_3.sq	228	0.538	0.387	0.151	0
ZINC04248899_20	Trypsin_3.sq	229	0.538	0.388	0.150	0
ZINC03227706_43	Trypsin_3.sq	230	0.538	0.414	0.124	0
ZINC02860446_93	Trypsin_3.sq	231	0.538	0.387	0.151	0
ZINC02130563_99	Trypsin_3.sq	232	0.538	0.380	0.158	0
ZINC01552869_195	Trypsin_3.sq	233	0.538	0.406	0.132	0
ZINC01537299_77	Trypsin_3.sq	234	0.538	0.415	0.122	0
ZINC02402354_178	Trypsin_3.sq	235	0.538	0.371	0.166	0
ZINC03329295_20	Trypsin_3.sq	236	0.538	0.404	0.134	0
ZINC04185341_119	Trypsin_3.sq	237	0.537	0.370	0.167	0
ZINC03974221_70	Trypsin_3.sq	238	0.537	0.413	0.125	0
ZINC00814141_99	Trypsin_3.sq	239	0.537	0.430	0.107	0
ZINC02129134_9	Trypsin_3.sq	240	0.537	0.385	0.152	0
ZINC00852447_84	Trypsin_3.sq	241	0.537	0.399	0.138	0
ZINC03928139_31	Trypsin_3.sq	242	0.537	0.355	0.182	0
ZINC01909869_49	Trypsin_3.sq	243	0.537	0.383	0.154	0
ZINC02352409_69	Trypsin_3.sq	244	0.537	0.382	0.155	0
ZINC03834123_113	Trypsin_3.sq	245	0.536	0.362	0.174	1
ZINC03368428_113	Trypsin_3.sq	246	0.536	0.407	0.129	0
ZINC01548257_134	Trypsin_3.sq	247	0.536	0.371	0.166	0
ZINC03987224_47	Trypsin_3.sq	248	0.536	0.381	0.155	0
ZINC01551979_93	Trypsin_3.sq	249	0.536	0.369	0.167	0
ZINC02136682_79	Trypsin_3.sq	250	0.536	0.391	0.145	0
ZINC03263404_113	Trypsin_3.sq	251	0.536	0.412	0.123	0
ZINC03969853_197	Trypsin_3.sq	252	0.536	0.398	0.138	0
ZINC03927446_42	Trypsin_3.sq	253	0.535	0.395	0.140	0
ZINC02712629_115	Trypsin_3.sq	254	0.535	0.425	0.111	0
ZINC02309725_24	Trypsin_3.sq	255	0.535	0.365	0.170	0
ZINC04627373_104	Trypsin_3.sq	256	0.535	0.389	0.146	0
ZINC03841625_58	Trypsin_3.sq	257	0.535	0.392	0.144	0
ZINC04619282_11	Trypsin_3.sq	258	0.535	0.379	0.156	0
ZINC00978047_84	Trypsin_3.sq	259	0.535	0.354	0.181	0
ZINC01903301_142	Trypsin_3.sq	260	0.535	0.448	0.087	0
ZINC03977147_195	Trypsin_3.sq	261	0.535	0.409	0.125	0
ZINC03933545_160	Trypsin_3.sq	262	0.534	0.418	0.116	0
ZINC03670389_55	Trypsin_3.sq	263	0.534	0.425	0.109	0
ZINC01248556_120	Trypsin_3.sq	264	0.534	0.367	0.168	0
ZINC03841656_170	Trypsin_3.sq	265	0.534	0.433	0.101	0
ZINC03980052_6	Trypsin_3.sq	266	0.534	0.398	0.136	0
ZINC02129117_30	Trypsin_3.sq	267	0.534	0.438	0.096	0
ZINC03533360_125	Trypsin_3.sq	268	0.534	0.398	0.136	0
ZINC04248899_35	Trypsin_3.sq	269	0.534	0.388	0.146	0
ZINC04004468_120	Trypsin_3.sq	270	0.534	0.371	0.163	0
ZINC04222193_119	Trypsin_3.sq	271	0.534	0.374	0.160	0
ZINC02663356_74	Trypsin_3.sq	272	0.534	0.331	0.203	0
ZINC02712629_189	Trypsin_3.sq	273	0.534	0.376	0.158	0
ZINC03834124_108	Trypsin_3.sq	274	0.533	0.388	0.145	1
ZINC03368257_113	Trypsin_3.sq	275	0.533	0.410	0.123	0
ZINC02126772_7	Trypsin_3.sq	276	0.533	0.387	0.146	0
ZINC03987021_74	Trypsin_3.sq	277	0.533	0.415	0.118	0
ZINC02130850_122	Trypsin_3.sq	278	0.533	0.402	0.131	0
ZINC03867259_108	Trypsin_3.sq	279	0.533	0.348	0.185	0
ZINC03968466_138	Trypsin_3.sq	280	0.533	0.428	0.105	0
ZINC02393796_191	Trypsin_3.sq	281	0.533	0.426	0.106	0
ZINC04222272_151	Trypsin_3.sq	282	0.533	0.432	0.101	0
ZINC03834131_199	Trypsin_3.sq	283	0.532	0.402	0.131	1
ZINC03840482_38	Trypsin_3.sq	284	0.532	0.425	0.108	0
ZINC03889997_49	Trypsin_3.sq	285	0.532	0.392	0.140	0
ZINC03992804_196	Trypsin_3.sq	286	0.532	0.381	0.151	0
ZINC04110642_24	Trypsin_3.sq	287	0.532	0.399	0.133	0
ZINC01549764_195	Trypsin_3.sq	288	0.532	0.379	0.153	0
ZINC02315723_184	Trypsin_3.sq	289	0.532	0.428	0.104	0
ZINC04222191_134	Trypsin_3.sq	290	0.532	0.368	0.164	0
ZINC00814142_134	Trypsin_3.sq	291	0.532	0.392	0.140	0
ZINC03834111_195	Trypsin_3.sq	292	0.531	0.364	0.166	1
ZINC03406080_50	Trypsin_3.sq	293	0.531	0.452	0.080	0
ZINC03841655_147	Trypsin_3.sq	294	0.531	0.383	0.149	0
ZINC03533361_125	Trypsin_3.sq	295	0.531	0.396	0.135	0
ZINC01549839_37	Trypsin_3.sq	296	0.531	0.351	0.181	0
ZINC03841646_188	Trypsin_3.sq	297	0.531	0.436	0.095	0
ZINC03530599_125	Trypsin_3.sq	298	0.531	0.434	0.097	0
ZINC03841837_44	Trypsin_3.sq	299	0.531	0.389	0.142	0
ZINC03444529_163	Trypsin_3.sq	300	0.531	0.404	0.127	0
ZINC03323428_162	Trypsin_3.sq	301	0.531	0.423	0.108	0
ZINC03891132_154	Trypsin_3.sq	302	0.531	0.392	0.138	0
ZINC04383607_20	Trypsin_3.sq	303	0.531	0.378	0.152	0
ZINC03834177_130	Trypsin_3.sq	304	0.530	0.392	0.138	1
ZINC03232400_28	Trypsin_3.sq	305	0.530	0.357	0.174	0
ZINC03842080_154	Trypsin_3.sq	306	0.530	0.413	0.117	0
ZINC03963793_194	Trypsin_3.sq	307	0.530	0.405	0.125	0
ZINC03980052_155	Trypsin_3.sq	308	0.530	0.372	0.159	0
ZINC03841659_102	Trypsin_3.sq	309	0.530	0.371	0.159	0
ZINC03990227_123	Trypsin_3.sq	310	0.530	0.404	0.126	0
ZINC03851685_153	Trypsin_3.sq	311	0.530	0.364	0.166	0
ZINC03933860_173	Trypsin_3.sq	312	0.530	0.429	0.102	0
ZINC02128934_193	Trypsin_3.sq	313	0.530	0.396	0.134	0
ZINC01882073_132	Trypsin_3.sq	314	0.530	0.370	0.160	0
ZINC04222433_126	Trypsin_3.sq	315	0.530	0.422	0.108	0
ZINC04004628_194	Trypsin_3.sq	316	0.530	0.419	0.111	0
ZINC03599114_90	Trypsin_3.sq	317	0.530	0.380	0.150	0
ZINC03867259_58	Trypsin_3.sq	318	0.530	0.348	0.182	0
ZINC03851685_134	Trypsin_3.sq	319	0.530	0.355	0.175	0
ZINC02974135_118	Trypsin_3.sq	320	0.530	0.442	0.088	0
ZINC03973552_35	Trypsin_3.sq	321	0.530	0.427	0.103	0
ZINC02128936_30	Trypsin_3.sq	322	0.530	0.371	0.159	0
ZINC04237007_113	Trypsin_3.sq	323	0.530	0.365	0.164	0
ZINC03959444_23	Trypsin_3.sq	324	0.530	0.349	0.181	0
ZINC03852886_191	Trypsin_3.sq	325	0.529	0.355	0.175	0
ZINC03841658_182	Trypsin_3.sq	326	0.529	0.391	0.138	0
ZINC02572664_119	Trypsin_3.sq	327	0.529	0.416	0.114	0
ZINC02128935_75	Trypsin_3.sq	328	0.529	0.380	0.149	0
ZINC02652344_176	Trypsin_3.sq	329	0.529	0.332	0.197	0
ZINC03841653_124	Trypsin_3.sq	330	0.529	0.372	0.157	0
ZINC04636388_79	Trypsin_3.sq	331	0.529	0.381	0.148	0
ZINC03928465_187	Trypsin_3.sq	332	0.529	0.381	0.148	0
ZINC03977164_194	Trypsin_3.sq	333	0.529	0.436	0.093	0
ZINC03841661_75	Trypsin_3.sq	334	0.529	0.427	0.102	0
ZINC02138806_115	Trypsin_3.sq	335	0.529	0.370	0.159	0
ZINC02160725_104	Trypsin_3.sq	336	0.529	0.401	0.127	0
ZINC03980155_159	Trypsin_3.sq	337	0.529	0.367	0.162	0
ZINC03842083_1	Trypsin_3.sq	338	0.529	0.368	0.161	0
ZINC04222445_109	Trypsin_3.sq	339	0.529	0.434	0.095	0
ZINC03304750_139	Trypsin_3.sq	340	0.529	0.394	0.135	0
ZINC02663357_18	Trypsin_3.sq	341	0.528	0.353	0.175	0
ZINC03842255_165	Trypsin_3.sq	342	0.528	0.406	0.122	0
ZINC02700310_25	Trypsin_3.sq	343	0.528	0.402	0.126	0
ZINC01485988_135	Trypsin_3.sq	344	0.528	0.373	0.155	0
ZINC03670345_197	Trypsin_3.sq	345	0.528	0.401	0.127	0
ZINC03808675_165	Trypsin_3.sq	346	0.528	0.389	0.139	0
ZINC03840473_86	Trypsin_3.sq	347	0.528	0.433	0.095	0
ZINC01821865_152	Trypsin_3.sq	348	0.528	0.386	0.142	0
ZINC03917353_123	Trypsin_3.sq	349	0.528	0.362	0.165	0
ZINC02128933_74	Trypsin_3.sq	350	0.528	0.363	0.165	0
ZINC03841650_67	Trypsin_3.sq	351	0.527	0.371	0.157	0
ZINC02372106_192	Trypsin_3.sq	352	0.527	0.415	0.112	0
ZINC02959464_101	Trypsin_3.sq	353	0.527	0.355	0.173	0
ZINC03240845_196	Trypsin_3.sq	354	0.527	0.405	0.123	0
ZINC03933548_118	Trypsin_3.sq	355	0.527	0.401	0.126	0
ZINC02726431_192	Trypsin_3.sq	356	0.527	0.401	0.126	0
ZINC03345168_166	Trypsin_3.sq	357	0.527	0.424	0.103	0
ZINC03852886_170	Trypsin_3.sq	358	0.527	0.374	0.153	0
ZINC03831725_190	Trypsin_3.sq	359	0.527	0.378	0.149	0
ZINC03446998_67	Trypsin_3.sq	360	0.527	0.367	0.160	0
ZINC03834176_106	Trypsin_3.sq	361	0.526	0.364	0.162	1
ZINC03834132_109	Trypsin_3.sq	362	0.526	0.388	0.138	1
ZINC02129135_99	Trypsin_3.sq	363	0.526	0.392	0.134	0
ZINC03890067_60	Trypsin_3.sq	364	0.526	0.381	0.145	0
ZINC03988711_132	Trypsin_3.sq	365	0.526	0.410	0.116	0
ZINC03838231_164	Trypsin_3.sq	366	0.526	0.325	0.201	0
ZINC03531210_166	Trypsin_3.sq	367	0.526	0.383	0.143	0
ZINC03980155_7	Trypsin_3.sq	368	0.526	0.386	0.140	0
ZINC02130564_55	Trypsin_3.sq	369	0.526	0.409	0.117	0
ZINC03977049_197	Trypsin_3.sq	370	0.526	0.417	0.109	0
ZINC02136688_137	Trypsin_3.sq	371	0.526	0.390	0.136	0
ZINC03791580_189	Trypsin_3.sq	372	0.526	0.362	0.163	0
ZINC02135324_167	Trypsin_3.sq	373	0.526	0.370	0.155	0
ZINC03841071_82	Trypsin_3.sq	374	0.525	0.429	0.097	0
ZINC02131954_39	Trypsin_3.sq	375	0.525	0.436	0.090	0
