Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	Active
ZINC03850343_110	Trypsin_3.sq	71	0.632	0.399	0.234	0
ZINC03938554_145	Trypsin_3.sq	72	0.632	0.387	0.245	0
ZINC02401823_96	Trypsin_3.sq	73	0.632	0.379	0.254	0
ZINC03987224_3	Trypsin_3.sq	74	0.632	0.369	0.263	0
ZINC03959464_84	Trypsin_3.sq	75	0.631	0.381	0.250	0
ZINC04260555_41	Trypsin_3.sq	76	0.631	0.392	0.239	0
ZINC03928139_169	Trypsin_3.sq	77	0.631	0.367	0.264	0
ZINC03819987_89	Trypsin_3.sq	78	0.628	0.401	0.228	0
ZINC01545941_175	Trypsin_3.sq	79	0.628	0.414	0.214	0
ZINC02138945_117	Trypsin_3.sq	80	0.628	0.425	0.203	0
ZINC02129136_72	Trypsin_3.sq	81	0.628	0.408	0.219	0
ZINC03819987_105	Trypsin_3.sq	82	0.627	0.404	0.223	0
ZINC03997172_76	Trypsin_3.sq	83	0.627	0.409	0.218	0
ZINC03997172_54	Trypsin_3.sq	84	0.627	0.406	0.221	0
ZINC02654818_37	Trypsin_3.sq	85	0.627	0.421	0.206	0
ZINC02130616_38	Trypsin_3.sq	86	0.626	0.380	0.246	0
ZINC03841097_146	Trypsin_3.sq	87	0.626	0.397	0.229	0
ZINC00837459_14	Trypsin_3.sq	88	0.626	0.414	0.212	0
ZINC01903301_84	Trypsin_3.sq	89	0.626	0.359	0.266	0
ZINC00978047_46	Trypsin_3.sq	90	0.626	0.357	0.268	0
ZINC03834129_164	Trypsin_3.sq	91	0.625	0.365	0.260	1
ZINC03959458_127	Trypsin_3.sq	92	0.625	0.386	0.239	0
ZINC01549765_114	Trypsin_3.sq	93	0.625	0.381	0.244	0
ZINC04222514_139	Trypsin_3.sq	94	0.625	0.428	0.197	0
ZINC01631479_49	Trypsin_3.sq	95	0.624	0.427	0.196	0
ZINC04222433_110	Trypsin_3.sq	96	0.624	0.452	0.172	0
ZINC03980301_2	Trypsin_3.sq	97	0.624	0.418	0.206	0
ZINC00769609_67	Trypsin_3.sq	98	0.623	0.419	0.204	0
ZINC03852887_8	Trypsin_3.sq	99	0.623	0.424	0.199	0
ZINC01489009_91	Trypsin_3.sq	100	0.623	0.411	0.212	0
ZINC04237007_152	Trypsin_3.sq	101	0.623	0.447	0.176	0
ZINC02126774_177	Trypsin_3.sq	102	0.621	0.410	0.211	0
ZINC04627373_104	Trypsin_3.sq	103	0.621	0.391	0.230	0
ZINC03841013_99	Trypsin_3.sq	104	0.621	0.406	0.215	0
ZINC03867942_157	Trypsin_3.sq	105	0.620	0.370	0.250	0
ZINC00587714_140	Trypsin_3.sq	106	0.620	0.376	0.244	0
ZINC02128808_96	Trypsin_3.sq	107	0.619	0.386	0.234	0
ZINC03992804_2	Trypsin_3.sq	108	0.619	0.371	0.248	0
ZINC02130840_100	Trypsin_3.sq	109	0.618	0.412	0.206	0
ZINC04222445_109	Trypsin_3.sq	110	0.618	0.452	0.166	0
ZINC03393907_185	Trypsin_3.sq	111	0.618	0.393	0.225	0
ZINC03841071_164	Trypsin_3.sq	112	0.618	0.388	0.230	0
ZINC03818898_119	Trypsin_3.sq	113	0.618	0.385	0.233	0
ZINC03818898_119	Trypsin_3.sq	114	0.618	0.385	0.233	0
ZINC04222428_5	Trypsin_3.sq	115	0.617	0.427	0.190	0
ZINC03640529_63	Trypsin_3.sq	116	0.617	0.449	0.168	0
ZINC03874810_176	Trypsin_3.sq	117	0.617	0.409	0.208	0
ZINC02005805_117	Trypsin_3.sq	118	0.617	0.362	0.255	0
ZINC03963792_64	Trypsin_3.sq	119	0.617	0.405	0.211	0
ZINC04237001_158	Trypsin_3.sq	120	0.616	0.393	0.223	0
ZINC00814141_99	Trypsin_3.sq	121	0.616	0.432	0.184	0
ZINC02952670_70	Trypsin_3.sq	122	0.616	0.358	0.258	0
ZINC01550309_111	Trypsin_3.sq	123	0.616	0.354	0.262	0
ZINC03841646_168	Trypsin_3.sq	124	0.615	0.435	0.180	0
ZINC03447479_166	Trypsin_3.sq	125	0.615	0.394	0.221	0
ZINC03834156_74	Trypsin_3.sq	126	0.614	0.358	0.256	1
ZINC03819377_43	Trypsin_3.sq	127	0.614	0.402	0.213	0
ZINC03985882_36	Trypsin_3.sq	128	0.614	0.382	0.232	0
ZINC04222439_41	Trypsin_3.sq	129	0.614	0.429	0.185	0
ZINC04222431_39	Trypsin_3.sq	130	0.614	0.443	0.171	0
ZINC03834155_161	Trypsin_3.sq	131	0.613	0.394	0.220	1
ZINC01909079_145	Trypsin_3.sq	132	0.613	0.404	0.209	0
ZINC03834135_195	Trypsin_3.sq	133	0.612	0.394	0.218	1
ZINC00581841_66	Trypsin_3.sq	134	0.612	0.433	0.179	0
ZINC03950795_61	Trypsin_3.sq	135	0.612	0.377	0.235	0
ZINC04356859_47	Trypsin_3.sq	136	0.612	0.395	0.217	0
ZINC01491246_80	Trypsin_3.sq	137	0.612	0.413	0.199	0
ZINC03670360_135	Trypsin_3.sq	138	0.612	0.402	0.210	0
ZINC03841650_66	Trypsin_3.sq	139	0.612	0.421	0.191	0
ZINC02135333_151	Trypsin_3.sq	140	0.612	0.417	0.195	0
ZINC02138807_151	Trypsin_3.sq	141	0.611	0.407	0.204	0
ZINC01909188_161	Trypsin_3.sq	142	0.611	0.399	0.212	0
ZINC04004628_113	Trypsin_3.sq	143	0.610	0.418	0.192	0
ZINC03971723_81	Trypsin_3.sq	144	0.610	0.415	0.195	0
ZINC02135249_105	Trypsin_3.sq	145	0.610	0.393	0.217	0
ZINC03841658_124	Trypsin_3.sq	146	0.610	0.434	0.176	0
ZINC04627709_144	Trypsin_3.sq	147	0.610	0.390	0.220	0
ZINC03834126_132	Trypsin_3.sq	148	0.609	0.370	0.239	1
ZINC03841656_57	Trypsin_3.sq	149	0.609	0.429	0.180	0
ZINC03297449_84	Trypsin_3.sq	150	0.609	0.395	0.214	0
ZINC03791580_172	Trypsin_3.sq	151	0.609	0.360	0.249	0
ZINC02193238_126	Trypsin_3.sq	152	0.608	0.417	0.191	0
ZINC01537299_120	Trypsin_3.sq	153	0.608	0.410	0.198	0
ZINC02130842_100	Trypsin_3.sq	154	0.608	0.408	0.200	0
ZINC01536002_168	Trypsin_3.sq	155	0.608	0.431	0.178	0
ZINC03819377_38	Trypsin_3.sq	156	0.608	0.399	0.209	0
ZINC04222272_153	Trypsin_3.sq	157	0.608	0.451	0.157	0
ZINC02130563_75	Trypsin_3.sq	158	0.607	0.400	0.207	0
ZINC00599269_86	Trypsin_3.sq	159	0.607	0.344	0.263	0
ZINC02129134_69	Trypsin_3.sq	160	0.607	0.403	0.204	0
ZINC02131330_0	Trypsin_3.sq	161	0.607	0.407	0.200	0
ZINC02224425_13	Trypsin_3.sq	162	0.607	0.364	0.242	0
ZINC03841837_118	Trypsin_3.sq	163	0.606	0.394	0.212	0
ZINC03955054_60	Trypsin_3.sq	164	0.606	0.356	0.251	0
ZINC02974135_135	Trypsin_3.sq	165	0.606	0.436	0.170	0
ZINC02138251_138	Trypsin_3.sq	166	0.606	0.402	0.204	0
ZINC03928140_157	Trypsin_3.sq	167	0.606	0.371	0.234	0
ZINC03980301_85	Trypsin_3.sq	168	0.606	0.411	0.195	0
ZINC03867942_134	Trypsin_3.sq	169	0.606	0.381	0.225	0
ZINC02160908_61	Trypsin_3.sq	170	0.606	0.421	0.185	0
ZINC03524553_141	Trypsin_3.sq	171	0.606	0.434	0.171	0
ZINC02131327_168	Trypsin_3.sq	172	0.605	0.389	0.216	0
ZINC02138804_52	Trypsin_3.sq	173	0.605	0.402	0.204	0
ZINC03825961_112	Trypsin_3.sq	174	0.605	0.355	0.250	0
ZINC02654819_66	Trypsin_3.sq	175	0.605	0.405	0.200	0
ZINC02138942_69	Trypsin_3.sq	176	0.605	0.401	0.203	0
ZINC03842083_108	Trypsin_3.sq	177	0.605	0.379	0.226	0
ZINC01551979_93	Trypsin_3.sq	178	0.605	0.366	0.239	0
ZINC02138806_74	Trypsin_3.sq	179	0.605	0.393	0.211	0
ZINC03974221_97	Trypsin_3.sq	180	0.605	0.405	0.200	0
ZINC03834121_188	Trypsin_3.sq	181	0.604	0.375	0.229	1
ZINC03834122_128	Trypsin_3.sq	182	0.604	0.370	0.234	1
ZINC02130567_134	Trypsin_3.sq	183	0.604	0.427	0.178	0
ZINC00906587_125	Trypsin_3.sq	184	0.604	0.417	0.187	0
ZINC03959072_65	Trypsin_3.sq	185	0.604	0.410	0.194	0
ZINC03819390_3	Trypsin_3.sq	186	0.604	0.399	0.205	0
ZINC01893284_153	Trypsin_3.sq	187	0.604	0.358	0.246	0
ZINC02127290_127	Trypsin_3.sq	188	0.604	0.414	0.190	0
ZINC02375333_127	Trypsin_3.sq	189	0.603	0.394	0.209	0
ZINC03599114_90	Trypsin_3.sq	190	0.603	0.386	0.217	0
ZINC03387210_162	Trypsin_3.sq	191	0.603	0.425	0.179	0
ZINC01909195_173	Trypsin_3.sq	192	0.603	0.361	0.242	0
ZINC02656850_172	Trypsin_3.sq	193	0.603	0.356	0.247	0
ZINC03405782_6	Trypsin_3.sq	194	0.603	0.402	0.201	0
ZINC03842080_35	Trypsin_3.sq	195	0.603	0.397	0.206	0
ZINC04222193_158	Trypsin_3.sq	196	0.603	0.405	0.197	0
ZINC03890017_129	Trypsin_3.sq	197	0.602	0.382	0.220	0
ZINC01893284_102	Trypsin_3.sq	198	0.602	0.369	0.233	0
ZINC02637101_149	Trypsin_3.sq	199	0.602	0.396	0.206	0
ZINC01631658_130	Trypsin_3.sq	200	0.602	0.390	0.212	0
ZINC03963793_194	Trypsin_3.sq	201	0.602	0.404	0.197	0
ZINC02135324_120	Trypsin_3.sq	202	0.602	0.393	0.209	0
ZINC02712629_144	Trypsin_3.sq	203	0.602	0.418	0.184	0
ZINC04248899_80	Trypsin_3.sq	204	0.602	0.403	0.198	0
ZINC03928467_104	Trypsin_3.sq	205	0.602	0.393	0.209	0
ZINC03406080_77	Trypsin_3.sq	206	0.601	0.374	0.227	0
ZINC03948981_35	Trypsin_3.sq	207	0.601	0.347	0.254	0
ZINC03828686_86	Trypsin_3.sq	208	0.601	0.362	0.239	0
ZINC03500143_123	Trypsin_3.sq	209	0.601	0.399	0.202	0
ZINC03330151_124	Trypsin_3.sq	210	0.601	0.407	0.194	0
ZINC03959444_92	Trypsin_3.sq	211	0.601	0.339	0.262	0
ZINC02952070_94	Trypsin_3.sq	212	0.601	0.407	0.193	0
ZINC03946130_172	Trypsin_3.sq	213	0.601	0.376	0.225	0
ZINC03927446_137	Trypsin_3.sq	214	0.601	0.348	0.252	0
ZINC02131328_39	Trypsin_3.sq	215	0.601	0.391	0.210	0
ZINC02133048_137	Trypsin_3.sq	216	0.601	0.418	0.182	0
ZINC03834131_126	Trypsin_3.sq	217	0.600	0.385	0.215	1
ZINC02129327_154	Trypsin_3.sq	218	0.600	0.432	0.168	0
ZINC03841659_92	Trypsin_3.sq	219	0.600	0.424	0.175	0
ZINC03670389_152	Trypsin_3.sq	220	0.600	0.389	0.210	0
ZINC03834143_110	Trypsin_3.sq	221	0.599	0.365	0.234	1
ZINC03819381_67	Trypsin_3.sq	222	0.599	0.390	0.210	0
ZINC01882070_65	Trypsin_3.sq	223	0.599	0.404	0.195	0
ZINC03842250_172	Trypsin_3.sq	224	0.599	0.350	0.249	0
ZINC02126772_118	Trypsin_3.sq	225	0.599	0.403	0.196	0
ZINC02129117_30	Trypsin_3.sq	226	0.599	0.433	0.166	0
ZINC02352409_54	Trypsin_3.sq	227	0.599	0.382	0.216	0
ZINC03852887_41	Trypsin_3.sq	228	0.598	0.371	0.227	0
ZINC01909869_48	Trypsin_3.sq	229	0.598	0.373	0.225	0
ZINC02130564_170	Trypsin_3.sq	230	0.598	0.392	0.207	0
ZINC02130850_168	Trypsin_3.sq	231	0.598	0.394	0.204	0
ZINC03928143_102	Trypsin_3.sq	232	0.598	0.367	0.231	0
ZINC03987229_140	Trypsin_3.sq	233	0.598	0.381	0.217	0
ZINC03670346_124	Trypsin_3.sq	234	0.598	0.393	0.205	0
ZINC03819918_144	Trypsin_3.sq	235	0.598	0.387	0.211	0
ZINC03841653_62	Trypsin_3.sq	236	0.598	0.411	0.186	0
ZINC03329295_20	Trypsin_3.sq	237	0.597	0.403	0.194	0
ZINC03841643_174	Trypsin_3.sq	238	0.597	0.442	0.156	0
ZINC03840213_139	Trypsin_3.sq	239	0.597	0.389	0.209	0
ZINC03572380_39	Trypsin_3.sq	240	0.597	0.408	0.189	0
ZINC03344389_89	Trypsin_3.sq	241	0.597	0.427	0.169	0
ZINC02450633_21	Trypsin_3.sq	242	0.597	0.398	0.199	0
ZINC02128211_8	Trypsin_3.sq	243	0.596	0.423	0.173	0
ZINC03841661_75	Trypsin_3.sq	244	0.596	0.428	0.168	0
ZINC04222242_152	Trypsin_3.sq	245	0.596	0.414	0.182	0
ZINC03841635_1	Trypsin_3.sq	246	0.596	0.383	0.213	0
ZINC03977123_109	Trypsin_3.sq	247	0.595	0.442	0.153	0
ZINC00978047_23	Trypsin_3.sq	248	0.595	0.351	0.244	0
ZINC03232400_156	Trypsin_3.sq	249	0.595	0.369	0.226	0
ZINC04103307_63	Trypsin_3.sq	250	0.595	0.372	0.223	0
ZINC03974221_81	Trypsin_3.sq	251	0.595	0.396	0.199	0
ZINC03775827_13	Trypsin_3.sq	252	0.594	0.390	0.204	0
ZINC04627706_9	Trypsin_3.sq	253	0.594	0.342	0.252	0
ZINC00906589_39	Trypsin_3.sq	254	0.594	0.407	0.188	0
ZINC03974842_55	Trypsin_3.sq	255	0.594	0.389	0.206	0
ZINC03841625_136	Trypsin_3.sq	256	0.594	0.399	0.195	0
ZINC03838228_8	Trypsin_3.sq	257	0.594	0.359	0.234	0
ZINC03345168_21	Trypsin_3.sq	258	0.594	0.398	0.196	0
ZINC00974236_5	Trypsin_3.sq	259	0.594	0.349	0.244	0
ZINC01548103_134	Trypsin_3.sq	260	0.594	0.365	0.229	0
ZINC03834111_195	Trypsin_3.sq	261	0.593	0.367	0.226	1
ZINC02129135_81	Trypsin_3.sq	262	0.593	0.368	0.225	0
ZINC02135326_52	Trypsin_3.sq	263	0.593	0.388	0.205	0
ZINC02160725_156	Trypsin_3.sq	264	0.593	0.392	0.202	0
ZINC03345168_182	Trypsin_3.sq	265	0.593	0.430	0.163	0
ZINC02128933_71	Trypsin_3.sq	266	0.593	0.360	0.233	0
ZINC03840228_186	Trypsin_3.sq	267	0.593	0.362	0.231	0
ZINC03838231_164	Trypsin_3.sq	268	0.593	0.343	0.250	0
ZINC03819919_98	Trypsin_3.sq	269	0.593	0.398	0.195	0
ZINC02712483_94	Trypsin_3.sq	270	0.593	0.407	0.186	0
ZINC02860446_120	Trypsin_3.sq	271	0.593	0.381	0.211	0
ZINC03834149_126	Trypsin_3.sq	272	0.592	0.411	0.181	1
ZINC03867649_24	Trypsin_3.sq	273	0.592	0.375	0.218	0
ZINC03987407_19	Trypsin_3.sq	274	0.592	0.339	0.254	0
ZINC03528794_115	Trypsin_3.sq	275	0.592	0.397	0.195	0
ZINC02138809_154	Trypsin_3.sq	276	0.592	0.362	0.230	0
ZINC02132098_169	Trypsin_3.sq	277	0.592	0.361	0.231	0
ZINC03841649_140	Trypsin_3.sq	278	0.592	0.401	0.191	0
ZINC03840224_170	Trypsin_3.sq	279	0.592	0.358	0.233	0
ZINC00852447_60	Trypsin_3.sq	280	0.591	0.400	0.190	0
ZINC00593049_185	Trypsin_3.sq	281	0.591	0.396	0.194	0
ZINC04004468_120	Trypsin_3.sq	282	0.591	0.375	0.216	0
ZINC00576565_38	Trypsin_3.sq	283	0.591	0.407	0.184	0
ZINC03834119_30	Trypsin_3.sq	284	0.590	0.384	0.206	1
ZINC03834124_159	Trypsin_3.sq	285	0.590	0.388	0.202	1
ZINC02129008_69	Trypsin_3.sq	286	0.590	0.409	0.181	0
ZINC03344411_56	Trypsin_3.sq	287	0.590	0.418	0.172	0
ZINC01834069_62	Trypsin_3.sq	288	0.590	0.419	0.172	0
ZINC03988711_37	Trypsin_3.sq	289	0.590	0.386	0.204	0
ZINC03841655_147	Trypsin_3.sq	290	0.590	0.404	0.186	0
ZINC03819921_45	Trypsin_3.sq	291	0.590	0.391	0.199	0
ZINC01491246_154	Trypsin_3.sq	292	0.590	0.415	0.175	0
ZINC03834123_113	Trypsin_3.sq	293	0.589	0.361	0.228	1
ZINC03834132_48	Trypsin_3.sq	294	0.589	0.397	0.191	1
ZINC02131329_12	Trypsin_3.sq	295	0.589	0.384	0.206	0
ZINC03819918_152	Trypsin_3.sq	296	0.589	0.382	0.207	0
ZINC03933542_141	Trypsin_3.sq	297	0.589	0.425	0.164	0
ZINC04636388_79	Trypsin_3.sq	298	0.589	0.377	0.212	0
ZINC03977049_197	Trypsin_3.sq	299	0.589	0.428	0.161	0
ZINC03840225_144	Trypsin_3.sq	300	0.588	0.353	0.235	0
ZINC03890266_143	Trypsin_3.sq	301	0.588	0.423	0.166	0
ZINC02663356_75	Trypsin_3.sq	302	0.588	0.347	0.241	0
ZINC02135330_179	Trypsin_3.sq	303	0.588	0.359	0.229	0
ZINC02136682_79	Trypsin_3.sq	304	0.588	0.391	0.197	0
ZINC03838510_85	Trypsin_3.sq	305	0.588	0.364	0.224	0
ZINC01631479_171	Trypsin_3.sq	306	0.588	0.439	0.149	0
ZINC04355704_1	Trypsin_3.sq	307	0.588	0.391	0.197	0
ZINC01548257_111	Trypsin_3.sq	308	0.588	0.366	0.221	0
ZINC03977105_99	Trypsin_3.sq	309	0.588	0.413	0.175	0
ZINC03819389_134	Trypsin_3.sq	310	0.588	0.428	0.160	0
ZINC03834118_154	Trypsin_3.sq	311	0.587	0.352	0.235	1
ZINC01549974_151	Trypsin_3.sq	312	0.587	0.317	0.270	0
ZINC04222240_146	Trypsin_3.sq	313	0.587	0.436	0.152	0
ZINC02128935_125	Trypsin_3.sq	314	0.587	0.409	0.178	0
ZINC03819919_116	Trypsin_3.sq	315	0.587	0.396	0.191	0
ZINC01553076_97	Trypsin_3.sq	316	0.587	0.339	0.248	0
ZINC03840482_20	Trypsin_3.sq	317	0.587	0.401	0.185	0
ZINC03870745_156	Trypsin_3.sq	318	0.587	0.363	0.224	0
ZINC03933860_104	Trypsin_3.sq	319	0.587	0.342	0.244	0
ZINC02161467_136	Trypsin_3.sq	320	0.587	0.419	0.168	0
ZINC03834152_162	Trypsin_3.sq	321	0.586	0.396	0.190	1
ZINC01549763_156	Trypsin_3.sq	322	0.586	0.349	0.238	0
ZINC03828592_157	Trypsin_3.sq	323	0.586	0.353	0.233	0
ZINC03839227_196	Trypsin_3.sq	324	0.586	0.395	0.191	0
ZINC04222194_98	Trypsin_3.sq	325	0.586	0.416	0.170	0
ZINC02128936_30	Trypsin_3.sq	326	0.586	0.376	0.210	0
ZINC03819921_129	Trypsin_3.sq	327	0.586	0.406	0.179	0
ZINC02663357_155	Trypsin_3.sq	328	0.586	0.356	0.230	0
ZINC02128934_193	Trypsin_3.sq	329	0.586	0.396	0.189	0
ZINC02712629_196	Trypsin_3.sq	330	0.586	0.416	0.170	0
ZINC00974236_14	Trypsin_3.sq	331	0.586	0.349	0.236	0
ZINC02131954_60	Trypsin_3.sq	332	0.585	0.422	0.164	0
ZINC03791571_60	Trypsin_3.sq	333	0.585	0.342	0.244	0
ZINC03831725_67	Trypsin_3.sq	334	0.585	0.365	0.221	0
ZINC03818733_171	Trypsin_3.sq	335	0.585	0.429	0.156	0
ZINC03406204_139	Trypsin_3.sq	336	0.585	0.389	0.196	0
ZINC03840473_48	Trypsin_3.sq	337	0.585	0.370	0.215	0
ZINC03818898_104	Trypsin_3.sq	338	0.585	0.389	0.196	0
ZINC03263404_113	Trypsin_3.sq	339	0.585	0.418	0.167	0
ZINC02959464_101	Trypsin_3.sq	340	0.585	0.356	0.229	0
ZINC02408724_193	Trypsin_3.sq	341	0.585	0.392	0.193	0
ZINC02134297_137	Trypsin_3.sq	342	0.585	0.411	0.173	0
ZINC02372106_185	Trypsin_3.sq	343	0.585	0.411	0.173	0
ZINC03779518_33	Trypsin_3.sq	344	0.585	0.349	0.236	0
ZINC03982648_39	Trypsin_3.sq	345	0.585	0.358	0.226	0
ZINC03840219_65	Trypsin_3.sq	346	0.585	0.348	0.237	0
ZINC03834116_111	Trypsin_3.sq	347	0.584	0.412	0.172	1
ZINC03987021_74	Trypsin_3.sq	348	0.584	0.415	0.170	0
ZINC03841662_164	Trypsin_3.sq	349	0.584	0.381	0.204	0
ZINC03439248_175	Trypsin_3.sq	350	0.584	0.358	0.226	0
ZINC02203105_193	Trypsin_3.sq	351	0.584	0.392	0.193	0
ZINC02656478_124	Trypsin_3.sq	352	0.584	0.418	0.167	0
ZINC03890173_134	Trypsin_3.sq	353	0.584	0.412	0.173	0
ZINC04147305_56	Trypsin_3.sq	354	0.584	0.404	0.181	0
ZINC03917353_191	Trypsin_3.sq	355	0.584	0.362	0.222	0
ZINC03571166_29	Trypsin_3.sq	356	0.584	0.425	0.159	0
ZINC03368314_71	Trypsin_3.sq	357	0.584	0.413	0.171	0
ZINC03973552_35	Trypsin_3.sq	358	0.584	0.430	0.154	0
ZINC03405873_127	Trypsin_3.sq	359	0.584	0.388	0.195	0
ZINC01549839_37	Trypsin_3.sq	360	0.584	0.354	0.230	0
ZINC02572664_110	Trypsin_3.sq	361	0.584	0.340	0.243	0
ZINC02136688_97	Trypsin_3.sq	362	0.584	0.386	0.198	0
ZINC03968466_131	Trypsin_3.sq	363	0.583	0.435	0.149	0
ZINC03775827_12	Trypsin_3.sq	364	0.583	0.378	0.205	0
ZINC03919155_14	Trypsin_3.sq	365	0.583	0.376	0.207	0
ZINC03842255_165	Trypsin_3.sq	366	0.583	0.406	0.177	0
ZINC03817650_93	Trypsin_3.sq	367	0.583	0.389	0.194	0
ZINC03977164_194	Trypsin_3.sq	368	0.583	0.435	0.148	0
ZINC04464507_17	Trypsin_3.sq	369	0.583	0.415	0.168	0
ZINC02129855_71	Trypsin_3.sq	370	0.583	0.380	0.203	0
ZINC03851510_142	Trypsin_3.sq	371	0.583	0.392	0.191	0
ZINC03874450_186	Trypsin_3.sq	372	0.583	0.402	0.180	0
ZINC03834176_106	Trypsin_3.sq	373	0.582	0.367	0.215	1
ZINC04110642_24	Trypsin_3.sq	374	0.582	0.401	0.182	0
ZINC03818733_41	Trypsin_3.sq	375	0.582	0.424	0.158	0
