Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	Active
ZINC03933860_176	Trypsin_2.sq	147	0.554	0.453	0.101	0
ZINC04237001_59	Trypsin_2.sq	148	0.554	0.457	0.097	0
ZINC02654819_57	Trypsin_2.sq	149	0.554	0.428	0.126	0
ZINC03977132_139	Trypsin_2.sq	150	0.554	0.437	0.117	0
ZINC02712629_89	Trypsin_2.sq	151	0.553	0.402	0.151	0
ZINC03841097_40	Trypsin_2.sq	152	0.553	0.452	0.101	0
ZINC03791681_114	Trypsin_2.sq	153	0.553	0.364	0.189	0
ZINC03981634_165	Trypsin_2.sq	154	0.553	0.432	0.120	0
ZINC03841071_34	Trypsin_2.sq	155	0.553	0.429	0.124	0
ZINC03185845_16	Trypsin_2.sq	156	0.552	0.420	0.133	0
ZINC04222240_146	Trypsin_2.sq	157	0.552	0.449	0.104	0
ZINC03987620_46	Trypsin_2.sq	158	0.552	0.460	0.092	0
ZINC03841661_170	Trypsin_2.sq	159	0.552	0.444	0.108	0
ZINC03840213_147	Trypsin_2.sq	160	0.552	0.377	0.175	0
ZINC01854025_46	Trypsin_2.sq	161	0.552	0.433	0.119	0
ZINC02520769_102	Trypsin_2.sq	162	0.552	0.429	0.123	0
ZINC03791571_140	Trypsin_2.sq	163	0.552	0.362	0.190	0
ZINC04004628_146	Trypsin_2.sq	164	0.552	0.437	0.115	0
ZINC03959484_35	Trypsin_2.sq	165	0.552	0.415	0.136	0
ZINC03834122_111	Trypsin_2.sq	166	0.551	0.416	0.135	1
ZINC02402354_26	Trypsin_2.sq	167	0.551	0.411	0.140	0
ZINC02866540_153	Trypsin_2.sq	168	0.550	0.479	0.071	0
ZINC03987021_94	Trypsin_2.sq	169	0.550	0.409	0.141	0
ZINC04215208_7	Trypsin_2.sq	170	0.550	0.393	0.157	0
ZINC02700304_199	Trypsin_2.sq	171	0.550	0.416	0.134	0
ZINC03545191_107	Trypsin_2.sq	172	0.550	0.426	0.124	0
ZINC03834152_162	Trypsin_2.sq	173	0.549	0.411	0.139	1
ZINC03834123_85	Trypsin_2.sq	174	0.549	0.435	0.113	1
ZINC03852887_131	Trypsin_2.sq	175	0.549	0.438	0.111	0
ZINC03960308_181	Trypsin_2.sq	176	0.549	0.407	0.141	0
ZINC03852886_38	Trypsin_2.sq	177	0.549	0.433	0.116	0
ZINC03818476_185	Trypsin_2.sq	178	0.549	0.451	0.098	0
ZINC01882071_101	Trypsin_2.sq	179	0.549	0.420	0.129	0
ZINC03834126_78	Trypsin_2.sq	180	0.548	0.418	0.129	1
ZINC02242819_22	Trypsin_2.sq	181	0.548	0.420	0.128	0
ZINC03987625_89	Trypsin_2.sq	182	0.548	0.462	0.086	0
ZINC03785211_72	Trypsin_2.sq	183	0.548	0.419	0.130	0
ZINC00587714_168	Trypsin_2.sq	184	0.548	0.399	0.149	0
ZINC03633199_123	Trypsin_2.sq	185	0.548	0.432	0.116	0
ZINC03952614_90	Trypsin_2.sq	186	0.548	0.399	0.149	0
ZINC03834116_121	Trypsin_2.sq	187	0.547	0.436	0.111	1
ZINC03819919_124	Trypsin_2.sq	188	0.547	0.423	0.124	0
ZINC02138804_107	Trypsin_2.sq	189	0.547	0.405	0.142	0
ZINC03269986_93	Trypsin_2.sq	190	0.547	0.424	0.123	0
ZINC03841643_151	Trypsin_2.sq	191	0.547	0.445	0.102	0
ZINC00603072_178	Trypsin_2.sq	192	0.547	0.392	0.155	0
ZINC03974617_87	Trypsin_2.sq	193	0.547	0.463	0.084	0
ZINC04004342_139	Trypsin_2.sq	194	0.547	0.423	0.124	0
ZINC02665348_178	Trypsin_2.sq	195	0.546	0.432	0.114	0
ZINC03819918_50	Trypsin_2.sq	196	0.546	0.403	0.143	0
ZINC02572664_171	Trypsin_2.sq	197	0.546	0.415	0.131	0
ZINC03815825_49	Trypsin_2.sq	198	0.545	0.390	0.156	1
ZINC03938551_146	Trypsin_2.sq	199	0.545	0.392	0.154	0
ZINC02596318_49	Trypsin_2.sq	200	0.545	0.433	0.112	0
ZINC03819987_29	Trypsin_2.sq	201	0.545	0.442	0.103	0
ZINC03633154_116	Trypsin_2.sq	202	0.545	0.438	0.107	0
ZINC02663357_93	Trypsin_2.sq	203	0.545	0.384	0.160	0
ZINC03933859_65	Trypsin_2.sq	204	0.545	0.442	0.103	0
ZINC04222242_177	Trypsin_2.sq	205	0.544	0.437	0.107	0
ZINC02336300_177	Trypsin_2.sq	206	0.544	0.404	0.140	0
ZINC02974135_181	Trypsin_2.sq	207	0.543	0.459	0.084	0
ZINC01875803_48	Trypsin_2.sq	208	0.543	0.432	0.111	0
ZINC01760987_182	Trypsin_2.sq	209	0.543	0.410	0.132	0
ZINC03820719_191	Trypsin_2.sq	210	0.542	0.424	0.119	0
ZINC03819377_130	Trypsin_2.sq	211	0.542	0.430	0.112	0
ZINC01902817_13	Trypsin_2.sq	212	0.542	0.353	0.189	0
ZINC00814141_87	Trypsin_2.sq	213	0.542	0.438	0.104	0
ZINC04392031_125	Trypsin_2.sq	214	0.542	0.410	0.132	0
ZINC02130564_53	Trypsin_2.sq	215	0.542	0.405	0.137	0
ZINC03834143_10	Trypsin_2.sq	216	0.541	0.410	0.131	1
ZINC03925788_126	Trypsin_2.sq	217	0.541	0.429	0.113	0
ZINC03599114_107	Trypsin_2.sq	218	0.541	0.437	0.104	0
ZINC03779518_43	Trypsin_2.sq	219	0.541	0.402	0.139	0
ZINC02860445_193	Trypsin_2.sq	220	0.541	0.467	0.074	0
ZINC02450633_11	Trypsin_2.sq	221	0.541	0.430	0.110	0
ZINC04359876_177	Trypsin_2.sq	222	0.541	0.385	0.155	0
ZINC03959472_157	Trypsin_2.sq	223	0.540	0.387	0.153	0
ZINC00576565_21	Trypsin_2.sq	224	0.540	0.407	0.133	0
ZINC03959476_179	Trypsin_2.sq	225	0.539	0.374	0.165	0
ZINC04410159_71	Trypsin_2.sq	226	0.539	0.415	0.124	0
ZINC02160908_121	Trypsin_2.sq	227	0.539	0.413	0.126	0
ZINC01909079_187	Trypsin_2.sq	228	0.539	0.399	0.140	0
ZINC03640529_0	Trypsin_2.sq	229	0.539	0.448	0.091	0
ZINC04185339_12	Trypsin_2.sq	230	0.539	0.411	0.128	0
ZINC01536002_41	Trypsin_2.sq	231	0.539	0.427	0.112	0
ZINC03226787_158	Trypsin_2.sq	232	0.539	0.409	0.130	0
ZINC03815825_24	Trypsin_2.sq	233	0.538	0.398	0.140	1
ZINC03928143_100	Trypsin_2.sq	234	0.538	0.401	0.138	0
ZINC03819987_50	Trypsin_2.sq	235	0.538	0.440	0.098	0
ZINC03987407_4	Trypsin_2.sq	236	0.538	0.347	0.191	0
ZINC02604896_26	Trypsin_2.sq	237	0.538	0.430	0.109	0
ZINC02138807_181	Trypsin_2.sq	238	0.538	0.390	0.148	0
ZINC04001519_73	Trypsin_2.sq	239	0.538	0.382	0.156	0
ZINC03818733_103	Trypsin_2.sq	240	0.538	0.454	0.084	0
ZINC03818733_103	Trypsin_2.sq	241	0.538	0.454	0.084	0
ZINC02222762_154	Trypsin_2.sq	242	0.537	0.432	0.105	0
ZINC03974221_97	Trypsin_2.sq	243	0.537	0.412	0.125	0
ZINC04360805_137	Trypsin_2.sq	244	0.537	0.429	0.107	0
ZINC02639675_37	Trypsin_2.sq	245	0.537	0.441	0.096	0
ZINC04185341_12	Trypsin_2.sq	246	0.537	0.412	0.124	0
ZINC03933542_166	Trypsin_2.sq	247	0.536	0.442	0.094	0
ZINC03323428_68	Trypsin_2.sq	248	0.536	0.396	0.140	0
ZINC03874144_190	Trypsin_2.sq	249	0.536	0.349	0.187	0
ZINC03817194_162	Trypsin_2.sq	250	0.536	0.436	0.100	0
ZINC01548784_53	Trypsin_2.sq	251	0.536	0.414	0.122	0
ZINC02860446_131	Trypsin_2.sq	252	0.536	0.441	0.095	0
ZINC02416080_172	Trypsin_2.sq	253	0.536	0.446	0.090	0
ZINC02203296_98	Trypsin_2.sq	254	0.536	0.440	0.095	0
ZINC03670346_136	Trypsin_2.sq	255	0.536	0.434	0.101	0
ZINC02700310_109	Trypsin_2.sq	256	0.536	0.426	0.110	0
ZINC04001504_182	Trypsin_2.sq	257	0.536	0.430	0.106	0
ZINC03834144_179	Trypsin_2.sq	258	0.535	0.407	0.128	1
ZINC02192462_77	Trypsin_2.sq	259	0.535	0.440	0.095	0
ZINC03874141_73	Trypsin_2.sq	260	0.535	0.359	0.176	0
ZINC02126774_196	Trypsin_2.sq	261	0.535	0.405	0.130	0
ZINC00767140_145	Trypsin_2.sq	262	0.535	0.447	0.088	0
ZINC03311922_9	Trypsin_2.sq	263	0.535	0.397	0.138	0
ZINC03831725_139	Trypsin_2.sq	264	0.535	0.387	0.148	0
ZINC02637101_192	Trypsin_2.sq	265	0.534	0.428	0.106	0
ZINC03839227_56	Trypsin_2.sq	266	0.534	0.389	0.145	0
ZINC03816728_158	Trypsin_2.sq	267	0.534	0.362	0.172	0
ZINC03874136_90	Trypsin_2.sq	268	0.534	0.415	0.119	0
ZINC03842080_162	Trypsin_2.sq	269	0.534	0.388	0.146	0
ZINC03819224_177	Trypsin_2.sq	270	0.534	0.372	0.162	0
ZINC03834153_128	Trypsin_2.sq	271	0.533	0.404	0.129	1
ZINC00852447_190	Trypsin_2.sq	272	0.533	0.419	0.114	0
ZINC02368624_194	Trypsin_2.sq	273	0.533	0.435	0.098	0
ZINC03840233_157	Trypsin_2.sq	274	0.533	0.387	0.146	0
ZINC01552869_182	Trypsin_2.sq	275	0.533	0.399	0.134	0
ZINC01550309_143	Trypsin_2.sq	276	0.533	0.359	0.174	0
ZINC03670389_55	Trypsin_2.sq	277	0.533	0.429	0.104	0
ZINC03933860_175	Trypsin_2.sq	278	0.533	0.455	0.078	0
ZINC04382511_104	Trypsin_2.sq	279	0.533	0.460	0.072	0
ZINC03840482_23	Trypsin_2.sq	280	0.533	0.425	0.108	0
ZINC02968910_77	Trypsin_2.sq	281	0.533	0.425	0.108	0
ZINC03834141_135	Trypsin_2.sq	282	0.532	0.384	0.148	1
ZINC03633177_113	Trypsin_2.sq	283	0.532	0.422	0.110	0
ZINC04001506_50	Trypsin_2.sq	284	0.532	0.407	0.125	0
ZINC02700313_138	Trypsin_2.sq	285	0.532	0.425	0.107	0
ZINC02349120_35	Trypsin_2.sq	286	0.532	0.396	0.136	0
ZINC04147305_89	Trypsin_2.sq	287	0.532	0.449	0.083	0
ZINC04356859_48	Trypsin_2.sq	288	0.532	0.426	0.105	0
ZINC03517673_154	Trypsin_2.sq	289	0.532	0.436	0.095	0
ZINC01902820_56	Trypsin_2.sq	290	0.531	0.430	0.101	0
ZINC02388022_57	Trypsin_2.sq	291	0.531	0.419	0.112	0
ZINC04147161_51	Trypsin_2.sq	292	0.531	0.363	0.168	0
ZINC03938550_113	Trypsin_2.sq	293	0.531	0.415	0.117	0
ZINC04392549_185	Trypsin_2.sq	294	0.531	0.379	0.152	0
ZINC02130840_124	Trypsin_2.sq	295	0.531	0.420	0.111	0
ZINC03816461_182	Trypsin_2.sq	296	0.531	0.377	0.154	0
ZINC00581841_132	Trypsin_2.sq	297	0.531	0.390	0.141	0
ZINC04619282_14	Trypsin_2.sq	298	0.531	0.426	0.104	0
ZINC02640284_113	Trypsin_2.sq	299	0.531	0.435	0.095	0
ZINC02965443_185	Trypsin_2.sq	300	0.531	0.436	0.094	0
ZINC01549764_189	Trypsin_2.sq	301	0.531	0.419	0.112	0
ZINC03834156_121	Trypsin_2.sq	302	0.530	0.405	0.125	1
ZINC04260555_85	Trypsin_2.sq	303	0.530	0.426	0.104	0
ZINC03977101_30	Trypsin_2.sq	304	0.530	0.406	0.125	0
ZINC03933545_129	Trypsin_2.sq	305	0.530	0.434	0.096	0
ZINC03987853_29	Trypsin_2.sq	306	0.530	0.404	0.126	0
ZINC02382511_147	Trypsin_2.sq	307	0.530	0.433	0.098	0
ZINC03820048_135	Trypsin_2.sq	308	0.530	0.411	0.119	0
ZINC03841635_129	Trypsin_2.sq	309	0.530	0.428	0.102	0
ZINC03889997_29	Trypsin_2.sq	310	0.530	0.404	0.126	0
ZINC03990230_176	Trypsin_2.sq	311	0.530	0.395	0.135	0
ZINC03429542_124	Trypsin_2.sq	312	0.530	0.434	0.095	0
ZINC03980052_115	Trypsin_2.sq	313	0.529	0.434	0.095	0
ZINC03819390_125	Trypsin_2.sq	314	0.529	0.404	0.125	0
ZINC03928465_144	Trypsin_2.sq	315	0.529	0.390	0.140	0
ZINC02129134_199	Trypsin_2.sq	316	0.529	0.374	0.156	0
ZINC03842084_172	Trypsin_2.sq	317	0.529	0.451	0.078	0
ZINC02970930_167	Trypsin_2.sq	318	0.529	0.452	0.077	0
ZINC03819381_133	Trypsin_2.sq	319	0.529	0.417	0.112	0
ZINC00576566_84	Trypsin_2.sq	320	0.529	0.383	0.145	0
ZINC04185377_30	Trypsin_2.sq	321	0.529	0.417	0.111	0
ZINC03891132_154	Trypsin_2.sq	322	0.528	0.412	0.117	0
ZINC04355470_187	Trypsin_2.sq	323	0.528	0.398	0.131	0
ZINC03987619_119	Trypsin_2.sq	324	0.528	0.443	0.085	0
ZINC01631658_95	Trypsin_2.sq	325	0.528	0.435	0.094	0
ZINC03652389_154	Trypsin_2.sq	326	0.528	0.424	0.104	0
ZINC03928139_31	Trypsin_2.sq	327	0.528	0.394	0.134	0
ZINC03840253_80	Trypsin_2.sq	328	0.528	0.376	0.152	0
ZINC03842083_125	Trypsin_2.sq	329	0.528	0.379	0.149	0
ZINC03867367_196	Trypsin_2.sq	330	0.528	0.433	0.095	0
ZINC03828592_26	Trypsin_2.sq	331	0.527	0.373	0.154	0
ZINC03977175_72	Trypsin_2.sq	332	0.527	0.454	0.073	0
ZINC03352883_172	Trypsin_2.sq	333	0.527	0.380	0.147	0
ZINC02952070_196	Trypsin_2.sq	334	0.527	0.402	0.126	0
ZINC03232400_135	Trypsin_2.sq	335	0.527	0.415	0.112	0
ZINC02025209_86	Trypsin_2.sq	336	0.527	0.426	0.101	0
ZINC03933416_136	Trypsin_2.sq	337	0.527	0.386	0.141	0
ZINC02973482_91	Trypsin_2.sq	338	0.527	0.434	0.093	0
ZINC02973482_86	Trypsin_2.sq	339	0.527	0.436	0.091	0
ZINC03891134_177	Trypsin_2.sq	340	0.527	0.401	0.126	0
ZINC03942063_91	Trypsin_2.sq	341	0.527	0.425	0.101	0
ZINC01372730_148	Trypsin_2.sq	342	0.527	0.419	0.108	0
ZINC03840237_133	Trypsin_2.sq	343	0.527	0.398	0.129	0
ZINC03891143_62	Trypsin_2.sq	344	0.526	0.447	0.080	0
ZINC02964627_195	Trypsin_2.sq	345	0.526	0.437	0.090	0
ZINC03990238_139	Trypsin_2.sq	346	0.526	0.447	0.079	0
ZINC03840236_149	Trypsin_2.sq	347	0.526	0.390	0.136	0
ZINC03852886_121	Trypsin_2.sq	348	0.526	0.423	0.102	0
ZINC03914355_90	Trypsin_2.sq	349	0.526	0.412	0.114	0
ZINC04465016_28	Trypsin_2.sq	350	0.526	0.416	0.110	0
ZINC03890485_28	Trypsin_2.sq	351	0.526	0.416	0.110	0
ZINC01551979_33	Trypsin_2.sq	352	0.526	0.385	0.141	0
ZINC02517180_40	Trypsin_2.sq	353	0.526	0.426	0.099	0
ZINC04400050_133	Trypsin_2.sq	354	0.526	0.413	0.113	0
ZINC03890017_136	Trypsin_2.sq	355	0.526	0.413	0.113	0
ZINC01549838_166	Trypsin_2.sq	356	0.525	0.417	0.109	0
ZINC01821866_67	Trypsin_2.sq	357	0.525	0.453	0.072	0
ZINC03670334_53	Trypsin_2.sq	358	0.525	0.458	0.067	0
ZINC02700308_198	Trypsin_2.sq	359	0.525	0.409	0.116	0
ZINC03820048_40	Trypsin_2.sq	360	0.525	0.410	0.115	0
ZINC00842700_123	Trypsin_2.sq	361	0.525	0.435	0.090	0
ZINC03834111_166	Trypsin_2.sq	362	0.524	0.360	0.164	1
ZINC02375333_124	Trypsin_2.sq	363	0.524	0.401	0.124	0
ZINC03919155_146	Trypsin_2.sq	364	0.524	0.384	0.141	0
ZINC03977400_127	Trypsin_2.sq	365	0.524	0.426	0.098	0
ZINC03368314_28	Trypsin_2.sq	366	0.524	0.407	0.117	0
ZINC04001541_103	Trypsin_2.sq	367	0.524	0.393	0.131	0
ZINC03980155_154	Trypsin_2.sq	368	0.524	0.415	0.109	0
ZINC04383614_11	Trypsin_2.sq	369	0.523	0.388	0.136	0
ZINC03671448_84	Trypsin_2.sq	370	0.523	0.433	0.090	0
ZINC03852887_125	Trypsin_2.sq	371	0.523	0.436	0.087	0
ZINC03948081_103	Trypsin_2.sq	372	0.523	0.399	0.124	0
ZINC02975581_150	Trypsin_2.sq	373	0.523	0.388	0.135	0
ZINC00902581_101	Trypsin_2.sq	374	0.523	0.422	0.102	0
ZINC00842694_136	Trypsin_2.sq	375	0.523	0.427	0.096	0
