Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	Active
ZINC03938554_145	Trypsin_1.sq	68	0.632	0.428	0.204	0
ZINC03670346_197	Trypsin_1.sq	69	0.631	0.478	0.153	0
ZINC01903301_119	Trypsin_1.sq	70	0.631	0.471	0.160	0
ZINC03874141_73	Trypsin_1.sq	71	0.631	0.374	0.257	0
ZINC03819383_26	Trypsin_1.sq	72	0.630	0.409	0.222	0
ZINC03870904_56	Trypsin_1.sq	73	0.630	0.443	0.187	0
ZINC03942063_184	Trypsin_1.sq	74	0.630	0.374	0.256	0
ZINC02138804_139	Trypsin_1.sq	75	0.630	0.434	0.196	0
ZINC03811853_123	Trypsin_1.sq	76	0.630	0.481	0.149	0
ZINC03779518_37	Trypsin_1.sq	77	0.630	0.465	0.165	0
ZINC03977105_47	Trypsin_1.sq	78	0.630	0.509	0.121	0
ZINC03952614_163	Trypsin_1.sq	79	0.630	0.416	0.213	0
ZINC02131328_76	Trypsin_1.sq	80	0.630	0.438	0.192	0
ZINC03981634_165	Trypsin_1.sq	81	0.630	0.437	0.192	0
ZINC03832370_39	Trypsin_1.sq	82	0.629	0.375	0.254	1
ZINC03342986_52	Trypsin_1.sq	83	0.629	0.450	0.180	0
ZINC02130616_174	Trypsin_1.sq	84	0.629	0.449	0.179	0
ZINC02129136_158	Trypsin_1.sq	85	0.629	0.432	0.197	0
ZINC03834156_66	Trypsin_1.sq	86	0.628	0.446	0.183	1
ZINC02138945_150	Trypsin_1.sq	87	0.628	0.428	0.200	0
ZINC02221823_149	Trypsin_1.sq	88	0.628	0.402	0.226	0
ZINC03977049_84	Trypsin_1.sq	89	0.628	0.495	0.133	0
ZINC03406200_124	Trypsin_1.sq	90	0.628	0.427	0.201	0
ZINC01631479_163	Trypsin_1.sq	91	0.628	0.449	0.178	0
ZINC02221826_192	Trypsin_1.sq	92	0.626	0.420	0.206	0
ZINC03834124_159	Trypsin_1.sq	93	0.625	0.460	0.166	1
ZINC03834144_131	Trypsin_1.sq	94	0.625	0.387	0.238	1
ZINC04248899_75	Trypsin_1.sq	95	0.625	0.390	0.235	0
ZINC02135333_152	Trypsin_1.sq	96	0.625	0.449	0.175	0
ZINC02700308_42	Trypsin_1.sq	97	0.625	0.456	0.168	0
ZINC02138251_4	Trypsin_1.sq	98	0.624	0.422	0.202	0
ZINC02138807_150	Trypsin_1.sq	99	0.623	0.447	0.176	0
ZINC03185845_186	Trypsin_1.sq	100	0.623	0.407	0.216	0
ZINC02126774_96	Trypsin_1.sq	101	0.623	0.431	0.192	0
ZINC03891134_168	Trypsin_1.sq	102	0.622	0.418	0.204	0
ZINC03368208_136	Trypsin_1.sq	103	0.622	0.422	0.200	0
ZINC03819377_130	Trypsin_1.sq	104	0.622	0.416	0.206	0
ZINC03670334_53	Trypsin_1.sq	105	0.622	0.492	0.130	0
ZINC00906587_124	Trypsin_1.sq	106	0.622	0.425	0.197	0
ZINC03959458_46	Trypsin_1.sq	107	0.622	0.431	0.191	0
ZINC01537299_45	Trypsin_1.sq	108	0.622	0.413	0.209	0
ZINC03834125_184	Trypsin_1.sq	109	0.621	0.441	0.180	1
ZINC03538146_80	Trypsin_1.sq	110	0.621	0.403	0.218	0
ZINC02974135_174	Trypsin_1.sq	111	0.621	0.451	0.170	0
ZINC04185339_17	Trypsin_1.sq	112	0.621	0.424	0.197	0
ZINC03517673_154	Trypsin_1.sq	113	0.621	0.441	0.180	0
ZINC03368428_184	Trypsin_1.sq	114	0.621	0.432	0.189	0
ZINC03874810_134	Trypsin_1.sq	115	0.621	0.449	0.171	0
ZINC03955054_97	Trypsin_1.sq	116	0.621	0.435	0.186	0
ZINC03973552_174	Trypsin_1.sq	117	0.621	0.421	0.200	0
ZINC03834152_107	Trypsin_1.sq	118	0.620	0.393	0.227	1
ZINC03344380_36	Trypsin_1.sq	119	0.620	0.402	0.219	0
ZINC02135326_139	Trypsin_1.sq	120	0.620	0.421	0.199	0
ZINC04185341_16	Trypsin_1.sq	121	0.620	0.425	0.195	0
ZINC04001514_44	Trypsin_1.sq	122	0.620	0.396	0.224	0
ZINC01882072_41	Trypsin_1.sq	123	0.620	0.416	0.204	0
ZINC01631479_122	Trypsin_1.sq	124	0.620	0.455	0.165	0
ZINC03841621_177	Trypsin_1.sq	125	0.620	0.467	0.152	0
ZINC03368314_115	Trypsin_1.sq	126	0.620	0.432	0.188	0
ZINC03263404_113	Trypsin_1.sq	127	0.620	0.434	0.185	0
ZINC02663357_79	Trypsin_1.sq	128	0.619	0.362	0.257	0
ZINC00770143_44	Trypsin_1.sq	129	0.619	0.483	0.137	0
ZINC03818476_187	Trypsin_1.sq	130	0.619	0.456	0.163	0
ZINC03670389_185	Trypsin_1.sq	131	0.619	0.476	0.144	0
ZINC03819224_46	Trypsin_1.sq	132	0.619	0.402	0.217	0
ZINC03342986_27	Trypsin_1.sq	133	0.619	0.458	0.161	0
ZINC04215208_20	Trypsin_1.sq	134	0.618	0.444	0.174	0
ZINC03867942_188	Trypsin_1.sq	135	0.618	0.388	0.230	0
ZINC04222242_49	Trypsin_1.sq	136	0.618	0.460	0.159	0
ZINC02712537_157	Trypsin_1.sq	137	0.618	0.448	0.170	0
ZINC02136688_181	Trypsin_1.sq	138	0.618	0.410	0.208	0
ZINC03842250_74	Trypsin_1.sq	139	0.617	0.399	0.218	0
ZINC02663356_59	Trypsin_1.sq	140	0.617	0.403	0.214	0
ZINC03790011_41	Trypsin_1.sq	141	0.617	0.468	0.149	0
ZINC03429542_87	Trypsin_1.sq	142	0.617	0.408	0.209	0
ZINC02127290_127	Trypsin_1.sq	143	0.617	0.466	0.151	0
ZINC03841646_184	Trypsin_1.sq	144	0.616	0.439	0.177	0
ZINC04222240_27	Trypsin_1.sq	145	0.616	0.460	0.155	0
ZINC03790022_73	Trypsin_1.sq	146	0.616	0.470	0.146	0
ZINC03368257_53	Trypsin_1.sq	147	0.615	0.428	0.187	0
ZINC01372730_11	Trypsin_1.sq	148	0.615	0.418	0.197	0
ZINC02700318_163	Trypsin_1.sq	149	0.615	0.451	0.164	0
ZINC03870745_125	Trypsin_1.sq	150	0.615	0.424	0.191	0
ZINC03530599_171	Trypsin_1.sq	151	0.615	0.427	0.187	0
ZINC03344389_89	Trypsin_1.sq	152	0.614	0.426	0.188	0
ZINC02128933_102	Trypsin_1.sq	153	0.614	0.426	0.188	0
ZINC03342986_20	Trypsin_1.sq	154	0.614	0.450	0.164	0
ZINC01536002_41	Trypsin_1.sq	155	0.614	0.430	0.183	0
ZINC03834181_16	Trypsin_1.sq	156	0.613	0.412	0.202	1
ZINC04217906_126	Trypsin_1.sq	157	0.613	0.432	0.181	0
ZINC03987021_179	Trypsin_1.sq	158	0.613	0.395	0.219	0
ZINC03406198_65	Trypsin_1.sq	159	0.613	0.399	0.214	0
ZINC03819377_79	Trypsin_1.sq	160	0.613	0.438	0.175	0
ZINC03841640_18	Trypsin_1.sq	161	0.613	0.428	0.185	0
ZINC02221824_139	Trypsin_1.sq	162	0.613	0.428	0.185	0
ZINC04287505_5	Trypsin_1.sq	163	0.613	0.405	0.208	0
ZINC03405873_29	Trypsin_1.sq	164	0.613	0.413	0.199	0
ZINC03867259_165	Trypsin_1.sq	165	0.613	0.414	0.198	0
ZINC03834176_31	Trypsin_1.sq	166	0.612	0.405	0.207	1
ZINC03800681_113	Trypsin_1.sq	167	0.612	0.408	0.204	0
ZINC03765981_162	Trypsin_1.sq	168	0.612	0.489	0.124	0
ZINC02665348_165	Trypsin_1.sq	169	0.612	0.393	0.219	0
ZINC03891131_30	Trypsin_1.sq	170	0.612	0.401	0.211	0
ZINC04001541_151	Trypsin_1.sq	171	0.612	0.414	0.198	0
ZINC04004628_161	Trypsin_1.sq	172	0.612	0.472	0.140	0
ZINC02129117_95	Trypsin_1.sq	173	0.612	0.429	0.183	0
ZINC03834122_137	Trypsin_1.sq	174	0.611	0.394	0.216	1
ZINC02126772_118	Trypsin_1.sq	175	0.611	0.416	0.196	0
ZINC03530555_131	Trypsin_1.sq	176	0.611	0.420	0.191	0
ZINC03652389_154	Trypsin_1.sq	177	0.611	0.426	0.185	0
ZINC03325420_95	Trypsin_1.sq	178	0.611	0.419	0.192	0
ZINC03766053_92	Trypsin_1.sq	179	0.610	0.478	0.132	0
ZINC02160908_61	Trypsin_1.sq	180	0.610	0.444	0.167	0
ZINC03987062_31	Trypsin_1.sq	181	0.610	0.461	0.149	0
ZINC04248905_125	Trypsin_1.sq	182	0.610	0.380	0.230	0
ZINC02967870_188	Trypsin_1.sq	183	0.610	0.446	0.165	0
ZINC02349120_7	Trypsin_1.sq	184	0.610	0.442	0.168	0
ZINC04185326_45	Trypsin_1.sq	185	0.610	0.423	0.188	0
ZINC04001527_45	Trypsin_1.sq	186	0.610	0.371	0.239	0
ZINC02129134_69	Trypsin_1.sq	187	0.610	0.406	0.204	0
ZINC03933545_155	Trypsin_1.sq	188	0.610	0.390	0.219	0
ZINC02637101_109	Trypsin_1.sq	189	0.610	0.464	0.146	0
ZINC00603072_178	Trypsin_1.sq	190	0.610	0.407	0.202	0
ZINC03406080_53	Trypsin_1.sq	191	0.609	0.423	0.186	0
ZINC03368272_97	Trypsin_1.sq	192	0.609	0.415	0.194	0
ZINC02866540_89	Trypsin_1.sq	193	0.609	0.480	0.129	0
ZINC03959476_136	Trypsin_1.sq	194	0.609	0.393	0.216	0
ZINC03834118_125	Trypsin_1.sq	195	0.608	0.448	0.161	1
ZINC03834143_92	Trypsin_1.sq	196	0.608	0.432	0.177	1
ZINC03834131_26	Trypsin_1.sq	197	0.608	0.380	0.228	1
ZINC04356047_125	Trypsin_1.sq	198	0.608	0.452	0.156	0
ZINC04248905_35	Trypsin_1.sq	199	0.608	0.387	0.221	0
ZINC03867367_196	Trypsin_1.sq	200	0.608	0.427	0.181	0
ZINC03840253_114	Trypsin_1.sq	201	0.608	0.407	0.201	0
ZINC03819381_173	Trypsin_1.sq	202	0.608	0.413	0.195	0
ZINC04248905_34	Trypsin_1.sq	203	0.608	0.396	0.212	0
ZINC03800681_159	Trypsin_1.sq	204	0.608	0.408	0.200	0
ZINC03974221_197	Trypsin_1.sq	205	0.608	0.409	0.199	0
ZINC02138942_69	Trypsin_1.sq	206	0.607	0.403	0.204	0
ZINC03891139_32	Trypsin_1.sq	207	0.607	0.400	0.207	0
ZINC02712627_19	Trypsin_1.sq	208	0.607	0.406	0.201	0
ZINC03891132_72	Trypsin_1.sq	209	0.607	0.430	0.177	0
ZINC03974221_97	Trypsin_1.sq	210	0.607	0.432	0.174	0
ZINC04240331_153	Trypsin_1.sq	211	0.607	0.425	0.182	0
ZINC03987406_160	Trypsin_1.sq	212	0.607	0.419	0.187	0
ZINC02130567_117	Trypsin_1.sq	213	0.607	0.476	0.131	0
ZINC03323428_162	Trypsin_1.sq	214	0.607	0.434	0.173	0
ZINC04185377_46	Trypsin_1.sq	215	0.607	0.419	0.188	0
ZINC03834153_70	Trypsin_1.sq	216	0.606	0.382	0.224	1
ZINC03834126_8	Trypsin_1.sq	217	0.606	0.384	0.222	1
ZINC02130564_105	Trypsin_1.sq	218	0.606	0.426	0.180	0
ZINC03840482_23	Trypsin_1.sq	219	0.606	0.456	0.150	0
ZINC03800681_161	Trypsin_1.sq	220	0.606	0.403	0.204	0
ZINC00771641_147	Trypsin_1.sq	221	0.606	0.452	0.154	0
ZINC00842694_146	Trypsin_1.sq	222	0.606	0.452	0.154	0
ZINC03852887_125	Trypsin_1.sq	223	0.606	0.474	0.132	0
ZINC03928467_95	Trypsin_1.sq	224	0.606	0.387	0.219	0
ZINC00767720_43	Trypsin_1.sq	225	0.606	0.467	0.139	0
ZINC03545191_179	Trypsin_1.sq	226	0.606	0.405	0.201	0
ZINC03834116_71	Trypsin_1.sq	227	0.605	0.413	0.193	1
ZINC03817194_163	Trypsin_1.sq	228	0.605	0.401	0.204	0
ZINC04001506_118	Trypsin_1.sq	229	0.605	0.382	0.223	0
ZINC00770809_34	Trypsin_1.sq	230	0.605	0.453	0.153	0
ZINC03524553_34	Trypsin_1.sq	231	0.605	0.420	0.186	0
ZINC03977400_85	Trypsin_1.sq	232	0.605	0.397	0.208	0
ZINC04469531_74	Trypsin_1.sq	233	0.605	0.425	0.180	0
ZINC03974519_74	Trypsin_1.sq	234	0.605	0.425	0.180	0
ZINC03852887_58	Trypsin_1.sq	235	0.605	0.409	0.196	0
ZINC03834178_165	Trypsin_1.sq	236	0.604	0.390	0.214	1
ZINC03834136_51	Trypsin_1.sq	237	0.604	0.397	0.207	1
ZINC03977126_162	Trypsin_1.sq	238	0.604	0.491	0.113	0
ZINC03977147_193	Trypsin_1.sq	239	0.604	0.495	0.109	0
ZINC03670345_194	Trypsin_1.sq	240	0.603	0.466	0.137	0
ZINC00842700_176	Trypsin_1.sq	241	0.603	0.453	0.150	0
ZINC03325422_53	Trypsin_1.sq	242	0.603	0.431	0.172	0
ZINC03780350_101	Trypsin_1.sq	243	0.603	0.427	0.176	0
ZINC04411389_167	Trypsin_1.sq	244	0.603	0.438	0.164	0
ZINC03864336_24	Trypsin_1.sq	245	0.602	0.450	0.153	0
ZINC02131954_92	Trypsin_1.sq	246	0.602	0.426	0.176	0
ZINC04001531_45	Trypsin_1.sq	247	0.602	0.363	0.239	0
ZINC02130850_156	Trypsin_1.sq	248	0.602	0.461	0.141	0
ZINC02352011_54	Trypsin_1.sq	249	0.602	0.417	0.185	0
ZINC03874136_170	Trypsin_1.sq	250	0.602	0.389	0.213	0
ZINC02656321_71	Trypsin_1.sq	251	0.602	0.402	0.200	0
ZINC03959072_65	Trypsin_1.sq	252	0.602	0.425	0.177	0
ZINC03938552_69	Trypsin_1.sq	253	0.602	0.425	0.177	0
ZINC03980155_159	Trypsin_1.sq	254	0.602	0.393	0.208	0
ZINC04248899_99	Trypsin_1.sq	255	0.602	0.396	0.205	0
ZINC03834121_172	Trypsin_1.sq	256	0.601	0.387	0.214	1
ZINC03933548_97	Trypsin_1.sq	257	0.601	0.413	0.188	0
ZINC03960308_197	Trypsin_1.sq	258	0.601	0.401	0.200	0
ZINC02402354_13	Trypsin_1.sq	259	0.601	0.417	0.184	0
ZINC02639675_76	Trypsin_1.sq	260	0.601	0.379	0.221	0
ZINC04188447_193	Trypsin_1.sq	261	0.601	0.435	0.166	0
ZINC03834111_167	Trypsin_1.sq	262	0.600	0.396	0.204	1
ZINC03834186_136	Trypsin_1.sq	263	0.600	0.370	0.230	1
ZINC03599114_132	Trypsin_1.sq	264	0.600	0.387	0.213	0
ZINC03889306_140	Trypsin_1.sq	265	0.600	0.421	0.179	0
ZINC03988711_51	Trypsin_1.sq	266	0.600	0.437	0.163	0
ZINC03671448_170	Trypsin_1.sq	267	0.600	0.414	0.186	0
ZINC01552869_96	Trypsin_1.sq	268	0.600	0.404	0.196	0
ZINC03444529_166	Trypsin_1.sq	269	0.600	0.405	0.195	0
ZINC04056952_30	Trypsin_1.sq	270	0.600	0.380	0.220	0
ZINC03670390_177	Trypsin_1.sq	271	0.600	0.448	0.152	0
ZINC00852447_92	Trypsin_1.sq	272	0.600	0.440	0.160	0
ZINC02160725_156	Trypsin_1.sq	273	0.600	0.436	0.164	0
ZINC03350269_19	Trypsin_1.sq	274	0.600	0.444	0.156	0
ZINC03968466_132	Trypsin_1.sq	275	0.600	0.427	0.172	0
ZINC02336300_29	Trypsin_1.sq	276	0.599	0.386	0.213	0
ZINC02384342_71	Trypsin_1.sq	277	0.599	0.407	0.193	0
ZINC02375333_131	Trypsin_1.sq	278	0.599	0.392	0.207	0
ZINC03322733_57	Trypsin_1.sq	279	0.599	0.394	0.205	0
ZINC03226787_158	Trypsin_1.sq	280	0.599	0.439	0.160	0
ZINC03891143_21	Trypsin_1.sq	281	0.599	0.429	0.170	0
ZINC03977400_3	Trypsin_1.sq	282	0.599	0.402	0.197	0
ZINC00906589_83	Trypsin_1.sq	283	0.599	0.404	0.194	0
ZINC03927446_192	Trypsin_1.sq	284	0.599	0.421	0.177	0
ZINC02136682_185	Trypsin_1.sq	285	0.598	0.427	0.171	0
ZINC02224425_45	Trypsin_1.sq	286	0.598	0.367	0.232	0
ZINC04355470_125	Trypsin_1.sq	287	0.598	0.427	0.171	0
ZINC02700310_109	Trypsin_1.sq	288	0.598	0.457	0.141	0
ZINC03439248_152	Trypsin_1.sq	289	0.598	0.396	0.202	0
ZINC03987397_191	Trypsin_1.sq	290	0.598	0.411	0.187	0
ZINC02973482_3	Trypsin_1.sq	291	0.598	0.476	0.121	0
ZINC03852887_131	Trypsin_1.sq	292	0.597	0.477	0.121	0
ZINC03841013_178	Trypsin_1.sq	293	0.597	0.439	0.158	0
ZINC03010371_12	Trypsin_1.sq	294	0.597	0.413	0.185	0
ZINC02129327_197	Trypsin_1.sq	295	0.597	0.423	0.174	0
ZINC03864337_59	Trypsin_1.sq	296	0.597	0.405	0.192	0
ZINC03841650_156	Trypsin_1.sq	297	0.597	0.434	0.162	0
ZINC04248899_85	Trypsin_1.sq	298	0.597	0.401	0.196	0
ZINC03841660_28	Trypsin_1.sq	299	0.597	0.453	0.143	0
ZINC03966737_185	Trypsin_1.sq	300	0.597	0.388	0.209	0
ZINC02860445_108	Trypsin_1.sq	301	0.597	0.479	0.118	0
ZINC03817194_105	Trypsin_1.sq	302	0.596	0.403	0.193	0
ZINC03928466_138	Trypsin_1.sq	303	0.596	0.355	0.241	0
ZINC03890017_136	Trypsin_1.sq	304	0.596	0.445	0.151	0
ZINC04147300_75	Trypsin_1.sq	305	0.596	0.454	0.142	0
ZINC03841649_112	Trypsin_1.sq	306	0.596	0.447	0.149	0
ZINC02130364_199	Trypsin_1.sq	307	0.596	0.424	0.172	0
ZINC01549765_185	Trypsin_1.sq	308	0.596	0.362	0.234	0
ZINC02660602_78	Trypsin_1.sq	309	0.596	0.454	0.142	0
ZINC02131329_132	Trypsin_1.sq	310	0.596	0.409	0.187	0
ZINC04340537_135	Trypsin_1.sq	311	0.596	0.437	0.159	0
ZINC03987403_68	Trypsin_1.sq	312	0.596	0.409	0.187	0
ZINC03344415_167	Trypsin_1.sq	313	0.596	0.396	0.200	0
ZINC00770153_39	Trypsin_1.sq	314	0.596	0.459	0.137	0
ZINC02656478_109	Trypsin_1.sq	315	0.596	0.420	0.175	0
ZINC03819921_189	Trypsin_1.sq	316	0.595	0.398	0.197	0
ZINC03355253_54	Trypsin_1.sq	317	0.595	0.378	0.217	0
ZINC03821014_115	Trypsin_1.sq	318	0.595	0.428	0.167	0
ZINC01548416_153	Trypsin_1.sq	319	0.595	0.392	0.203	0
ZINC03670321_78	Trypsin_1.sq	320	0.595	0.437	0.158	0
ZINC02129135_60	Trypsin_1.sq	321	0.595	0.398	0.197	0
ZINC03936845_35	Trypsin_1.sq	322	0.595	0.407	0.187	0
ZINC02517180_180	Trypsin_1.sq	323	0.595	0.436	0.158	0
ZINC03977132_184	Trypsin_1.sq	324	0.595	0.496	0.098	0
ZINC01549768_169	Trypsin_1.sq	325	0.595	0.401	0.194	0
ZINC03840213_35	Trypsin_1.sq	326	0.595	0.401	0.193	0
ZINC01535967_76	Trypsin_1.sq	327	0.595	0.398	0.197	0
ZINC02572664_156	Trypsin_1.sq	328	0.594	0.443	0.151	0
ZINC03807319_157	Trypsin_1.sq	329	0.594	0.399	0.196	0
ZINC01107129_190	Trypsin_1.sq	330	0.594	0.437	0.158	0
ZINC02242819_148	Trypsin_1.sq	331	0.594	0.377	0.217	0
ZINC03842252_148	Trypsin_1.sq	332	0.594	0.386	0.208	0
ZINC04260555_114	Trypsin_1.sq	333	0.594	0.449	0.145	0
ZINC03977101_2	Trypsin_1.sq	334	0.594	0.412	0.182	0
ZINC03841097_179	Trypsin_1.sq	335	0.594	0.409	0.185	0
ZINC02370635_71	Trypsin_1.sq	336	0.594	0.404	0.190	0
ZINC03838228_26	Trypsin_1.sq	337	0.594	0.365	0.229	0
ZINC03819918_54	Trypsin_1.sq	338	0.594	0.405	0.189	0
ZINC03344411_94	Trypsin_1.sq	339	0.594	0.405	0.189	0
ZINC03977164_28	Trypsin_1.sq	340	0.594	0.417	0.176	0
ZINC01996908_0	Trypsin_1.sq	341	0.594	0.378	0.216	0
ZINC03834141_28	Trypsin_1.sq	342	0.593	0.384	0.210	1
ZINC03834175_158	Trypsin_1.sq	343	0.593	0.399	0.194	1
ZINC03329295_78	Trypsin_1.sq	344	0.593	0.446	0.147	0
ZINC02700316_39	Trypsin_1.sq	345	0.593	0.441	0.153	0
ZINC03333552_28	Trypsin_1.sq	346	0.593	0.379	0.214	0
ZINC01882071_5	Trypsin_1.sq	347	0.593	0.395	0.198	0
ZINC03841071_70	Trypsin_1.sq	348	0.593	0.441	0.152	0
ZINC03820048_183	Trypsin_1.sq	349	0.592	0.415	0.178	0
ZINC02373588_198	Trypsin_1.sq	350	0.592	0.401	0.191	0
ZINC02222760_112	Trypsin_1.sq	351	0.592	0.454	0.138	0
ZINC02128808_166	Trypsin_1.sq	352	0.592	0.415	0.177	0
ZINC03345168_164	Trypsin_1.sq	353	0.592	0.428	0.164	0
ZINC03841658_124	Trypsin_1.sq	354	0.592	0.445	0.147	0
ZINC02242841_38	Trypsin_1.sq	355	0.592	0.386	0.205	0
ZINC03841624_100	Trypsin_1.sq	356	0.592	0.438	0.154	0
ZINC00597948_96	Trypsin_1.sq	357	0.592	0.442	0.149	0
ZINC00921662_78	Trypsin_1.sq	358	0.592	0.406	0.185	0
ZINC02973482_5	Trypsin_1.sq	359	0.592	0.467	0.125	0
ZINC01893284_154	Trypsin_1.sq	360	0.592	0.432	0.160	0
ZINC03841656_184	Trypsin_1.sq	361	0.591	0.444	0.147	0
ZINC03500143_101	Trypsin_1.sq	362	0.591	0.386	0.205	0
ZINC01489009_99	Trypsin_1.sq	363	0.591	0.455	0.136	0
ZINC03889997_2	Trypsin_1.sq	364	0.591	0.410	0.181	0
ZINC03368307_128	Trypsin_1.sq	365	0.591	0.386	0.205	0
ZINC03841643_174	Trypsin_1.sq	366	0.591	0.451	0.139	0
ZINC03807302_75	Trypsin_1.sq	367	0.591	0.385	0.206	0
ZINC03980052_180	Trypsin_1.sq	368	0.591	0.412	0.179	0
ZINC01654872_14	Trypsin_1.sq	369	0.591	0.422	0.169	0
ZINC01125455_108	Trypsin_1.sq	370	0.591	0.438	0.153	0
ZINC04150044_99	Trypsin_1.sq	371	0.591	0.445	0.146	0
ZINC02131330_129	Trypsin_1.sq	372	0.591	0.405	0.185	0
ZINC03891128_77	Trypsin_1.sq	373	0.590	0.397	0.193	0
ZINC03348385_95	Trypsin_1.sq	374	0.590	0.424	0.166	0
ZINC03343938_35	Trypsin_1.sq	375	0.590	0.437	0.153	0
