Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	ColorScore	Overlap	Unnamed: 14	Active
ZINC03834125_184	1C5T.pdb_1GJ6.pdb_1QBO.pdb	20	0.603	0.365	0.238	1.541	1.078	0.462	0.684	0.356	0.328	-6.63	2194.44		1
ZINC02242841_175	1C5T.pdb_1GJ6.pdb_1QBO.pdb	21	0.602	0.401	0.201	1.639	1.27	0.369	0.676	0.37	0.306	-6.225	2274.543		0
ZINC03785241_175	1C5T.pdb_1GJ6.pdb_1QBO.pdb	22	0.596	0.444	0.152	1.609	1.302	0.307	0.634	0.402	0.232	-4.699	2478.19		0
ZINC01535955_119	1C5T.pdb_1GJ6.pdb_1QBO.pdb	23	0.596	0.417	0.179	1.696	1.332	0.364	0.637	0.378	0.259	-5.235	2325.368		0
ZINC02654818_90	1C5T.pdb_1GJ6.pdb_1QBO.pdb	25	0.595	0.418	0.176	1.643	1.282	0.361	0.64	0.383	0.257	-5.182	2359.094		0
ZINC03938552_29	1C5T.pdb_1GJ6.pdb_1QBO.pdb	26	0.595	0.349	0.246	1.65	1.133	0.517	0.655	0.335	0.32	-6.431	2064.677		0
ZINC01902817_63	1C5T.pdb_1GJ6.pdb_1QBO.pdb	24	0.595	0.363	0.232	1.7	1.246	0.454	0.661	0.339	0.322	-6.509	2083.874		0
ZINC03959453_171	1C5T.pdb_1GJ6.pdb_1QBO.pdb	27	0.59	0.388	0.202	1.711	1.29	0.421	0.637	0.357	0.28	-5.644	2193.979		0
ZINC01548106_189	1C5T.pdb_1GJ6.pdb_1QBO.pdb	28	0.589	0.384	0.205	2.0	1.477	0.523	0.593	0.342	0.251	-5.016	2098.041		0
ZINC03987402_65	1C5T.pdb_1GJ6.pdb_1QBO.pdb	30	0.588	0.347	0.241	1.691	1.204	0.487	0.651	0.327	0.323	-6.515	2013.6		0
ZINC02952670_12	1C5T.pdb_1GJ6.pdb_1QBO.pdb	29	0.588	0.368	0.22	1.63	1.178	0.452	0.649	0.349	0.301	-6.059	2147.072		0
ZINC03981735_184	1C5T.pdb_1GJ6.pdb_1QBO.pdb	31	0.588	0.362	0.227	1.656	1.193	0.463	0.649	0.342	0.308	-6.198	2102.428		0
ZINC03938554_60	1C5T.pdb_1GJ6.pdb_1QBO.pdb	32	0.586	0.349	0.237	1.611	1.13	0.48	0.655	0.335	0.319	-6.431	2064.677		0
ZINC03820532_135	1C5T.pdb_1GJ6.pdb_1QBO.pdb	33	0.585	0.388	0.197	1.722	1.292	0.431	0.623	0.356	0.266	-5.354	2191.497		0
ZINC03815826_100	1C5T.pdb_1GJ6.pdb_1QBO.pdb	34	0.585	0.36	0.225	1.798	1.409	0.389	0.673	0.326	0.347	-7.08	2000.291		1
ZINC03815826_100	1C5T.pdb_1GJ6.pdb_1QBO.pdb	35	0.585	0.36	0.225	1.798	1.409	0.389	0.673	0.326	0.347	-7.08	2000.291		1
ZINC03841660_11	1C5T.pdb_1GJ6.pdb_1QBO.pdb	36	0.584	0.43	0.154	1.636	1.326	0.31	0.623	0.389	0.235	-4.748	2393.87		0
ZINC03841640_94	1C5T.pdb_1GJ6.pdb_1QBO.pdb	37	0.582	0.43	0.152	1.611	1.28	0.331	0.613	0.393	0.22	-4.435	2419.747		0
ZINC03941269_1	1C5T.pdb_1GJ6.pdb_1QBO.pdb	38	0.579	0.379	0.199	1.506	1.165	0.341	0.685	0.36	0.325	-6.65	2216.428		0
ZINC03987403_49	1C5T.pdb_1GJ6.pdb_1QBO.pdb	39	0.579	0.346	0.233	1.546	1.091	0.455	0.659	0.336	0.323	-6.523	2070.01		0
ZINC01550309_48	1C5T.pdb_1GJ6.pdb_1QBO.pdb	40	0.578	0.35	0.228	1.698	1.233	0.465	0.638	0.328	0.309	-6.227	2019.324		0
ZINC03832370_145	1C5T.pdb_1GJ6.pdb_1QBO.pdb	41	0.577	0.348	0.229	1.541	1.075	0.466	0.65	0.34	0.311	-6.262	2092.996		1
ZINC03816706_145	1C5T.pdb_1GJ6.pdb_1QBO.pdb	42	0.576	0.34	0.235	1.562	1.133	0.428	0.671	0.327	0.343	-6.969	2013.765		0
ZINC03987407_2	1C5T.pdb_1GJ6.pdb_1QBO.pdb	43	0.576	0.325	0.251	1.654	1.13	0.525	0.638	0.313	0.325	-6.527	1927.295		0
ZINC01541278_76	1C5T.pdb_1GJ6.pdb_1QBO.pdb	45	0.575	0.345	0.231	1.841	1.327	0.514	0.612	0.318	0.295	-5.909	1949.643		0
ZINC03933732_107	1C5T.pdb_1GJ6.pdb_1QBO.pdb	46	0.575	0.377	0.197	1.787	1.357	0.43	0.61	0.343	0.267	-5.366	2108.851		0
ZINC03950795_75	1C5T.pdb_1GJ6.pdb_1QBO.pdb	44	0.575	0.36	0.215	1.662	1.236	0.426	0.639	0.337	0.303	-6.113	2070.74		0
ZINC03834156_74	1C5T.pdb_1GJ6.pdb_1QBO.pdb	48	0.574	0.343	0.231	1.771	1.256	0.514	0.616	0.321	0.295	-5.911	1971.915		1
ZINC03842084_35	1C5T.pdb_1GJ6.pdb_1QBO.pdb	47	0.574	0.385	0.189	1.604	1.221	0.383	0.631	0.36	0.272	-5.492	2213.386		0
ZINC01631479_49	1C5T.pdb_1GJ6.pdb_1QBO.pdb	49	0.572	0.389	0.183	1.553	1.209	0.344	0.645	0.365	0.28	-5.694	2246.495		0
ZINC01549765_114	1C5T.pdb_1GJ6.pdb_1QBO.pdb	50	0.571	0.367	0.203	1.675	1.233	0.442	0.617	0.343	0.274	-5.501	2111.706		0
ZINC03185845_60	1C5T.pdb_1GJ6.pdb_1QBO.pdb	51	0.571	0.365	0.206	1.701	1.28	0.422	0.625	0.338	0.287	-5.776	2079.292		0
ZINC03985882_123	1C5T.pdb_1GJ6.pdb_1QBO.pdb	52	0.571	0.372	0.199	1.611	1.195	0.415	0.627	0.351	0.276	-5.558	2158.665		0
ZINC03817194_99	1C5T.pdb_1GJ6.pdb_1QBO.pdb	53	0.569	0.409	0.16	1.614	1.324	0.29	0.634	0.372	0.263	-5.365	2285.92		0
ZINC03952614_163	1C5T.pdb_1GJ6.pdb_1QBO.pdb	55	0.568	0.367	0.201	1.598	1.16	0.438	0.62	0.349	0.271	-5.449	2150.332		0
ZINC03807302_86	1C5T.pdb_1GJ6.pdb_1QBO.pdb	54	0.568	0.39	0.178	1.547	1.196	0.351	0.632	0.367	0.265	-5.367	2260.285		0
ZINC03818898_119	1C5T.pdb_1GJ6.pdb_1QBO.pdb	60	0.567	0.376	0.191	1.75	1.332	0.418	0.603	0.344	0.259	-5.207	2115.119		0
ZINC03818898_119	1C5T.pdb_1GJ6.pdb_1QBO.pdb	59	0.567	0.376	0.191	1.75	1.332	0.418	0.603	0.344	0.259	-5.207	2115.119		0
ZINC03819390_3	1C5T.pdb_1GJ6.pdb_1QBO.pdb	61	0.567	0.388	0.179	1.636	1.239	0.398	0.607	0.361	0.246	-4.949	2221.928		0
ZINC03959484_163	1C5T.pdb_1GJ6.pdb_1QBO.pdb	58	0.567	0.357	0.209	1.828	1.326	0.502	0.593	0.328	0.265	-5.289	2016.05		0
ZINC03817194_98	1C5T.pdb_1GJ6.pdb_1QBO.pdb	56	0.567	0.408	0.159	1.613	1.324	0.289	0.633	0.371	0.262	-5.344	2282.426		0
ZINC03627213_4	1C5T.pdb_1GJ6.pdb_1QBO.pdb	57	0.567	0.438	0.128	1.571	1.298	0.274	0.593	0.398	0.195	-3.936	2453.975		0
ZINC02860446_145	1C5T.pdb_1GJ6.pdb_1QBO.pdb	63	0.566	0.381	0.184	1.508	1.134	0.374	0.632	0.365	0.267	-5.384	2250.431		0
ZINC03959458_127	1C5T.pdb_1GJ6.pdb_1QBO.pdb	62	0.566	0.378	0.189	1.754	1.294	0.46	0.59	0.348	0.242	-4.847	2138.721		0
ZINC03841071_39	1C5T.pdb_1GJ6.pdb_1QBO.pdb	64	0.564	0.378	0.186	1.664	1.287	0.377	0.617	0.349	0.268	-5.412	2145.298		0
ZINC03852887_79	1C5T.pdb_1GJ6.pdb_1QBO.pdb	65	0.562	0.359	0.202	1.593	1.172	0.422	0.621	0.341	0.28	-5.641	2100.94		0
ZINC02654819_66	1C5T.pdb_1GJ6.pdb_1QBO.pdb	66	0.562	0.396	0.166	1.576	1.233	0.343	0.612	0.368	0.244	-4.923	2268.66		0
ZINC04356859_47	1C5T.pdb_1GJ6.pdb_1QBO.pdb	67	0.562	0.385	0.177	1.751	1.314	0.437	0.582	0.352	0.23	-4.6	2166.072		0
ZINC03980301_2	1C5T.pdb_1GJ6.pdb_1QBO.pdb	68	0.561	0.411	0.15	1.608	1.283	0.326	0.594	0.377	0.217	-4.368	2319.683		0
ZINC02138945_117	1C5T.pdb_1GJ6.pdb_1QBO.pdb	69	0.561	0.41	0.151	1.586	1.272	0.314	0.602	0.377	0.224	-4.534	2323.443		0
ZINC00978047_46	1C5T.pdb_1GJ6.pdb_1QBO.pdb	70	0.559	0.344	0.215	1.618	1.192	0.426	0.629	0.326	0.303	-6.115	2005.714		0
ZINC03874810_176	1C5T.pdb_1GJ6.pdb_1QBO.pdb	74	0.558	0.379	0.178	1.539	1.218	0.321	0.641	0.355	0.286	-5.834	2187.454		0
ZINC03670360_144	1C5T.pdb_1GJ6.pdb_1QBO.pdb	73	0.558	0.434	0.124	1.596	1.318	0.277	0.577	0.393	0.184	-3.711	2418.448		0
ZINC03960678_120	1C5T.pdb_1GJ6.pdb_1QBO.pdb	72	0.558	0.399	0.159	1.581	1.272	0.309	0.615	0.368	0.248	-5.023	2263.271		0
ZINC03816706_55	1C5T.pdb_1GJ6.pdb_1QBO.pdb	71	0.558	0.407	0.152	1.588	1.292	0.296	0.61	0.372	0.237	-4.819	2291.517		0
ZINC04004628_113	1C5T.pdb_1GJ6.pdb_1QBO.pdb	78	0.557	0.418	0.14	1.531	1.266	0.265	0.612	0.384	0.228	-4.646	2365.167		0
ZINC03834135_195	1C5T.pdb_1GJ6.pdb_1QBO.pdb	77	0.557	0.356	0.201	1.663	1.204	0.459	0.599	0.335	0.263	-5.281	2062.904		1
ZINC03841097_173	1C5T.pdb_1GJ6.pdb_1QBO.pdb	76	0.557	0.376	0.181	1.586	1.217	0.368	0.614	0.352	0.262	-5.285	2169.199		0
ZINC03867942_157	1C5T.pdb_1GJ6.pdb_1QBO.pdb	75	0.557	0.361	0.196	1.767	1.338	0.429	0.597	0.331	0.266	-5.336	2033.299		0
ZINC03545191_97	1C5T.pdb_1GJ6.pdb_1QBO.pdb	79	0.556	0.357	0.199	1.631	1.236	0.394	0.62	0.334	0.286	-5.775	2056.381		0
ZINC03820532_145	1C5T.pdb_1GJ6.pdb_1QBO.pdb	81	0.555	0.381	0.174	1.663	1.275	0.388	0.592	0.352	0.24	-4.825	2163.03		0
ZINC02129136_123	1C5T.pdb_1GJ6.pdb_1QBO.pdb	82	0.555	0.404	0.151	1.594	1.28	0.314	0.596	0.371	0.224	-4.534	2285.672		0
ZINC03500143_123	1C5T.pdb_1GJ6.pdb_1QBO.pdb	80	0.555	0.391	0.164	1.859	1.433	0.426	0.56	0.35	0.21	-4.196	2146.445		0
ZINC04222430_160	1C5T.pdb_1GJ6.pdb_1QBO.pdb	83	0.554	0.419	0.135	1.54	1.272	0.268	0.599	0.385	0.214	-4.351	2370.339		0
ZINC03971723_81	1C5T.pdb_1GJ6.pdb_1QBO.pdb	84	0.554	0.396	0.158	1.734	1.358	0.375	0.574	0.359	0.215	-4.307	2204.935		0
ZINC03640529_172	1C5T.pdb_1GJ6.pdb_1QBO.pdb	85	0.554	0.406	0.148	1.534	1.247	0.286	0.61	0.376	0.234	-4.744	2315.308		0
ZINC03819377_65	1C5T.pdb_1GJ6.pdb_1QBO.pdb	89	0.553	0.357	0.196	1.628	1.198	0.43	0.603	0.337	0.266	-5.341	2073.913		0
ZINC01903301_25	1C5T.pdb_1GJ6.pdb_1QBO.pdb	87	0.553	0.32	0.233	1.366	0.954	0.412	0.674	0.325	0.349	-7.104	2004.264		0
ZINC03859051_171	1C5T.pdb_1GJ6.pdb_1QBO.pdb	88	0.553	0.395	0.158	1.719	1.363	0.357	0.579	0.358	0.221	-4.443	2198.453		0
ZINC01631658_130	1C5T.pdb_1GJ6.pdb_1QBO.pdb	86	0.553	0.375	0.179	1.454	1.132	0.322	0.646	0.359	0.287	-5.844	2213.516		0
ZINC03447479_140	1C5T.pdb_1GJ6.pdb_1QBO.pdb	93	0.552	0.367	0.185	1.689	1.245	0.444	0.582	0.342	0.24	-4.802	2106.416		0
ZINC03834155_161	1C5T.pdb_1GJ6.pdb_1QBO.pdb	92	0.552	0.36	0.192	1.676	1.234	0.443	0.59	0.337	0.254	-5.087	2070.075		1
ZINC03816706_112	1C5T.pdb_1GJ6.pdb_1QBO.pdb	91	0.552	0.407	0.146	1.575	1.289	0.286	0.602	0.373	0.229	-4.652	2293.445		0
ZINC03870904_135	1C5T.pdb_1GJ6.pdb_1QBO.pdb	94	0.552	0.368	0.184	1.603	1.176	0.426	0.593	0.349	0.244	-4.898	2148.69		0
ZINC02866540_153	1C5T.pdb_1GJ6.pdb_1QBO.pdb	90	0.552	0.369	0.182	1.688	1.285	0.403	0.591	0.341	0.249	-5.011	2099.233		0
ZINC03948981_35	1C5T.pdb_1GJ6.pdb_1QBO.pdb	97	0.551	0.339	0.212	1.654	1.197	0.457	0.604	0.321	0.283	-5.685	1973.574		0
ZINC01909195_102	1C5T.pdb_1GJ6.pdb_1QBO.pdb	95	0.551	0.316	0.235	1.47	1.042	0.428	0.655	0.312	0.343	-6.957	1922.327		0
ZINC02860445_67	1C5T.pdb_1GJ6.pdb_1QBO.pdb	99	0.551	0.389	0.163	1.486	1.149	0.337	0.61	0.37	0.24	-4.84	2280.949		0
ZINC03928466_117	1C5T.pdb_1GJ6.pdb_1QBO.pdb	96	0.551	0.357	0.194	1.613	1.167	0.446	0.595	0.34	0.255	-5.12	2091.033		0
ZINC04237001_147	1C5T.pdb_1GJ6.pdb_1QBO.pdb	98	0.551	0.37	0.182	1.551	1.18	0.37	0.613	0.35	0.263	-5.312	2153.875		0
ZINC03791571_54	1C5T.pdb_1GJ6.pdb_1QBO.pdb	102	0.55	0.334	0.216	1.716	1.227	0.488	0.594	0.314	0.28	-5.61	1931.824		0
ZINC02130616_38	1C5T.pdb_1GJ6.pdb_1QBO.pdb	100	0.55	0.373	0.176	1.531	1.184	0.347	0.617	0.353	0.264	-5.345	2172.016		0
ZINC03867942_5	1C5T.pdb_1GJ6.pdb_1QBO.pdb	101	0.55	0.365	0.184	1.756	1.349	0.406	0.586	0.334	0.252	-5.064	2049.832		0
ZINC03775827_12	1C5T.pdb_1GJ6.pdb_1QBO.pdb	108	0.549	0.368	0.181	1.663	1.294	0.369	0.602	0.34	0.262	-5.29	2088.596		0
ZINC03997172_76	1C5T.pdb_1GJ6.pdb_1QBO.pdb	105	0.549	0.37	0.179	1.6	1.219	0.381	0.6	0.347	0.253	-5.102	2133.221		0
ZINC01372730_76	1C5T.pdb_1GJ6.pdb_1QBO.pdb	106	0.549	0.393	0.156	1.585	1.238	0.347	0.586	0.365	0.22	-4.432	2248.588		0
ZINC03997172_54	1C5T.pdb_1GJ6.pdb_1QBO.pdb	103	0.549	0.37	0.179	1.6	1.22	0.381	0.6	0.347	0.253	-5.099	2133.078		0
ZINC04103307_65	1C5T.pdb_1GJ6.pdb_1QBO.pdb	104	0.549	0.362	0.187	1.46	1.132	0.328	0.65	0.348	0.302	-6.169	2141.463		0
ZINC03775827_12	1C5T.pdb_1GJ6.pdb_1QBO.pdb	107	0.549	0.368	0.18	1.661	1.293	0.368	0.601	0.34	0.261	-5.275	2088.729		0
ZINC00581841_15	1C5T.pdb_1GJ6.pdb_1QBO.pdb	110	0.548	0.396	0.152	1.539	1.233	0.306	0.6	0.369	0.231	-4.679	2271.493		0
ZINC03818898_104	1C5T.pdb_1GJ6.pdb_1QBO.pdb	109	0.548	0.379	0.169	1.717	1.339	0.378	0.58	0.346	0.234	-4.698	2127.484		0
ZINC03528794_115	1C5T.pdb_1GJ6.pdb_1QBO.pdb	112	0.547	0.39	0.158	1.735	1.347	0.388	0.564	0.354	0.21	-4.197	2176.387		0
ZINC03819224_187	1C5T.pdb_1GJ6.pdb_1QBO.pdb	111	0.547	0.364	0.183	1.58	1.208	0.372	0.607	0.342	0.264	-5.336	2107.389		0
ZINC03839227_29	1C5T.pdb_1GJ6.pdb_1QBO.pdb	114	0.546	0.381	0.164	1.614	1.244	0.369	0.583	0.355	0.229	-4.593	2183.508		0
ZINC04260555_24	1C5T.pdb_1GJ6.pdb_1QBO.pdb	115	0.546	0.378	0.169	1.459	1.134	0.325	0.622	0.362	0.26	-5.285	2228.579		0
ZINC02952070_196	1C5T.pdb_1GJ6.pdb_1QBO.pdb	113	0.546	0.387	0.16	1.578	1.234	0.344	0.59	0.36	0.229	-4.619	2217.361		0
ZINC04221337_151	1C5T.pdb_1GJ6.pdb_1QBO.pdb	120	0.545	0.371	0.174	1.82	1.391	0.43	0.562	0.336	0.226	-4.528	2060.625		0
ZINC04355704_17	1C5T.pdb_1GJ6.pdb_1QBO.pdb	117	0.545	0.386	0.16	1.694	1.27	0.424	0.56	0.357	0.204	-4.062	2193.761		0
ZINC03834131_126	1C5T.pdb_1GJ6.pdb_1QBO.pdb	118	0.545	0.373	0.172	1.6	1.198	0.402	0.582	0.351	0.231	-4.623	2162.359		1
ZINC01535967_98	1C5T.pdb_1GJ6.pdb_1QBO.pdb	116	0.545	0.341	0.204	1.871	1.38	0.492	0.571	0.312	0.259	-5.18	1912.258		0
ZINC02222760_127	1C5T.pdb_1GJ6.pdb_1QBO.pdb	119	0.545	0.363	0.182	1.512	1.109	0.402	0.6	0.351	0.249	-5.01	2162.537		0
ZINC03977105_99	1C5T.pdb_1GJ6.pdb_1QBO.pdb	122	0.544	0.399	0.145	1.606	1.259	0.347	0.567	0.369	0.199	-3.985	2269.649		0
ZINC02712629_128	1C5T.pdb_1GJ6.pdb_1QBO.pdb	121	0.544	0.378	0.166	1.469	1.167	0.302	0.628	0.358	0.269	-5.493	2207.535		0
ZINC00852447_60	1C5T.pdb_1GJ6.pdb_1QBO.pdb	123	0.543	0.378	0.165	1.695	1.284	0.411	0.565	0.349	0.216	-4.323	2145.667		0
ZINC01909079_145	1C5T.pdb_1GJ6.pdb_1QBO.pdb	124	0.543	0.392	0.151	1.613	1.327	0.286	0.599	0.357	0.242	-4.919	2197.287		0
ZINC01549839_37	1C5T.pdb_1GJ6.pdb_1QBO.pdb	127	0.543	0.347	0.195	1.553	1.144	0.409	0.605	0.333	0.272	-5.476	2048.514		0
ZINC04248899_80	1C5T.pdb_1GJ6.pdb_1QBO.pdb	126	0.543	0.386	0.157	1.71	1.383	0.327	0.581	0.349	0.232	-4.689	2142.729		0
ZINC01909869_49	1C5T.pdb_1GJ6.pdb_1QBO.pdb	125	0.543	0.371	0.172	1.602	1.218	0.384	0.586	0.348	0.238	-4.779	2141.183		0
ZINC04260539_1	1C5T.pdb_1GJ6.pdb_1QBO.pdb	130	0.543	0.377	0.166	1.608	1.265	0.343	0.593	0.349	0.244	-4.923	2146.499		0
ZINC03819987_181	1C5T.pdb_1GJ6.pdb_1QBO.pdb	128	0.543	0.388	0.155	1.52	1.184	0.336	0.589	0.366	0.224	-4.506	2253.228		0
ZINC02126774_177	1C5T.pdb_1GJ6.pdb_1QBO.pdb	129	0.543	0.393	0.151	1.537	1.234	0.303	0.596	0.365	0.23	-4.661	2249.873		0
ZINC01536002_168	1C5T.pdb_1GJ6.pdb_1QBO.pdb	135	0.542	0.423	0.119	1.552	1.32	0.232	0.58	0.384	0.196	-3.997	2362.016		0
ZINC03919155_14	1C5T.pdb_1GJ6.pdb_1QBO.pdb	134	0.542	0.365	0.177	1.588	1.195	0.394	0.588	0.344	0.244	-4.896	2119.925		0
ZINC01545941_22	1C5T.pdb_1GJ6.pdb_1QBO.pdb	131	0.542	0.33	0.212	1.465	1.084	0.381	0.645	0.322	0.323	-6.563	1982.492		0
ZINC03828686_82	1C5T.pdb_1GJ6.pdb_1QBO.pdb	136	0.542	0.37	0.172	1.56	1.193	0.367	0.593	0.349	0.244	-4.915	2149.096		0
ZINC03393907_185	1C5T.pdb_1GJ6.pdb_1QBO.pdb	133	0.542	0.383	0.159	1.722	1.332	0.39	0.561	0.35	0.211	-4.221	2148.721		0
ZINC03405782_86	1C5T.pdb_1GJ6.pdb_1QBO.pdb	132	0.542	0.38	0.162	1.697	1.314	0.383	0.567	0.348	0.219	-4.396	2140.142		0
ZINC02401823_63	1C5T.pdb_1GJ6.pdb_1QBO.pdb	137	0.542	0.369	0.172	1.601	1.217	0.384	0.585	0.346	0.238	-4.784	2132.109		0
ZINC02131330_3	1C5T.pdb_1GJ6.pdb_1QBO.pdb	138	0.541	0.389	0.153	1.472	1.165	0.307	0.601	0.368	0.233	-4.716	2271.368		0
ZINC03977123_30	1C5T.pdb_1GJ6.pdb_1QBO.pdb	139	0.541	0.406	0.135	1.544	1.233	0.311	0.57	0.377	0.193	-3.87	2323.027		0
ZINC03387210_162	1C5T.pdb_1GJ6.pdb_1QBO.pdb	140	0.54	0.414	0.126	1.736	1.443	0.293	0.548	0.367	0.181	-3.645	2254.379		0
ZINC03834119_146	1C5T.pdb_1GJ6.pdb_1QBO.pdb	141	0.54	0.344	0.195	1.604	1.156	0.449	0.586	0.329	0.257	-5.157	2024.624		1
ZINC04222193_119	1C5T.pdb_1GJ6.pdb_1QBO.pdb	142	0.54	0.37	0.17	1.672	1.273	0.399	0.572	0.343	0.229	-4.584	2108.625		0
ZINC03928467_70	1C5T.pdb_1GJ6.pdb_1QBO.pdb	148	0.539	0.379	0.159	1.554	1.194	0.359	0.58	0.357	0.222	-4.469	2200.563		0
ZINC03834123_113	1C5T.pdb_1GJ6.pdb_1QBO.pdb	143	0.539	0.349	0.189	1.409	1.039	0.37	0.624	0.345	0.28	-5.663	2125.97		1
ZINC03841837_45	1C5T.pdb_1GJ6.pdb_1QBO.pdb	147	0.539	0.364	0.175	1.511	1.164	0.347	0.608	0.346	0.262	-5.306	2130.961		0
ZINC03852886_161	1C5T.pdb_1GJ6.pdb_1QBO.pdb	149	0.539	0.349	0.191	1.549	1.148	0.401	0.6	0.334	0.267	-5.373	2053.708		0
ZINC03974221_97	1C5T.pdb_1GJ6.pdb_1QBO.pdb	146	0.539	0.386	0.153	1.646	1.3	0.346	0.569	0.354	0.214	-4.309	2179.75		0
ZINC03406204_139	1C5T.pdb_1GJ6.pdb_1QBO.pdb	144	0.539	0.381	0.158	1.764	1.376	0.388	0.555	0.345	0.21	-4.196	2121.566		0
ZINC01549763_79	1C5T.pdb_1GJ6.pdb_1QBO.pdb	145	0.539	0.333	0.207	1.569	1.157	0.412	0.611	0.318	0.293	-5.912	1957.218		0
ZINC03977049_197	1C5T.pdb_1GJ6.pdb_1QBO.pdb	151	0.538	0.405	0.133	1.577	1.255	0.322	0.559	0.374	0.185	-3.703	2302.201		0
ZINC03834126_95	1C5T.pdb_1GJ6.pdb_1QBO.pdb	152	0.538	0.351	0.187	1.713	1.257	0.456	0.568	0.328	0.24	-4.803	2012.715		1
ZINC03834129_104	1C5T.pdb_1GJ6.pdb_1QBO.pdb	153	0.538	0.337	0.201	1.504	1.066	0.438	0.601	0.33	0.271	-5.454	2032.607		1
ZINC04248899_20	1C5T.pdb_1GJ6.pdb_1QBO.pdb	154	0.538	0.381	0.157	1.698	1.37	0.327	0.578	0.345	0.233	-4.697	2119.534		0
ZINC01489009_144	1C5T.pdb_1GJ6.pdb_1QBO.pdb	150	0.538	0.379	0.159	1.638	1.262	0.376	0.567	0.351	0.215	-4.314	2161.9		0
ZINC03933542_86	1C5T.pdb_1GJ6.pdb_1QBO.pdb	155	0.538	0.352	0.186	1.506	1.113	0.393	0.601	0.34	0.261	-5.261	2092.581		0
ZINC03572380_35	1C5T.pdb_1GJ6.pdb_1QBO.pdb	157	0.537	0.388	0.15	1.719	1.367	0.352	0.558	0.351	0.207	-4.146	2156.845		0
