Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	ColorScore	Overlap	Unnamed: 14	Active
ZINC01550309_111	1GJ6.pdb_1H4W.pdb_1QBN.pdb	13	0.612	0.38	0.232	1.742	1.208	0.534	0.648	0.357	0.291	-7.291	1931.357		0
ZINC03870904_56	1GJ6.pdb_1H4W.pdb_1QBN.pdb	14	0.603	0.404	0.199	1.68	1.161	0.519	0.627	0.383	0.244	-6.091	2076.458		0
ZINC03987406_99	1GJ6.pdb_1H4W.pdb_1QBN.pdb	15	0.6	0.401	0.199	1.728	1.258	0.47	0.627	0.37	0.256	-6.42	2005.992		0
ZINC03977105_82	1GJ6.pdb_1H4W.pdb_1QBN.pdb	17	0.599	0.434	0.166	1.677	1.233	0.444	0.61	0.401	0.209	-5.212	2173.807		0
ZINC03815826_179	1GJ6.pdb_1H4W.pdb_1QBN.pdb	18	0.599	0.369	0.23	1.768	1.326	0.443	0.661	0.339	0.323	-8.172	1829.926		1
ZINC03790011_41	1GJ6.pdb_1H4W.pdb_1QBN.pdb	16	0.599	0.448	0.151	1.603	1.261	0.342	0.622	0.41	0.212	-5.331	2224.833		0
ZINC04222272_186	1GJ6.pdb_1H4W.pdb_1QBN.pdb	19	0.597	0.458	0.139	1.583	1.264	0.319	0.615	0.418	0.197	-4.961	2268.164		0
ZINC04222193_157	1GJ6.pdb_1H4W.pdb_1QBN.pdb	20	0.594	0.403	0.191	1.751	1.248	0.502	0.609	0.373	0.236	-5.898	2020.394		0
ZINC03960308_6	1GJ6.pdb_1H4W.pdb_1QBN.pdb	22	0.592	0.396	0.196	1.556	1.069	0.488	0.633	0.386	0.248	-6.192	2096.407		0
ZINC03938552_7	1GJ6.pdb_1H4W.pdb_1QBN.pdb	21	0.592	0.385	0.207	1.632	1.122	0.51	0.628	0.369	0.259	-6.47	2002.305		0
ZINC03834121_133	1GJ6.pdb_1H4W.pdb_1QBN.pdb	23	0.591	0.393	0.198	1.559	1.159	0.4	0.654	0.373	0.281	-7.107	2023.549		1
ZINC03790022_16	1GJ6.pdb_1H4W.pdb_1QBN.pdb	24	0.59	0.437	0.153	1.618	1.27	0.347	0.615	0.4	0.215	-5.411	2168.072		0
ZINC03811853_52	1GJ6.pdb_1H4W.pdb_1QBN.pdb	25	0.59	0.43	0.16	1.581	1.232	0.349	0.626	0.398	0.228	-5.759	2156.744		0
ZINC03977123_65	1GJ6.pdb_1H4W.pdb_1QBN.pdb	26	0.587	0.417	0.169	1.591	1.161	0.43	0.613	0.395	0.218	-5.454	2142.288		0
ZINC03959444_8	1GJ6.pdb_1H4W.pdb_1QBN.pdb	27	0.584	0.377	0.207	1.633	1.124	0.51	0.621	0.362	0.259	-6.471	1964.123		0
ZINC03980301_22	1GJ6.pdb_1H4W.pdb_1QBN.pdb	29	0.584	0.433	0.151	1.599	1.228	0.371	0.603	0.401	0.202	-5.074	2173.146		0
ZINC03950795_165	1GJ6.pdb_1H4W.pdb_1QBN.pdb	28	0.584	0.36	0.224	1.639	1.141	0.498	0.634	0.345	0.289	-7.264	1868.117		0
ZINC04222433_30	1GJ6.pdb_1H4W.pdb_1QBN.pdb	30	0.582	0.459	0.123	1.607	1.309	0.298	0.588	0.414	0.173	-4.356	2246.532		0
ZINC02663356_26	1GJ6.pdb_1H4W.pdb_1QBN.pdb	31	0.582	0.408	0.174	1.635	1.236	0.399	0.615	0.378	0.236	-5.943	2048.436		0
ZINC03834119_146	1GJ6.pdb_1H4W.pdb_1QBN.pdb	33	0.578	0.399	0.179	1.662	1.187	0.474	0.599	0.375	0.223	-5.576	2034.284		1
ZINC04222194_150	1GJ6.pdb_1H4W.pdb_1QBN.pdb	34	0.578	0.385	0.193	1.777	1.272	0.505	0.593	0.356	0.237	-5.928	1924.337		0
ZINC01631479_172	1GJ6.pdb_1H4W.pdb_1QBN.pdb	32	0.578	0.42	0.158	1.532	1.18	0.353	0.617	0.395	0.222	-5.593	2141.5		0
ZINC03333552_186	1GJ6.pdb_1H4W.pdb_1QBN.pdb	35	0.577	0.373	0.204	1.647	1.15	0.497	0.613	0.356	0.258	-6.451	1927.867		0
ZINC03914911_52	1GJ6.pdb_1H4W.pdb_1QBN.pdb	36	0.576	0.403	0.173	1.451	1.118	0.333	0.652	0.386	0.266	-6.759	2096.822		0
ZINC03840473_98	1GJ6.pdb_1H4W.pdb_1QBN.pdb	37	0.575	0.386	0.189	1.587	1.136	0.451	0.614	0.369	0.245	-6.149	2001.46		0
ZINC04222191_188	1GJ6.pdb_1H4W.pdb_1QBN.pdb	38	0.575	0.388	0.187	1.674	1.206	0.467	0.601	0.364	0.237	-5.928	1973.044		0
ZINC04147300_83	1GJ6.pdb_1H4W.pdb_1QBN.pdb	39	0.575	0.457	0.118	1.501	1.214	0.287	0.59	0.423	0.167	-4.196	2297.31		0
ZINC04222428_34	1GJ6.pdb_1H4W.pdb_1QBN.pdb	40	0.573	0.435	0.137	1.591	1.262	0.328	0.59	0.399	0.191	-4.798	2163.679		0
ZINC03987407_42	1GJ6.pdb_1H4W.pdb_1QBN.pdb	43	0.572	0.366	0.206	1.646	1.138	0.508	0.608	0.35	0.258	-6.446	1897.647		0
ZINC03987403_181	1GJ6.pdb_1H4W.pdb_1QBN.pdb	42	0.572	0.379	0.194	1.518	1.077	0.441	0.625	0.369	0.257	-6.442	2001.808		0
ZINC03987402_88	1GJ6.pdb_1H4W.pdb_1QBN.pdb	44	0.572	0.364	0.208	1.64	1.151	0.489	0.613	0.347	0.266	-6.674	1880.951		0
ZINC03834135_131	1GJ6.pdb_1H4W.pdb_1QBN.pdb	45	0.572	0.393	0.179	1.67	1.195	0.474	0.593	0.369	0.223	-5.576	2002.186		1
ZINC03841655_140	1GJ6.pdb_1H4W.pdb_1QBN.pdb	41	0.572	0.455	0.118	1.611	1.325	0.286	0.576	0.409	0.166	-4.181	2216.584		0
ZINC03791580_172	1GJ6.pdb_1H4W.pdb_1QBN.pdb	46	0.571	0.388	0.184	1.616	1.176	0.44	0.606	0.366	0.24	-6.011	1985.247		0
ZINC03841640_88	1GJ6.pdb_1H4W.pdb_1QBN.pdb	47	0.571	0.449	0.122	1.526	1.219	0.307	0.583	0.416	0.168	-4.199	2257.179		0
ZINC03840213_57	1GJ6.pdb_1H4W.pdb_1QBN.pdb	48	0.571	0.384	0.187	1.633	1.204	0.429	0.609	0.36	0.249	-6.254	1950.872		0
ZINC04222430_145	1GJ6.pdb_1H4W.pdb_1QBN.pdb	49	0.57	0.435	0.135	1.504	1.204	0.3	0.602	0.405	0.197	-4.96	2197.225		0
ZINC03928466_106	1GJ6.pdb_1H4W.pdb_1QBN.pdb	51	0.57	0.382	0.188	1.626	1.132	0.494	0.598	0.366	0.233	-5.806	1984.145		0
ZINC04356047_162	1GJ6.pdb_1H4W.pdb_1QBN.pdb	52	0.57	0.436	0.135	1.621	1.298	0.323	0.584	0.396	0.188	-4.72	2145.448		0
ZINC01549839_73	1GJ6.pdb_1H4W.pdb_1QBN.pdb	50	0.57	0.394	0.176	1.582	1.158	0.424	0.605	0.374	0.231	-5.783	2028.702		0
ZINC03987397_68	1GJ6.pdb_1H4W.pdb_1QBN.pdb	54	0.569	0.369	0.199	1.678	1.207	0.471	0.604	0.347	0.257	-6.437	1880.748		0
ZINC04222439_10	1GJ6.pdb_1H4W.pdb_1QBN.pdb	53	0.569	0.457	0.112	1.541	1.286	0.254	0.581	0.414	0.167	-4.203	2247.603		0
ZINC04222431_35	1GJ6.pdb_1H4W.pdb_1QBN.pdb	56	0.568	0.452	0.116	1.593	1.321	0.272	0.576	0.407	0.168	-4.233	2207.797		0
ZINC03959464_42	1GJ6.pdb_1H4W.pdb_1QBN.pdb	55	0.568	0.397	0.171	1.645	1.212	0.433	0.591	0.371	0.22	-5.506	2010.022		0
ZINC03775827_14	1GJ6.pdb_1H4W.pdb_1QBN.pdb	57	0.567	0.386	0.181	1.652	1.236	0.417	0.602	0.36	0.242	-6.081	1946.884		0
ZINC03985882_63	1GJ6.pdb_1H4W.pdb_1QBN.pdb	59	0.566	0.383	0.183	1.566	1.127	0.439	0.606	0.367	0.239	-5.991	1992.261		0
ZINC02138942_173	1GJ6.pdb_1H4W.pdb_1QBN.pdb	58	0.566	0.395	0.171	1.54	1.143	0.396	0.608	0.376	0.231	-5.815	2042.105		0
ZINC03948981_78	1GJ6.pdb_1H4W.pdb_1QBN.pdb	60	0.565	0.382	0.184	1.666	1.205	0.461	0.592	0.358	0.234	-5.852	1940.576		0
ZINC03841625_126	1GJ6.pdb_1H4W.pdb_1QBN.pdb	61	0.564	0.442	0.121	1.638	1.332	0.306	0.565	0.399	0.167	-4.181	2158.753		0
ZINC03791681_75	1GJ6.pdb_1H4W.pdb_1QBN.pdb	62	0.563	0.344	0.219	1.853	1.258	0.595	0.579	0.321	0.258	-6.424	1734.859		0
ZINC03841659_194	1GJ6.pdb_1H4W.pdb_1QBN.pdb	63	0.562	0.445	0.117	1.571	1.286	0.285	0.571	0.405	0.166	-4.159	2194.96		0
ZINC03832370_152	1GJ6.pdb_1H4W.pdb_1QBN.pdb	65	0.561	0.428	0.134	1.486	1.152	0.334	0.587	0.405	0.182	-4.57	2198.876		1
ZINC00767720_26	1GJ6.pdb_1H4W.pdb_1QBN.pdb	67	0.561	0.367	0.194	1.533	1.072	0.461	0.609	0.358	0.251	-6.296	1943.014		0
ZINC01548103_89	1GJ6.pdb_1H4W.pdb_1QBN.pdb	66	0.561	0.384	0.176	1.851	1.356	0.496	0.564	0.349	0.215	-5.353	1886.374		0
ZINC03841617_156	1GJ6.pdb_1H4W.pdb_1QBN.pdb	64	0.561	0.415	0.146	1.468	1.147	0.322	0.605	0.394	0.211	-5.315	2137.501		0
ZINC03977049_101	1GJ6.pdb_1H4W.pdb_1QBN.pdb	69	0.56	0.396	0.165	1.582	1.14	0.442	0.585	0.377	0.208	-5.195	2046.899		0
ZINC03834155_64	1GJ6.pdb_1H4W.pdb_1QBN.pdb	70	0.56	0.385	0.175	1.661	1.196	0.465	0.581	0.362	0.219	-5.469	1960.528		1
ZINC02043468_139	1GJ6.pdb_1H4W.pdb_1QBN.pdb	73	0.56	0.393	0.167	1.599	1.193	0.406	0.59	0.369	0.221	-5.54	2001.542		1
ZINC01535967_89	1GJ6.pdb_1H4W.pdb_1QBN.pdb	72	0.56	0.351	0.208	1.873	1.302	0.57	0.572	0.325	0.247	-6.154	1754.799		0
ZINC03785241_29	1GJ6.pdb_1H4W.pdb_1QBN.pdb	71	0.56	0.429	0.131	1.477	1.174	0.303	0.591	0.403	0.188	-4.721	2189.507		0
ZINC00771629_53	1GJ6.pdb_1H4W.pdb_1QBN.pdb	68	0.56	0.372	0.188	1.452	1.038	0.414	0.623	0.367	0.256	-6.446	1992.659		0
ZINC03775827_12	1GJ6.pdb_1H4W.pdb_1QBN.pdb	74	0.559	0.384	0.175	1.635	1.231	0.405	0.594	0.359	0.235	-5.902	1941.158		0
ZINC03807319_103	1GJ6.pdb_1H4W.pdb_1QBN.pdb	75	0.559	0.386	0.173	1.527	1.126	0.401	0.604	0.37	0.233	-5.86	2009.395		0
ZINC03959453_192	1GJ6.pdb_1H4W.pdb_1QBN.pdb	77	0.558	0.371	0.187	1.599	1.153	0.446	0.597	0.354	0.243	-6.098	1916.473		0
ZINC00770153_99	1GJ6.pdb_1H4W.pdb_1QBN.pdb	76	0.558	0.364	0.194	1.476	1.015	0.461	0.613	0.362	0.251	-6.296	1965.214		0
ZINC03819918_132	1GJ6.pdb_1H4W.pdb_1QBN.pdb	78	0.558	0.408	0.15	1.655	1.268	0.387	0.572	0.376	0.196	-4.914	2033.481		0
ZINC03834129_145	1GJ6.pdb_1H4W.pdb_1QBN.pdb	79	0.557	0.388	0.168	1.52	1.092	0.427	0.593	0.376	0.217	-5.432	2041.585		1
ZINC02222760_97	1GJ6.pdb_1H4W.pdb_1QBN.pdb	81	0.556	0.448	0.108	1.478	1.188	0.29	0.566	0.418	0.147	-3.689	2270.466		0
ZINC03841650_156	1GJ6.pdb_1H4W.pdb_1QBN.pdb	80	0.556	0.436	0.12	1.595	1.29	0.304	0.563	0.397	0.166	-4.158	2150.844		0
ZINC03841621_177	1GJ6.pdb_1H4W.pdb_1QBN.pdb	83	0.555	0.446	0.109	1.47	1.222	0.249	0.575	0.412	0.163	-4.105	2238.741		0
ZINC03377880_193	1GJ6.pdb_1H4W.pdb_1QBN.pdb	82	0.555	0.358	0.197	1.524	1.063	0.461	0.607	0.351	0.256	-6.42	1903.573		0
ZINC01553076_134	1GJ6.pdb_1H4W.pdb_1QBN.pdb	84	0.554	0.39	0.164	1.607	1.239	0.368	0.591	0.363	0.228	-5.733	1964.625		0
ZINC00581841_16	1GJ6.pdb_1H4W.pdb_1QBN.pdb	86	0.554	0.406	0.147	1.495	1.158	0.336	0.593	0.385	0.208	-5.231	2089.425		0
ZINC01909195_191	1GJ6.pdb_1H4W.pdb_1QBN.pdb	85	0.554	0.402	0.152	1.481	1.148	0.333	0.601	0.382	0.219	-5.511	2072.771		0
ZINC04150044_91	1GJ6.pdb_1H4W.pdb_1QBN.pdb	90	0.553	0.424	0.129	1.428	1.14	0.289	0.592	0.403	0.189	-4.766	2188.443		0
ZINC03977126_173	1GJ6.pdb_1H4W.pdb_1QBN.pdb	88	0.553	0.402	0.15	1.58	1.171	0.409	0.572	0.38	0.192	-4.801	2060.625		0
ZINC03832369_183	1GJ6.pdb_1H4W.pdb_1QBN.pdb	89	0.553	0.371	0.182	1.621	1.217	0.403	0.597	0.348	0.249	-6.277	1882.765		1
ZINC03859051_53	1GJ6.pdb_1H4W.pdb_1QBN.pdb	87	0.553	0.402	0.151	1.663	1.273	0.389	0.568	0.37	0.198	-4.952	2005.198		0
ZINC03977147_196	1GJ6.pdb_1H4W.pdb_1QBN.pdb	91	0.552	0.392	0.16	1.638	1.208	0.431	0.57	0.367	0.203	-5.057	1990.965		0
ZINC02401823_190	1GJ6.pdb_1H4W.pdb_1QBN.pdb	95	0.551	0.442	0.109	1.568	1.277	0.292	0.552	0.404	0.148	-3.705	2187.524		0
ZINC03834132_48	1GJ6.pdb_1H4W.pdb_1QBN.pdb	93	0.551	0.386	0.165	1.597	1.176	0.421	0.579	0.365	0.214	-5.348	1978.13		1
ZINC03820532_47	1GJ6.pdb_1H4W.pdb_1QBN.pdb	92	0.551	0.417	0.133	1.606	1.256	0.35	0.562	0.384	0.178	-4.441	2082.884		0
ZINC03819390_125	1GJ6.pdb_1H4W.pdb_1QBN.pdb	94	0.551	0.399	0.152	1.557	1.166	0.392	0.576	0.377	0.199	-4.973	2046.445		0
ZINC02712630_175	1GJ6.pdb_1H4W.pdb_1QBN.pdb	96	0.55	0.368	0.182	1.525	1.108	0.417	0.6	0.356	0.244	-6.13	1928.675		0
ZINC04222514_103	1GJ6.pdb_1H4W.pdb_1QBN.pdb	97	0.55	0.427	0.123	1.588	1.277	0.311	0.56	0.391	0.17	-4.251	2116.741		0
ZINC03955054_142	1GJ6.pdb_1H4W.pdb_1QBN.pdb	99	0.549	0.383	0.165	1.472	1.119	0.353	0.606	0.368	0.237	-5.988	1998.491		0
ZINC01882070_131	1GJ6.pdb_1H4W.pdb_1QBN.pdb	98	0.549	0.428	0.121	1.626	1.274	0.351	0.547	0.391	0.156	-3.887	2121.285		0
ZINC01548106_189	1GJ6.pdb_1H4W.pdb_1QBN.pdb	100	0.548	0.381	0.167	1.858	1.355	0.503	0.546	0.346	0.199	-4.957	1872.264		0
ZINC03867649_142	1GJ6.pdb_1H4W.pdb_1QBN.pdb	103	0.547	0.361	0.186	1.77	1.251	0.519	0.562	0.336	0.225	-5.611	1818.751		0
ZINC02712629_143	1GJ6.pdb_1H4W.pdb_1QBN.pdb	104	0.547	0.389	0.158	1.427	1.094	0.332	0.608	0.376	0.231	-5.846	2042.849		0
ZINC02654818_52	1GJ6.pdb_1H4W.pdb_1QBN.pdb	105	0.547	0.403	0.145	1.496	1.152	0.344	0.582	0.382	0.2	-5.028	2074.219		0
ZINC03834118_125	1GJ6.pdb_1H4W.pdb_1QBN.pdb	101	0.547	0.397	0.15	1.609	1.201	0.407	0.564	0.373	0.192	-4.785	2019.672		1
ZINC03987021_74	1GJ6.pdb_1H4W.pdb_1QBN.pdb	102	0.547	0.4	0.147	1.599	1.235	0.364	0.57	0.372	0.198	-4.968	2013.303		0
ZINC03807302_176	1GJ6.pdb_1H4W.pdb_1QBN.pdb	110	0.546	0.393	0.153	1.456	1.109	0.348	0.593	0.378	0.215	-5.405	2052.84		0
ZINC03959472_111	1GJ6.pdb_1H4W.pdb_1QBN.pdb	111	0.546	0.379	0.167	1.585	1.137	0.448	0.573	0.362	0.211	-5.257	1962.894		0
ZINC03819919_48	1GJ6.pdb_1H4W.pdb_1QBN.pdb	108	0.546	0.418	0.128	1.619	1.266	0.353	0.551	0.385	0.166	-4.153	2083.707		0
ZINC02866540_96	1GJ6.pdb_1H4W.pdb_1QBN.pdb	107	0.546	0.437	0.109	1.628	1.337	0.292	0.542	0.394	0.148	-3.705	2131.527		0
ZINC00603072_178	1GJ6.pdb_1H4W.pdb_1QBN.pdb	112	0.546	0.388	0.159	1.553	1.227	0.325	0.598	0.362	0.236	-5.981	1958.283		0
ZINC03785211_119	1GJ6.pdb_1H4W.pdb_1QBN.pdb	106	0.546	0.396	0.151	1.533	1.177	0.356	0.581	0.373	0.207	-5.201	2024.937		0
ZINC04340537_135	1GJ6.pdb_1H4W.pdb_1QBN.pdb	109	0.546	0.406	0.14	1.59	1.256	0.334	0.569	0.375	0.194	-4.879	2030.429		0
ZINC02242841_125	1GJ6.pdb_1H4W.pdb_1QBN.pdb	114	0.544	0.402	0.142	1.482	1.175	0.307	0.588	0.379	0.209	-5.267	2057.853		0
ZINC00587714_83	1GJ6.pdb_1H4W.pdb_1QBN.pdb	113	0.544	0.389	0.155	1.668	1.231	0.437	0.556	0.362	0.194	-4.834	1961.098		0
ZINC04222240_146	1GJ6.pdb_1H4W.pdb_1QBN.pdb	116	0.543	0.422	0.121	1.574	1.267	0.307	0.554	0.387	0.167	-4.183	2098.199		0
ZINC03819921_145	1GJ6.pdb_1H4W.pdb_1QBN.pdb	115	0.543	0.424	0.119	1.54	1.239	0.302	0.556	0.392	0.165	-4.124	2122.733		0
ZINC02712629_91	1GJ6.pdb_1H4W.pdb_1QBN.pdb	117	0.542	0.392	0.15	1.41	1.102	0.308	0.604	0.378	0.226	-5.714	2052.69		0
ZINC03670360_144	1GJ6.pdb_1H4W.pdb_1QBN.pdb	118	0.542	0.41	0.131	1.499	1.17	0.33	0.567	0.387	0.179	-4.495	2100.535		0
ZINC03834122_111	1GJ6.pdb_1H4W.pdb_1QBN.pdb	119	0.542	0.39	0.151	1.578	1.167	0.411	0.563	0.369	0.193	-4.83	2002.819		1
ZINC03977132_23	1GJ6.pdb_1H4W.pdb_1QBN.pdb	121	0.541	0.393	0.147	1.55	1.169	0.382	0.566	0.372	0.194	-4.843	2018.203		0
ZINC03842080_130	1GJ6.pdb_1H4W.pdb_1QBN.pdb	120	0.541	0.386	0.155	1.572	1.207	0.365	0.575	0.362	0.213	-5.338	1962.104		0
ZINC03791571_80	1GJ6.pdb_1H4W.pdb_1QBN.pdb	124	0.54	0.337	0.203	1.669	1.141	0.528	0.572	0.324	0.248	-6.2	1751.708		0
ZINC02224425_78	1GJ6.pdb_1H4W.pdb_1QBN.pdb	122	0.54	0.415	0.125	1.514	1.207	0.307	0.562	0.388	0.175	-4.382	2101.661		0
ZINC03980155_180	1GJ6.pdb_1H4W.pdb_1QBN.pdb	123	0.54	0.401	0.139	1.653	1.306	0.347	0.555	0.367	0.189	-4.732	1983.356		0
ZINC01902817_145	1GJ6.pdb_1H4W.pdb_1QBN.pdb	125	0.54	0.33	0.209	1.542	1.071	0.471	0.597	0.323	0.274	-6.877	1750.252		0
ZINC03834124_159	1GJ6.pdb_1H4W.pdb_1QBN.pdb	128	0.539	0.375	0.164	1.576	1.137	0.439	0.566	0.359	0.207	-5.16	1945.868		1
ZINC04222445_39	1GJ6.pdb_1H4W.pdb_1QBN.pdb	126	0.539	0.405	0.134	1.53	1.221	0.308	0.568	0.377	0.191	-4.799	2045.054		0
ZINC03987620_128	1GJ6.pdb_1H4W.pdb_1QBN.pdb	127	0.539	0.436	0.102	1.399	1.164	0.235	0.565	0.411	0.154	-3.879	2231.818		0
ZINC03766053_92	1GJ6.pdb_1H4W.pdb_1QBN.pdb	130	0.539	0.444	0.095	1.404	1.159	0.245	0.553	0.419	0.134	-3.351	2276.119		0
ZINC02663357_93	1GJ6.pdb_1H4W.pdb_1QBN.pdb	129	0.539	0.378	0.161	1.545	1.172	0.373	0.579	0.358	0.221	-5.561	1940.694		0
ZINC02712629_98	1GJ6.pdb_1H4W.pdb_1QBN.pdb	133	0.538	0.381	0.157	1.406	1.084	0.321	0.605	0.37	0.235	-5.939	2009.524		0
ZINC03785220_140	1GJ6.pdb_1H4W.pdb_1QBN.pdb	132	0.538	0.392	0.146	1.462	1.128	0.334	0.582	0.375	0.207	-5.201	2035.893		0
ZINC01631479_75	1GJ6.pdb_1H4W.pdb_1QBN.pdb	131	0.538	0.406	0.131	1.441	1.151	0.29	0.579	0.386	0.194	-4.884	2094.146		0
ZINC04392031_173	1GJ6.pdb_1H4W.pdb_1QBN.pdb	134	0.537	0.359	0.179	1.571	1.07	0.502	0.568	0.35	0.217	-5.414	1900.318		0
ZINC04215208_17	1GJ6.pdb_1H4W.pdb_1QBN.pdb	135	0.537	0.368	0.169	1.35	1.033	0.317	0.629	0.364	0.265	-6.744	1975.471		0
ZINC04147161_51	1GJ6.pdb_1H4W.pdb_1QBN.pdb	136	0.537	0.36	0.177	1.391	1.012	0.379	0.607	0.359	0.248	-6.26	1948.714		0
ZINC04383610_152	1GJ6.pdb_1H4W.pdb_1QBN.pdb	137	0.537	0.383	0.154	1.605	1.189	0.417	0.557	0.361	0.196	-4.893	1956.331		0
ZINC02336300_25	1GJ6.pdb_1H4W.pdb_1QBN.pdb	138	0.536	0.39	0.146	1.58	1.241	0.339	0.567	0.362	0.205	-5.151	1962.075		0
ZINC03834143_92	1GJ6.pdb_1H4W.pdb_1QBN.pdb	139	0.536	0.385	0.151	1.586	1.175	0.411	0.557	0.364	0.193	-4.825	1971.335		1
ZINC03841071_65	1GJ6.pdb_1H4W.pdb_1QBN.pdb	140	0.536	0.427	0.109	1.561	1.294	0.268	0.545	0.389	0.156	-3.912	2106.964		0
ZINC03834126_78	1GJ6.pdb_1H4W.pdb_1QBN.pdb	142	0.535	0.38	0.155	1.672	1.229	0.443	0.547	0.355	0.192	-4.783	1920.754		1
ZINC03780338_15	1GJ6.pdb_1H4W.pdb_1QBN.pdb	145	0.535	0.37	0.165	1.391	1.072	0.319	0.616	0.361	0.255	-6.486	1960.491		0
ZINC00770143_164	1GJ6.pdb_1H4W.pdb_1QBN.pdb	143	0.535	0.448	0.087	1.386	1.17	0.216	0.547	0.421	0.126	-3.166	2287.939		0
ZINC02138945_85	1GJ6.pdb_1H4W.pdb_1QBN.pdb	144	0.535	0.367	0.168	1.472	1.084	0.389	0.584	0.357	0.227	-5.712	1937.252		0
ZINC03633212_153	1GJ6.pdb_1H4W.pdb_1QBN.pdb	141	0.535	0.408	0.128	1.49	1.207	0.283	0.57	0.381	0.189	-4.758	2066.49		0
ZINC02654819_115	1GJ6.pdb_1H4W.pdb_1QBN.pdb	146	0.534	0.393	0.141	1.468	1.133	0.335	0.571	0.376	0.195	-4.9	2040.776		0
ZINC02160908_61	1GJ6.pdb_1H4W.pdb_1QBN.pdb	147	0.534	0.409	0.125	1.613	1.273	0.341	0.541	0.376	0.164	-4.107	2038.085		0
ZINC03933542_180	1GJ6.pdb_1H4W.pdb_1QBN.pdb	148	0.534	0.414	0.119	1.459	1.156	0.303	0.557	0.392	0.165	-4.133	2128.578		0
ZINC03820532_57	1GJ6.pdb_1H4W.pdb_1QBN.pdb	149	0.534	0.383	0.152	1.572	1.181	0.391	0.56	0.361	0.198	-4.964	1958.33		0
ZINC02130567_148	1GJ6.pdb_1H4W.pdb_1QBN.pdb	150	0.533	0.366	0.167	1.455	1.066	0.389	0.585	0.358	0.227	-5.708	1942.586		0
ZINC03980301_40	1GJ6.pdb_1H4W.pdb_1QBN.pdb	151	0.533	0.393	0.14	1.493	1.145	0.348	0.564	0.374	0.19	-4.756	2031.155		0
ZINC02138807_191	1GJ6.pdb_1H4W.pdb_1QBN.pdb	152	0.532	0.364	0.168	1.451	1.062	0.389	0.584	0.357	0.227	-5.712	1936.079		0
ZINC03834116_53	1GJ6.pdb_1H4W.pdb_1QBN.pdb	153	0.531	0.349	0.181	1.413	0.978	0.435	0.589	0.352	0.237	-5.943	1913.608		1
ZINC03841653_24	1GJ6.pdb_1H4W.pdb_1QBN.pdb	156	0.531	0.432	0.099	1.507	1.262	0.245	0.539	0.397	0.143	-3.581	2150.457		0
ZINC03959458_42	1GJ6.pdb_1H4W.pdb_1QBN.pdb	155	0.531	0.385	0.146	1.632	1.21	0.422	0.544	0.361	0.183	-4.552	1953.99		0
ZINC04185339_12	1GJ6.pdb_1H4W.pdb_1QBN.pdb	154	0.531	0.394	0.137	1.707	1.33	0.377	0.536	0.359	0.177	-4.422	1939.056		0
